EDUID,Gender,Enrolled Grade,ELA/Literacy OppNumber,ELA/Literacy Scale Score,Standard Error for ELA/Literacy Scale Score,ELA/Literacy Achievement Level,ELA/Literacy Reported Lexile® Measure,Reading Claim Achievement Category,Reading Claim Scale Score,Reading Claim Standard Error,Writing Claim Achievement Category,Writing Claim Scale Score,Writing Claim Standard Error,Listening Claim Achievement Category,Listening Claim Scale Score,Listening Claim Standard Error,Research/Inquiry Claim Achievement Category,Research/Inquiry Claim Scale Score,Research/Inquiry Claim Standard Error,Mathematics OppNumber,Mathematics Scale Score,Standard Error for Mathematics Scale Score,Mathematics Achievement Level,Mathematics Reported Quantile® Measure,Concepts and Procedures Claim Achievement Category,Concepts and Procedures Claim Scale Score,Concepts and Procedures Claim Standard Error,Problem Solving and Modeling & Data Analysis Claim Achievement Category,Problem Solving and Modeling & Data Analysis Claim Scale Score,Problem Solving and Modeling & Data Analysis Claim Standard Error,Communicating Reasoning Claim Achievement Category,Communicating Reasoning Claim Scale Score,Communicating Reasoning Claim Standard Error
244949775,M,7,1,2536,22,2,1055L,At/Near Standard,2562,43,At/Near Standard,2535,32,At/Near Standard,2498,78,At/Near Standard,2504,67,1,2519,26,2,885Q,Below Standard,2508,32,At/Near Standard,2546,58,At/Near Standard,2536,62
228854854,M,7,1,2388,31,1,750L,At/Near Standard,2478,57,Below Standard,2352,66,Below Standard,2411,59,Below Standard,2215,166,1,2484,29,2,795Q,Below Standard,2494,38,At/Near Standard,2489,55,Below Standard,2430,88
596715248,F,7,1,2486,25,2,950L,Below Standard,2437,42,At/Near Standard,2576,48,Below Standard,2421,68,At/Near Standard,2505,65,1,2477,31,1,775Q,Below Standard,2490,39,Below Standard,2458,67,At/Near Standard,2454,84
282115599,M,7,1,2757,33,4,1510L,Above Standard,2731,60,Above Standard,2681,53,Above Standard,2790,109,Above Standard,2928,119,1,2631,21,3,1175Q,At/Near Standard,2588,35,Above Standard,2663,33,Above Standard,2655,45
143349492,M,7,1,2456,29,1,890L,At/Near Standard,2486,50,At/Near Standard,2496,43,Below Standard,2260,125,Below Standard,2429,78,1,2449,29,1,700Q,Below Standard,2475,39,Below Standard,2397,64,Below Standard,2438,73
499483757,F,7,1,2573,24,3,1130L,At/Near Standard,2548,43,At/Near Standard,2602,37,At/Near Standard,2570,76,At/Near Standard,2524,79,1,2572,24,3,1020Q,At/Near Standard,2573,34,At/Near Standard,2591,41,At/Near Standard,2529,67
418751397,F,7,1,2591,25,3,1165L,At/Near Standard,2553,50,At/Near Standard,2600,39,At/Near Standard,2569,74,At/Near Standard,2627,51,1,2468,28,1,750Q,Below Standard,2481,36,Below Standard,2417,66,At/Near Standard,2488,74
263635686,M,7,1,2509,24,2,995L,At/Near Standard,2491,42,At/Near Standard,2536,38,At/Near Standard,2508,73,At/Near Standard,2469,78,1,2552,24,2,970Q,At/Near Standard,2585,30,At/Near Standard,2536,55,Below Standard,2267,198
466229843,F,7,1,2632,25,3,1250L,At/Near Standard,2603,46,Above Standard,2661,49,At/Near Standard,2596,81,Above Standard,2648,46,1,2637,22,4,1190Q,Above Standard,2618,30,Above Standard,2668,39,At/Near Standard,2640,77
685565957,F,7,1,2597,24,3,1180L,At/Near Standard,2600,44,Above Standard,2623,45,At/Near Standard,2629,79,At/Near Standard,2548,53,1,2501,27,2,835Q,Below Standard,2468,40,At/Near Standard,2533,56,At/Near Standard,2536,48
258479168,M,7,1,2516,25,2,1010L,At/Near Standard,2563,41,At/Near Standard,2529,45,Below Standard,2315,140,At/Near Standard,2431,93,1,2425,32,1,640Q,Below Standard,2457,39,Below Standard,2360,83,Below Standard,2352,107
462351563,F,7,1,2684,30,4,1360L,Above Standard,2731,57,Above Standard,2625,44,Above Standard,2776,106,Above Standard,2686,64,1,2616,22,3,1135Q,At/Near Standard,2596,33,Above Standard,2664,37,At/Near Standard,2586,54
428674826,F,7,1,2545,26,2,1070L,At/Near Standard,2562,46,At/Near Standard,2550,45,At/Near Standard,2438,93,At/Near Standard,2560,51,1,2513,26,2,870Q,At/Near Standard,2551,33,Below Standard,2422,71,At/Near Standard,2464,79
281229587,M,7,1,2538,24,2,1055L,At/Near Standard,2506,41,At/Near Standard,2544,36,At/Near Standard,2519,77,At/Near Standard,2627,67,1,2570,24,3,1015Q,At/Near Standard,2575,32,At/Near Standard,2595,44,At/Near Standard,2522,61
452383412,F,7,1,2535,25,2,1050L,At/Near Standard,2545,47,At/Near Standard,2513,41,At/Near Standard,2542,75,At/Near Standard,2557,50,1,2556,25,2,980Q,At/Near Standard,2567,33,At/Near Standard,2500,61,At/Near Standard,2573,48
337734774,F,7,1,2553,23,3,1090L,At/Near Standard,2532,36,At/Near Standard,2557,37,At/Near Standard,2641,94,At/Near Standard,2554,56,1,2495,26,2,820Q,Below Standard,2503,34,At/Near Standard,2498,50,At/Near Standard,2451,80
233562187,F,7,1,2544,24,2,1070L,At/Near Standard,2521,42,At/Near Standard,2543,42,At/Near Standard,2463,70,At/Near Standard,2614,47,1,2508,26,2,855Q,Below Standard,2515,33,At/Near Standard,2522,52,At/Near Standard,2435,99
737945762,F,7,1,2619,27,3,1225L,At/Near Standard,2584,52,Above Standard,2676,54,At/Near Standard,2565,65,Above Standard,2630,53,1,2508,29,2,855Q,Below Standard,2493,44,Below Standard,2483,53,At/Near Standard,2579,63
428357226,F,7,1,2640,27,3,1270L,At/Near Standard,2619,53,Above Standard,2642,48,At/Near Standard,2647,82,Above Standard,2651,47,1,2561,24,2,995Q,At/Near Standard,2540,35,At/Near Standard,2579,39,At/Near Standard,2584,56
272726745,M,7,1,2530,25,2,1040L,At/Near Standard,2591,44,Below Standard,2480,47,At/Near Standard,2470,87,At/Near Standard,2513,79,1,2617,21,3,1140Q,At/Near Standard,2610,31,Above Standard,2653,37,At/Near Standard,2565,57
556673559,F,7,1,2478,26,1,930L,Below Standard,2482,44,At/Near Standard,2509,41,Below Standard,2363,93,At/Near Standard,2471,64,1,2543,28,2,945Q,At/Near Standard,2576,34,At/Near Standard,2424,116,At/Near Standard,2522,65
579236832,F,7,1,2477,29,1,930L,At/Near Standard,2478,51,Below Standard,2438,52,At/Near Standard,2554,73,At/Near Standard,2483,82,1,2536,27,2,930Q,At/Near Standard,2536,39,At/Near Standard,2544,55,At/Near Standard,2531,50
214923487,M,7,1,2692,27,4,1375L,Above Standard,2694,49,Above Standard,2739,53,At/Near Standard,2676,87,Above Standard,2654,46,1,2650,20,4,1225Q,At/Near Standard,2600,31,Above Standard,2700,35,Above Standard,2671,41
243674559,M,7,1,2581,26,3,1145L,At/Near Standard,2594,49,At/Near Standard,2602,47,At/Near Standard,2618,82,At/Near Standard,2533,53,1,2541,24,2,940Q,At/Near Standard,2520,35,At/Near Standard,2557,40,At/Near Standard,2579,69
446232241,F,7,1,2575,26,3,1135L,At/Near Standard,2612,47,At/Near Standard,2571,41,At/Near Standard,2529,83,At/Near Standard,2537,74,1,2644,20,4,1210Q,Above Standard,2674,33,At/Near Standard,2608,35,Above Standard,2645,35
266476451,M,7,1,2703,28,4,1395L,Above Standard,2748,56,At/Near Standard,2584,44,At/Near Standard,2687,91,Above Standard,2945,128,1,2644,19,4,1210Q,Above Standard,2657,28,Above Standard,2649,34,At/Near Standard,2607,43
243616388,M,7,1,2610,26,3,1205L,At/Near Standard,2606,50,Above Standard,2645,47,At/Near Standard,2647,85,At/Near Standard,2563,54,1,2644,20,4,1210Q,Above Standard,2618,29,Above Standard,2664,36,Above Standard,2682,46
277182786,F,7,1,2556,26,3,1095L,At/Near Standard,2519,48,At/Near Standard,2561,40,At/Near Standard,2573,73,At/Near Standard,2609,66,1,2527,24,2,905Q,At/Near Standard,2518,35,At/Near Standard,2557,38,At/Near Standard,2486,66
256418389,M,7,1,2576,24,3,1135L,At/Near Standard,2589,48,At/Near Standard,2540,39,At/Near Standard,2655,81,At/Near Standard,2587,46,1,2612,20,3,1125Q,At/Near Standard,2570,31,Above Standard,2639,42,Above Standard,2655,42
247657828,M,7,1,2492,24,2,960L,At/Near Standard,2551,37,Below Standard,2422,49,At/Near Standard,2469,60,At/Near Standard,2491,75,1,2571,23,3,1020Q,At/Near Standard,2571,31,At/Near Standard,2549,46,At/Near Standard,2598,49
754466263,M,7,1,2592,26,3,1170L,At/Near Standard,2608,45,At/Near Standard,2585,48,At/Near Standard,2534,76,At/Near Standard,2607,55,1,2584,24,3,1055Q,At/Near Standard,2594,32,At/Near Standard,2606,46,At/Near Standard,2515,69
294475115,M,7,1,2550,26,2,1080L,At/Near Standard,2581,45,At/Near Standard,2520,42,Above Standard,2717,105,At/Near Standard,2455,90,1,2549,23,2,960Q,At/Near Standard,2533,32,At/Near Standard,2578,37,At/Near Standard,2527,68
262292381,M,7,1,2548,27,2,1080L,At/Near Standard,2568,47,At/Near Standard,2533,44,At/Near Standard,2549,80,At/Near Standard,2542,69,1,2563,23,2,1000Q,At/Near Standard,2580,31,At/Near Standard,2545,47,At/Near Standard,2537,59
484545574,F,7,1,2681,26,4,1350L,Above Standard,2727,63,Above Standard,2610,39,Above Standard,2692,85,Above Standard,2768,69,1,2638,20,4,1195Q,Above Standard,2621,30,Above Standard,2700,39,At/Near Standard,2572,57
237838476,M,7,1,2434,29,1,845L,Below Standard,2394,59,Below Standard,2451,51,At/Near Standard,2531,77,Below Standard,2356,92,1,2509,25,2,860Q,Below Standard,2508,33,At/Near Standard,2512,56,At/Near Standard,2508,57
227377915,M,7,1,2521,25,2,1020L,At/Near Standard,2515,44,At/Near Standard,2531,38,At/Near Standard,2487,79,At/Near Standard,2526,67,1,2501,25,2,835Q,Below Standard,2487,31,At/Near Standard,2518,49,At/Near Standard,2527,57
275994282,M,7,1,2400,30,1,775L,Below Standard,2399,56,Below Standard,2439,51,Below Standard,2418,62,Below Standard,2284,102,1,2495,28,2,820Q,Below Standard,2506,34,At/Near Standard,2467,75,At/Near Standard,2480,68
452363769,F,7,1,2698,29,4,1385L,Above Standard,2650,52,Above Standard,2785,62,Above Standard,2748,94,Above Standard,2658,49,1,2689,18,4,1325Q,Above Standard,2705,28,Above Standard,2683,31,Above Standard,2672,33
223721626,M,7,1,2472,27,1,920L,Below Standard,2461,49,At/Near Standard,2506,44,At/Near Standard,2468,66,Below Standard,2414,78,1,2471,26,1,760Q,Below Standard,2477,32,Below Standard,2470,55,At/Near Standard,2431,95
272328836,M,7,1,2601,25,3,1185L,At/Near Standard,2549,51,At/Near Standard,2608,42,At/Near Standard,2488,82,Above Standard,2701,65,1,2574,23,3,1025Q,At/Near Standard,2581,30,At/Near Standard,2575,47,At/Near Standard,2551,54
231775267,F,7,1,2533,27,2,1045L,At/Near Standard,2507,48,At/Near Standard,2504,45,At/Near Standard,2531,69,At/Near Standard,2637,63,1,2508,26,2,855Q,At/Near Standard,2520,33,Below Standard,2427,75,At/Near Standard,2564,69
284847622,M,7,1,2407,32,1,785L,Below Standard,2464,49,Below Standard,2274,101,Below Standard,2371,82,Below Standard,2435,62,1,2442,28,1,685Q,Below Standard,2455,34,Below Standard,2449,59,Below Standard,2370,78
251664716,M,7,1,2572,25,3,1125L,At/Near Standard,2589,45,At/Near Standard,2521,44,Above Standard,2711,95,At/Near Standard,2567,52,1,2627,21,3,1165Q,Above Standard,2617,30,Above Standard,2649,31,At/Near Standard,2599,56
437394826,M,7,1,2567,24,3,1115L,At/Near Standard,2509,43,At/Near Standard,2590,37,At/Near Standard,2543,72,At/Near Standard,2632,59,1,2543,22,2,945Q,Below Standard,2512,33,At/Near Standard,2595,36,At/Near Standard,2523,61
287236878,M,7,1,2529,27,2,1040L,At/Near Standard,2520,47,At/Near Standard,2526,45,At/Near Standard,2499,70,At/Near Standard,2579,62,1,2517,26,2,880Q,Below Standard,2506,35,At/Near Standard,2539,47,At/Near Standard,2514,65
413478124,F,7,1,2664,27,4,1315L,Above Standard,2639,48,Above Standard,2657,52,Above Standard,2723,92,Above Standard,2675,47,1,2646,19,4,1215Q,Above Standard,2670,26,At/Near Standard,2607,39,At/Near Standard,2629,43
446684757,F,7,1,2411,28,1,795L,Below Standard,2358,64,Below Standard,2354,66,At/Near Standard,2531,70,Below Standard,2424,64,1,2413,32,1,610Q,Below Standard,2385,44,At/Near Standard,2502,62,Below Standard,2336,133
422265525,F,7,1,2602,26,3,1190L,At/Near Standard,2573,56,At/Near Standard,2607,45,Above Standard,2695,90,At/Near Standard,2588,47,1,2650,20,4,1225Q,Above Standard,2642,31,Above Standard,2630,32,Above Standard,2727,56
436146474,F,7,1,2550,24,2,1080L,At/Near Standard,2546,40,At/Near Standard,2533,39,At/Near Standard,2516,67,At/Near Standard,2631,62,1,2551,24,2,965Q,At/Near Standard,2567,33,At/Near Standard,2538,52,At/Near Standard,2509,68
525534672,M,7,1,2468,31,1,915L,At/Near Standard,2518,52,Below Standard,2392,72,At/Near Standard,2475,68,At/Near Standard,2451,68,1,2378,35,1,515Q,Below Standard,2398,41,Below Standard,2244,171,Below Standard,2394,80
638692378,F,7,1,2595,23,3,1175L,At/Near Standard,2596,49,Above Standard,2612,35,At/Near Standard,2450,85,At/Near Standard,2615,49,1,2599,21,3,1090Q,Above Standard,2630,32,At/Near Standard,2556,38,At/Near Standard,2599,41
459591655,F,7,1,2571,27,3,1125L,At/Near Standard,2555,50,At/Near Standard,2596,50,At/Near Standard,2548,76,At/Near Standard,2571,53,1,2629,22,3,1170Q,Above Standard,2615,30,Above Standard,2642,41,Above Standard,2650,53
138253628,M,7,1,2416,27,1,805L,Below Standard,2446,47,At/Near Standard,2507,42,Below Standard,2288,82,Below Standard,2263,120,1,2403,33,1,580Q,Below Standard,2389,42,Below Standard,2422,83,Below Standard,2431,69
176566152,M,7,1,2664,25,4,1315L,Above Standard,2656,43,Above Standard,2688,46,At/Near Standard,2575,82,Above Standard,2676,51,1,2672,18,4,1280Q,Above Standard,2665,29,Above Standard,2690,27,Above Standard,2648,42
139252658,M,7,1,2668,29,4,1325L,Above Standard,2657,52,Above Standard,2675,48,At/Near Standard,2656,84,Above Standard,2679,62,1,2691,18,4,1325Q,Above Standard,2677,29,Above Standard,2690,30,Above Standard,2712,32
237946913,M,7,1,2497,25,2,975L,At/Near Standard,2545,41,Below Standard,2470,47,Below Standard,2393,75,At/Near Standard,2511,72,1,2447,31,1,695Q,Below Standard,2474,37,Below Standard,2324,115,At/Near Standard,2440,108
487253727,F,7,1,2583,25,3,1150L,At/Near Standard,2572,40,At/Near Standard,2607,44,At/Near Standard,2555,75,At/Near Standard,2582,67,1,2586,20,3,1060Q,At/Near Standard,2601,31,At/Near Standard,2558,38,At/Near Standard,2593,39
455889894,F,7,1,2563,26,3,1110L,At/Near Standard,2544,41,At/Near Standard,2573,42,At/Near Standard,2582,81,At/Near Standard,2574,62,1,2578,23,3,1040Q,At/Near Standard,2566,30,At/Near Standard,2596,43,At/Near Standard,2593,64
262342755,F,7,1,2497,25,2,975L,At/Near Standard,2513,41,At/Near Standard,2510,41,At/Near Standard,2450,76,At/Near Standard,2431,90,1,2492,28,2,815Q,At/Near Standard,2534,32,At/Near Standard,2342,160,Below Standard,2349,127
653665433,M,7,1,2597,26,3,1180L,Above Standard,2634,47,At/Near Standard,2579,43,At/Near Standard,2628,88,At/Near Standard,2554,69,1,2611,20,3,1125Q,At/Near Standard,2592,32,At/Near Standard,2615,36,Above Standard,2639,40
478444275,F,7,1,2587,22,3,1160L,Above Standard,2648,44,At/Near Standard,2561,32,At/Near Standard,2502,84,At/Near Standard,2595,50,1,2600,22,3,1095Q,At/Near Standard,2586,32,At/Near Standard,2607,43,At/Near Standard,2617,41
757156224,F,7,1,2565,24,3,1115L,At/Near Standard,2591,49,At/Near Standard,2576,35,At/Near Standard,2546,72,At/Near Standard,2474,81,1,2524,25,2,895Q,At/Near Standard,2534,30,Below Standard,2399,75,At/Near Standard,2685,99
825497857,M,7,1,2607,25,3,1200L,At/Near Standard,2611,46,At/Near Standard,2585,41,At/Near Standard,2642,81,At/Near Standard,2623,52,1,2585,23,3,1055Q,At/Near Standard,2600,30,At/Near Standard,2548,52,At/Near Standard,2585,53
167715671,M,7,1,2560,26,3,1105L,At/Near Standard,2607,45,Below Standard,2431,52,At/Near Standard,2617,78,Above Standard,2666,57,1,2549,24,2,960Q,At/Near Standard,2565,31,At/Near Standard,2548,49,At/Near Standard,2497,61
444375458,F,7,1,2589,24,3,1160L,At/Near Standard,2551,42,At/Near Standard,2587,43,At/Near Standard,2615,81,Above Standard,2615,42,1,2600,21,3,1095Q,At/Near Standard,2583,30,At/Near Standard,2589,41,Above Standard,2659,46
496243164,F,7,1,2542,25,2,1065L,Above Standard,2628,44,Below Standard,2422,63,At/Near Standard,2568,74,At/Near Standard,2524,74,1,2537,26,2,930Q,At/Near Standard,2551,37,At/Near Standard,2498,51,At/Near Standard,2553,49
245836787,F,7,1,2510,26,2,1000L,At/Near Standard,2514,42,At/Near Standard,2489,46,At/Near Standard,2476,71,At/Near Standard,2568,62,1,2590,23,3,1070Q,At/Near Standard,2613,32,At/Near Standard,2556,52,At/Near Standard,2573,46
277298512,F,7,1,2407,28,1,785L,Below Standard,2307,89,Below Standard,2440,44,Below Standard,2437,64,Below Standard,2408,62,1,2460,28,1,730Q,Below Standard,2487,33,Below Standard,2278,159,Below Standard,2458,69
454556517,F,7,1,2653,26,4,1295L,Above Standard,2686,44,Above Standard,2692,58,At/Near Standard,2408,102,Above Standard,2671,51,1,2591,22,3,1070Q,At/Near Standard,2584,29,At/Near Standard,2577,49,At/Near Standard,2624,50
345892823,F,7,1,2540,23,2,1060L,At/Near Standard,2494,48,At/Near Standard,2573,32,At/Near Standard,2546,76,At/Near Standard,2497,67,1,2505,25,2,850Q,Below Standard,2495,32,At/Near Standard,2561,47,Below Standard,2440,81
134543866,M,7,1,2610,25,3,1205L,Above Standard,2634,51,At/Near Standard,2611,40,At/Near Standard,2464,100,Above Standard,2631,48,1,2586,22,3,1060Q,At/Near Standard,2611,31,At/Near Standard,2533,56,At/Near Standard,2579,43
491533323,F,7,1,2566,24,3,1115L,At/Near Standard,2597,47,At/Near Standard,2572,37,At/Near Standard,2574,74,At/Near Standard,2491,70,1,2615,23,3,1135Q,At/Near Standard,2598,31,At/Near Standard,2621,45,Above Standard,2684,71
182368953,M,7,1,2520,25,2,1020L,At/Near Standard,2578,44,At/Near Standard,2500,43,At/Near Standard,2451,79,At/Near Standard,2485,65,1,2512,26,2,865Q,At/Near Standard,2534,33,Below Standard,2435,69,At/Near Standard,2516,65
467358418,F,7,1,2425,26,1,825L,Below Standard,2415,49,Below Standard,2422,44,At/Near Standard,2536,76,Below Standard,2348,75,1,2445,30,1,690Q,Below Standard,2439,36,Below Standard,2472,57,At/Near Standard,2405,124
443267753,F,7,1,2601,26,3,1185L,Above Standard,2653,42,At/Near Standard,2584,42,At/Near Standard,2581,77,At/Near Standard,2494,100,1,2578,23,3,1040Q,At/Near Standard,2586,32,At/Near Standard,2582,40,At/Near Standard,2546,63
471827767,F,7,1,2687,29,4,1365L,Above Standard,2772,61,Above Standard,2636,50,Above Standard,2699,86,Above Standard,2663,50,1,2679,20,4,1300Q,Above Standard,2659,37,Above Standard,2673,37,Above Standard,2703,34
157186248,M,7,1,2682,28,4,1355L,Above Standard,2628,50,Above Standard,2695,48,At/Near Standard,2591,75,Above Standard,2835,107,1,2605,21,3,1110Q,At/Near Standard,2588,30,At/Near Standard,2567,46,Above Standard,2664,37
215152853,M,7,1,2611,24,3,1210L,At/Near Standard,2616,44,Above Standard,2666,46,At/Near Standard,2472,85,At/Near Standard,2587,50,1,2650,19,4,1225Q,Above Standard,2661,27,Above Standard,2640,35,At/Near Standard,2630,53
558343266,F,7,1,2519,25,2,1020L,At/Near Standard,2520,39,At/Near Standard,2543,40,At/Near Standard,2548,80,At/Near Standard,2345,151,1,2551,25,2,965Q,At/Near Standard,2536,34,At/Near Standard,2573,44,At/Near Standard,2559,59
462514935,F,7,1,2347,32,1,665L,Below Standard,2414,48,Below Standard,2328,64,Below Standard,2184,138,Below Standard,2380,64,1,2371,37,1,500Q,Below Standard,2384,42,Below Standard,2257,177,Below Standard,2394,84
263778248,M,7,1,2540,26,2,1060L,Above Standard,2623,46,At/Near Standard,2537,41,Below Standard,2373,110,At/Near Standard,2369,137,1,2515,26,2,875Q,At/Near Standard,2523,34,At/Near Standard,2551,50,Below Standard,2434,73
326287357,F,7,1,2639,26,3,1265L,At/Near Standard,2607,52,At/Near Standard,2611,49,Above Standard,2749,101,Above Standard,2660,43,1,2664,21,4,1260Q,Above Standard,2657,30,Above Standard,2707,44,Above Standard,2631,41
385697883,F,7,1,2579,22,3,1140L,At/Near Standard,2584,45,Above Standard,2612,33,At/Near Standard,2549,80,At/Near Standard,2458,84,1,2501,28,2,835Q,At/Near Standard,2534,34,At/Near Standard,2444,86,Below Standard,2408,79
628445128,F,7,1,2563,25,3,1110L,At/Near Standard,2572,44,At/Near Standard,2513,41,At/Near Standard,2603,81,At/Near Standard,2626,61,1,2526,23,2,900Q,At/Near Standard,2548,32,At/Near Standard,2537,43,Below Standard,2382,112
324665882,M,7,1,2523,23,2,1025L,Below Standard,2469,39,Above Standard,2615,41,At/Near Standard,2524,75,Below Standard,2405,71,1,2472,27,1,760Q,Below Standard,2478,32,At/Near Standard,2530,55,Below Standard,2293,117
437579749,F,7,1,2438,29,1,850L,At/Near Standard,2510,43,Below Standard,2392,55,Below Standard,2371,76,At/Near Standard,2424,86,1,2364,40,1,480Q,Below Standard,2335,55,Below Standard,2334,139,At/Near Standard,2449,79
101779732,F,7,1,2390,31,1,750L,Below Standard,2348,78,Below Standard,2384,63,Below Standard,2452,63,Below Standard,2365,72,1,2440,31,1,680Q,Below Standard,2446,36,At/Near Standard,2498,63,Below Standard,2271,185
101779743,F,7,1,2345,34,1,660L,Below Standard,2358,65,Below Standard,2323,69,Below Standard,2398,61,Below Standard,2273,96,1,2387,36,1,540Q,Below Standard,2411,43,Below Standard,2269,148,Below Standard,2429,89
558585365,F,7,1,2529,26,2,1040L,At/Near Standard,2498,43,At/Near Standard,2591,48,At/Near Standard,2494,76,At/Near Standard,2494,78,1,2523,27,2,895Q,At/Near Standard,2543,35,At/Near Standard,2485,73,At/Near Standard,2488,76
248856162,M,7,1,2337,36,1,645L,Below Standard,2179,200,Below Standard,2375,48,Below Standard,2381,81,Below Standard,2277,125,1,2392,32,1,555Q,Below Standard,2398,39,Below Standard,2365,81,Below Standard,2399,93
278597446,M,7,1,2602,23,3,1190L,At/Near Standard,2615,44,Above Standard,2658,50,At/Near Standard,2466,94,At/Near Standard,2579,43,1,2566,20,2,1005Q,At/Near Standard,2572,30,At/Near Standard,2583,37,At/Near Standard,2527,50
