EDUID,Gender,Enrolled Grade,ELA/Literacy OppNumber,ELA/Literacy Scale Score,Standard Error for ELA/Literacy Scale Score,ELA/Literacy Achievement Level,Reading Claim Achievement Category,Reading Claim Scale Score,Reading Claim Standard Error,Writing Claim Achievement Category,Writing Claim Scale Score,Writing Claim Standard Error,Listening Claim Achievement Category,Listening Claim Scale Score,Listening Claim Standard Error,Research/Inquiry Claim Achievement Category,Research/Inquiry Claim Scale Score,Research/Inquiry Claim Standard Error,Mathematics OppNumber,Mathematics Scale Score,Standard Error for Mathematics Scale Score,Mathematics Achievement Level,Concepts and Procedures Claim Achievement Category,Concepts and Procedures Claim Scale Score,Concepts and Procedures Claim Standard Error,Problem Solving and Modeling & Data Analysis Claim Achievement Category,Problem Solving and Modeling & Data Analysis Claim Scale Score,Problem Solving and Modeling & Data Analysis Claim Standard Error,Communicating Reasoning Claim Achievement Category,Communicating Reasoning Claim Scale Score,Communicating Reasoning Claim Standard Error
532176445,M,3,1,2301,26,1,Below Standard,2316,42,Below Standard,2297,40,At/Near Standard,2356,75,Below Standard,2229,84,1,2377,20,1,Below Standard,2362,26,At/Near Standard,2427,41,At/Near Standard,2367,46
682843816,F,3,1,2259,32,1,Below Standard,2272,55,Below Standard,2212,63,Below Standard,2201,118,Below Standard,2332,61,1,2361,21,1,Below Standard,2362,26,At/Near Standard,2363,52,Below Standard,2356,46
418229617,F,3,1,2309,27,1,Below Standard,2344,43,Below Standard,2316,45,Below Standard,2279,81,Below Standard,2224,91,1,2347,24,1,Below Standard,2342,31,Below Standard,2267,81,At/Near Standard,2417,42
236433234,M,3,1,2375,24,2,Below Standard,2354,50,At/Near Standard,2403,42,Below Standard,2200,140,At/Near Standard,2437,50,1,2483,17,3,Above Standard,2476,26,Above Standard,2491,33,Above Standard,2487,34
284743366,F,3,1,2450,23,3,At/Near Standard,2470,41,At/Near Standard,2457,41,At/Near Standard,2420,63,At/Near Standard,2424,55,1,2467,17,3,Above Standard,2485,25,At/Near Standard,2438,36,At/Near Standard,2463,31
312266672,M,3,1,2337,27,1,Below Standard,2342,42,Below Standard,2358,48,At/Near Standard,2335,76,Below Standard,2293,65,1,2399,17,2,Below Standard,2384,23,At/Near Standard,2393,33,At/Near Standard,2445,36
321288131,M,3,1,2281,31,1,Below Standard,2286,52,Below Standard,2299,51,At/Near Standard,2371,67,Below Standard,2094,157,1,2347,20,1,Below Standard,2365,26,Below Standard,2348,45,Below Standard,2258,77
324828685,F,3,1,2350,23,1,Below Standard,2281,49,At/Near Standard,2409,38,At/Near Standard,2350,65,At/Near Standard,2372,51,1,2370,20,1,Below Standard,2339,29,At/Near Standard,2392,37,At/Near Standard,2412,38
332658259,M,3,1,2304,28,1,Below Standard,2376,36,Below Standard,2221,74,Below Standard,2322,66,Below Standard,2165,108,1,2438,17,3,Above Standard,2480,25,At/Near Standard,2414,37,Below Standard,2327,69
335336566,F,3,1,2368,22,2,At/Near Standard,2392,31,At/Near Standard,2404,36,Below Standard,2319,70,Below Standard,2181,145,1,2436,18,3,At/Near Standard,2443,26,At/Near Standard,2419,34,At/Near Standard,2445,44
377599537,M,3,1,2438,21,3,At/Near Standard,2446,36,At/Near Standard,2395,42,At/Near Standard,2399,61,At/Near Standard,2496,44,1,2383,21,2,Below Standard,2376,28,At/Near Standard,2465,45,Below Standard,2312,59
382623123,F,3,1,2409,23,2,At/Near Standard,2407,39,At/Near Standard,2428,41,At/Near Standard,2410,62,At/Near Standard,2388,50,1,2387,20,2,At/Near Standard,2409,26,Below Standard,2377,38,Below Standard,2278,91
386812662,M,3,1,2331,24,1,Below Standard,2359,45,Below Standard,2310,38,Below Standard,2216,112,At/Near Standard,2383,54,1,2378,19,1,Below Standard,2383,27,At/Near Standard,2408,30,Below Standard,2292,59
481187873,F,3,1,2377,22,2,At/Near Standard,2427,37,Below Standard,2298,46,At/Near Standard,2410,59,At/Near Standard,2379,61,1,2398,19,2,At/Near Standard,2434,24,Below Standard,2366,39,Below Standard,2218,108
497876156,M,3,1,2435,21,3,At/Near Standard,2461,36,At/Near Standard,2379,44,At/Near Standard,2408,55,At/Near Standard,2472,44,1,2374,19,1,Below Standard,2365,24,At/Near Standard,2381,41,At/Near Standard,2399,47
525745754,M,3,1,2358,23,1,Below Standard,2371,35,At/Near Standard,2374,45,Below Standard,2305,71,Below Standard,2339,57,1,2334,22,1,Below Standard,2344,26,Below Standard,2273,88,Below Standard,2330,55
537484588,M,3,1,2461,25,3,At/Near Standard,2474,41,At/Near Standard,2496,55,At/Near Standard,2418,65,At/Near Standard,2435,53,1,2493,16,3,Above Standard,2478,24,Above Standard,2515,36,Above Standard,2500,29
554564473,F,3,1,2371,24,2,At/Near Standard,2371,42,At/Near Standard,2384,44,At/Near Standard,2425,53,Below Standard,2251,100,1,2391,18,2,At/Near Standard,2421,29,Below Standard,2333,36,At/Near Standard,2426,41
555799862,F,3,1,2360,24,1,Below Standard,2366,41,Below Standard,2343,42,At/Near Standard,2404,56,Below Standard,2339,58,1,2359,22,1,Below Standard,2364,28,At/Near Standard,2246,130,At/Near Standard,2392,42
567862886,F,3,1,2587,25,4,Above Standard,2579,51,Above Standard,2567,43,Above Standard,2678,92,Above Standard,2582,43,1,2448,18,3,At/Near Standard,2433,27,At/Near Standard,2459,31,At/Near Standard,2464,40
594618847,F,3,1,2486,22,3,At/Near Standard,2476,37,At/Near Standard,2430,48,Above Standard,2579,63,Above Standard,2509,46,1,2462,17,3,At/Near Standard,2470,24,At/Near Standard,2412,33,Above Standard,2522,48
598914989,M,3,1,2340,23,1,Below Standard,2350,37,Below Standard,2327,39,At/Near Standard,2396,63,Below Standard,2304,56,1,2431,16,2,At/Near Standard,2447,25,At/Near Standard,2423,25,At/Near Standard,2411,43
599898344,F,3,1,2458,20,3,At/Near Standard,2457,32,At/Near Standard,2445,36,At/Near Standard,2517,67,At/Near Standard,2443,53,1,2381,19,2,Below Standard,2388,25,Below Standard,2372,41,At/Near Standard,2369,46
665853223,M,3,1,2283,27,1,Below Standard,2252,61,Below Standard,2289,41,At/Near Standard,2418,74,Below Standard,2219,84,1,2387,18,2,Below Standard,2393,24,At/Near Standard,2401,35,Below Standard,2350,47
676182857,F,3,1,2354,24,1,At/Near Standard,2385,41,Below Standard,2305,49,At/Near Standard,2353,70,At/Near Standard,2375,52,1,2353,19,1,Below Standard,2378,27,Below Standard,2274,59,At/Near Standard,2378,42
676758234,F,3,1,2405,22,2,At/Near Standard,2414,37,At/Near Standard,2445,34,Below Standard,2290,87,At/Near Standard,2361,59,1,2391,17,2,Below Standard,2375,25,At/Near Standard,2396,32,At/Near Standard,2422,37
726264468,F,3,1,2456,21,3,At/Near Standard,2455,42,Above Standard,2532,43,At/Near Standard,2393,59,At/Near Standard,2367,62,1,2441,18,3,At/Near Standard,2441,27,At/Near Standard,2452,31,At/Near Standard,2425,40
728473528,F,3,1,2421,23,2,At/Near Standard,2457,41,At/Near Standard,2381,41,At/Near Standard,2460,59,At/Near Standard,2397,57,1,2430,18,2,At/Near Standard,2408,28,At/Near Standard,2463,34,At/Near Standard,2426,35
733757239,F,3,1,2430,23,2,At/Near Standard,2424,34,At/Near Standard,2407,50,At/Near Standard,2482,65,At/Near Standard,2431,48,1,2386,18,2,Below Standard,2392,25,At/Near Standard,2407,38,Below Standard,2353,41
739845774,F,3,1,2582,26,4,Above Standard,2565,53,Above Standard,2600,47,Above Standard,2643,84,Above Standard,2544,52,1,2507,16,4,Above Standard,2517,26,At/Near Standard,2462,30,Above Standard,2538,28
753478356,M,3,1,2384,24,2,Below Standard,2364,43,At/Near Standard,2372,52,At/Near Standard,2423,54,At/Near Standard,2393,52,1,2435,17,2,At/Near Standard,2461,25,At/Near Standard,2418,33,At/Near Standard,2391,44
755475886,M,3,1,2275,32,1,Below Standard,2331,48,Below Standard,2163,90,Below Standard,2195,142,Below Standard,2315,56,1,2250,32,1,Below Standard,2242,39,Below Standard,2294,82,Below Standard,2250,78
771563126,F,3,1,2378,23,2,Below Standard,2379,35,At/Near Standard,2371,43,At/Near Standard,2402,60,At/Near Standard,2365,57,1,2301,24,1,Below Standard,2297,29,Below Standard,2240,111,Below Standard,2355,46
777576338,M,3,1,2355,26,1,At/Near Standard,2425,36,Below Standard,2325,54,At/Near Standard,2347,67,Below Standard,2163,141,1,2265,26,1,Below Standard,2277,30,Below Standard,2165,135,Below Standard,2278,59
783977462,M,3,1,2358,24,1,At/Near Standard,2378,39,Below Standard,2332,43,Below Standard,2297,77,At/Near Standard,2419,67,1,2378,19,1,Below Standard,2369,26,At/Near Standard,2381,38,At/Near Standard,2397,43
334325717,M,3,1,2396,23,2,Below Standard,2297,57,At/Near Standard,2402,40,At/Near Standard,2419,54,At/Near Standard,2486,47,1,2433,17,2,At/Near Standard,2437,24,At/Near Standard,2430,36,At/Near Standard,2428,36
366628876,F,3,1,2370,23,2,Below Standard,2334,48,At/Near Standard,2430,34,Below Standard,2215,109,At/Near Standard,2366,61,1,2337,22,1,Below Standard,2318,28,Below Standard,2221,122,At/Near Standard,2423,39
723432384,M,3,1,2336,22,1,Below Standard,2316,37,Below Standard,2349,37,Below Standard,2323,70,At/Near Standard,2364,56,1,2375,19,1,Below Standard,2375,25,At/Near Standard,2361,51,At/Near Standard,2383,39
729172555,F,3,1,2302,26,1,Below Standard,2327,38,Below Standard,2282,45,Below Standard,2163,133,Below Standard,2336,60,1,2317,22,1,Below Standard,2328,26,Below Standard,2283,72,Below Standard,2268,83
787295459,M,3,1,2433,22,3,At/Near Standard,2411,35,At/Near Standard,2457,43,At/Near Standard,2394,55,At/Near Standard,2479,53,1,2468,17,3,Above Standard,2476,26,At/Near Standard,2473,32,At/Near Standard,2446,36
881325813,M,3,1,2364,23,1,Below Standard,2352,39,At/Near Standard,2374,42,At/Near Standard,2423,57,Below Standard,2324,57,1,2376,18,1,Below Standard,2362,25,At/Near Standard,2427,31,Below Standard,2240,87
439128173,M,3,1,2362,25,1,Below Standard,2307,57,At/Near Standard,2378,38,Below Standard,2305,77,At/Near Standard,2445,64,1,2441,17,3,At/Near Standard,2421,24,At/Near Standard,2478,30,At/Near Standard,2432,39
321447658,M,3,1,2452,23,3,Above Standard,2507,41,At/Near Standard,2465,42,At/Near Standard,2361,63,At/Near Standard,2391,61,1,2489,18,3,Above Standard,2491,26,Above Standard,2494,35,At/Near Standard,2479,37
333557635,F,3,1,2259,33,1,Below Standard,2283,46,Below Standard,2190,96,Below Standard,2262,94,Below Standard,2269,69,1,2382,19,2,Below Standard,2384,24,Below Standard,2352,41,At/Near Standard,2410,40
335735794,M,3,1,2430,23,2,At/Near Standard,2432,43,At/Near Standard,2463,42,Below Standard,2261,93,At/Near Standard,2471,44,1,2472,17,3,At/Near Standard,2426,25,At/Near Standard,2473,38,Above Standard,2539,33
339473982,F,3,1,2435,21,3,At/Near Standard,2474,33,At/Near Standard,2390,43,At/Near Standard,2437,55,At/Near Standard,2394,60,1,2439,16,3,At/Near Standard,2455,24,At/Near Standard,2455,29,At/Near Standard,2368,51
342696318,F,3,1,2551,24,4,Above Standard,2517,42,Above Standard,2581,48,Above Standard,2565,59,Above Standard,2548,45,1,2519,16,4,Above Standard,2494,26,Above Standard,2566,38,Above Standard,2516,29
344876236,M,3,1,2329,25,1,Below Standard,2300,46,Below Standard,2333,47,At/Near Standard,2378,65,Below Standard,2344,56,1,2417,19,2,At/Near Standard,2444,29,At/Near Standard,2402,35,At/Near Standard,2362,55
366721787,M,3,1,2284,30,1,Below Standard,2193,90,At/Near Standard,2368,43,Below Standard,2217,110,Below Standard,2210,90,1,2410,19,2,At/Near Standard,2420,25,At/Near Standard,2419,42,At/Near Standard,2374,45
366957348,M,3,1,2534,25,4,At/Near Standard,2476,41,Above Standard,2722,98,At/Near Standard,2457,60,Above Standard,2542,51,1,2550,18,4,Above Standard,2535,24,Above Standard,2730,136,Above Standard,2522,32
394337576,F,3,1,2279,28,1,Below Standard,2171,103,Below Standard,2303,42,At/Near Standard,2387,64,Below Standard,2223,82,1,2283,27,1,Below Standard,2273,31,At/Near Standard,2264,119,Below Standard,2346,51
565745283,F,3,1,2417,22,2,At/Near Standard,2441,35,Below Standard,2361,45,At/Near Standard,2453,55,At/Near Standard,2407,51,1,2422,17,2,At/Near Standard,2425,24,At/Near Standard,2433,29,At/Near Standard,2389,43
714478927,M,3,1,2464,21,3,At/Near Standard,2458,38,At/Near Standard,2399,43,Above Standard,2634,103,At/Near Standard,2498,48,1,2530,17,4,Above Standard,2519,25,Above Standard,2547,30,Above Standard,2528,40
722796941,F,3,1,2368,23,2,At/Near Standard,2419,36,Below Standard,2314,47,At/Near Standard,2437,58,Below Standard,2170,148,1,2412,18,2,At/Near Standard,2440,27,Below Standard,2304,59,At/Near Standard,2449,37
722917845,M,3,1,2420,23,2,At/Near Standard,2415,35,At/Near Standard,2394,46,At/Near Standard,2505,58,At/Near Standard,2403,57,1,2461,17,3,Above Standard,2503,27,At/Near Standard,2442,33,At/Near Standard,2403,46
749445387,F,3,1,2554,22,4,Above Standard,2522,41,Above Standard,2507,36,Above Standard,2811,189,Above Standard,2575,42,1,2492,16,3,At/Near Standard,2446,24,Above Standard,2555,43,Above Standard,2528,34
756166725,F,3,1,2385,21,2,At/Near Standard,2404,33,Below Standard,2349,39,At/Near Standard,2448,56,At/Near Standard,2339,69,1,2453,19,3,At/Near Standard,2424,25,Above Standard,2501,37,At/Near Standard,2467,35
794878383,F,3,1,2462,21,3,At/Near Standard,2424,39,Above Standard,2545,45,At/Near Standard,2498,76,At/Near Standard,2406,50,1,2493,17,3,Above Standard,2493,25,At/Near Standard,2477,30,Above Standard,2513,33
864173298,F,3,1,2462,20,3,Above Standard,2507,38,At/Near Standard,2479,35,At/Near Standard,2439,56,At/Near Standard,2305,106,1,2469,16,3,At/Near Standard,2468,24,At/Near Standard,2457,29,Above Standard,2482,29
363343345,F,3,1,2515,20,4,Above Standard,2502,36,Above Standard,2572,41,At/Near Standard,2486,55,At/Near Standard,2484,44,1,2503,17,4,Above Standard,2491,25,Above Standard,2526,34,Above Standard,2500,32
378366646,F,3,1,2333,24,1,Below Standard,2336,43,Below Standard,2315,38,At/Near Standard,2391,58,Below Standard,2316,62,1,2402,19,2,At/Near Standard,2426,24,At/Near Standard,2376,44,Below Standard,2340,58
555433451,M,3,1,2479,22,3,At/Near Standard,2466,42,Above Standard,2495,35,Above Standard,2526,56,At/Near Standard,2427,56,1,2468,16,3,Above Standard,2496,25,Above Standard,2501,32,At/Near Standard,2336,66
218146683,M,3,1,2421,22,2,Below Standard,2367,42,Above Standard,2487,36,At/Near Standard,2432,59,At/Near Standard,2339,73,1,2501,16,4,At/Near Standard,2464,26,Above Standard,2508,31,Above Standard,2549,33
232378257,F,3,1,2411,22,2,At/Near Standard,2402,32,At/Near Standard,2399,40,Above Standard,2588,94,At/Near Standard,2336,76,1,2490,16,3,Above Standard,2518,25,At/Near Standard,2430,38,Above Standard,2494,31
234466322,F,3,1,2385,23,2,At/Near Standard,2373,41,At/Near Standard,2451,42,Below Standard,2322,66,At/Near Standard,2346,57,1,2355,21,1,Below Standard,2382,26,Below Standard,2221,136,Below Standard,2328,54
257524633,F,3,1,2467,22,3,Above Standard,2501,39,At/Near Standard,2432,36,At/Near Standard,2540,76,At/Near Standard,2424,62,1,2458,16,3,At/Near Standard,2438,25,At/Near Standard,2466,31,Above Standard,2477,28
266667747,F,3,1,2395,22,2,At/Near Standard,2405,35,At/Near Standard,2379,38,Below Standard,2262,93,At/Near Standard,2501,61,1,2351,21,1,Below Standard,2335,28,Below Standard,2350,47,At/Near Standard,2392,41
273924873,M,3,1,2339,25,1,Below Standard,2332,41,Below Standard,2361,44,At/Near Standard,2396,56,Below Standard,2187,120,1,2454,18,3,Above Standard,2491,24,At/Near Standard,2392,44,At/Near Standard,2405,52
278376382,M,3,1,2443,21,3,At/Near Standard,2419,34,At/Near Standard,2460,39,At/Near Standard,2383,62,At/Near Standard,2492,42,1,2465,17,3,At/Near Standard,2455,25,At/Near Standard,2440,36,Above Standard,2505,33
284735462,M,3,1,2528,21,4,Above Standard,2549,43,Above Standard,2553,43,At/Near Standard,2446,59,Above Standard,2526,40,1,2527,16,4,Above Standard,2529,26,Above Standard,2540,35,Above Standard,2518,27
295432356,M,3,1,2331,26,1,Below Standard,2327,50,Below Standard,2297,49,Below Standard,2299,76,At/Near Standard,2400,53,1,2465,16,3,At/Near Standard,2464,25,Above Standard,2476,24,At/Near Standard,2438,39
313831527,M,3,1,2502,22,4,At/Near Standard,2454,43,Above Standard,2558,42,Above Standard,2535,58,At/Near Standard,2460,47,1,2482,16,3,Above Standard,2503,25,Above Standard,2485,32,At/Near Standard,2443,34
321869347,M,3,1,2446,26,3,At/Near Standard,2470,45,Above Standard,2498,40,At/Near Standard,2355,72,At/Near Standard,2282,119,1,2496,17,3,Above Standard,2501,24,At/Near Standard,2476,37,Above Standard,2504,34
323238473,M,3,1,2576,26,4,Above Standard,2665,71,Above Standard,2568,40,Above Standard,2751,133,At/Near Standard,2478,59,1,2541,18,4,Above Standard,2549,28,Above Standard,2513,35,Above Standard,2558,39
324227286,F,3,1,2468,23,3,At/Near Standard,2416,42,At/Near Standard,2457,43,At/Near Standard,2532,68,Above Standard,2530,59,1,2411,20,2,At/Near Standard,2406,27,At/Near Standard,2390,39,At/Near Standard,2443,40
333551345,F,3,1,2517,22,4,At/Near Standard,2459,39,Above Standard,2523,35,Above Standard,2572,60,Above Standard,2586,70,1,2430,18,2,At/Near Standard,2417,25,At/Near Standard,2445,33,At/Near Standard,2439,36
336347163,F,3,1,2533,24,4,Above Standard,2502,39,Above Standard,2576,48,Above Standard,2597,71,At/Near Standard,2497,46,1,2504,15,4,Above Standard,2498,24,Above Standard,2504,30,Above Standard,2511,27
347365432,M,3,1,2412,22,2,At/Near Standard,2401,35,At/Near Standard,2429,43,At/Near Standard,2426,57,At/Near Standard,2393,61,1,2453,19,3,At/Near Standard,2467,29,At/Near Standard,2431,42,At/Near Standard,2447,33
348282223,M,3,1,2427,23,2,At/Near Standard,2419,43,At/Near Standard,2469,41,At/Near Standard,2391,55,At/Near Standard,2394,63,1,2529,17,4,Above Standard,2566,29,Above Standard,2512,36,Above Standard,2501,28
355852729,M,3,1,2274,30,1,Below Standard,2272,54,Below Standard,2259,53,Below Standard,2098,183,At/Near Standard,2355,58,1,2307,24,1,Below Standard,2310,30,Below Standard,2195,92,At/Near Standard,2367,46
363456236,M,3,1,2565,23,4,Above Standard,2526,39,Above Standard,2628,51,Above Standard,2559,59,Above Standard,2555,43,1,2544,18,4,Above Standard,2524,25,Above Standard,2586,54,Above Standard,2554,32
364713237,F,3,1,2462,22,3,Above Standard,2501,43,At/Near Standard,2405,40,At/Near Standard,2540,74,At/Near Standard,2445,47,1,2487,17,3,Above Standard,2494,25,Above Standard,2497,32,At/Near Standard,2464,34
364818337,M,3,1,2406,23,2,At/Near Standard,2422,40,Below Standard,2297,60,At/Near Standard,2479,64,At/Near Standard,2432,41,1,2450,17,3,At/Near Standard,2459,24,At/Near Standard,2437,30,At/Near Standard,2448,37
366979277,F,3,1,2523,23,4,At/Near Standard,2489,42,Above Standard,2544,41,At/Near Standard,2457,58,Above Standard,2576,46,1,2514,17,4,Above Standard,2491,24,Above Standard,2523,30,Above Standard,2566,47
369165394,F,3,1,2517,22,4,Above Standard,2500,41,Above Standard,2545,41,Above Standard,2548,61,At/Near Standard,2479,52,1,2474,17,3,Above Standard,2500,24,At/Near Standard,2462,38,At/Near Standard,2439,33
437478213,M,3,1,2497,21,4,Above Standard,2508,40,Above Standard,2502,38,At/Near Standard,2368,67,Above Standard,2536,41,1,2598,21,4,Above Standard,2610,34,Above Standard,2561,35,Above Standard,2622,45
467643348,M,3,1,2335,25,1,Below Standard,2362,43,Below Standard,2378,35,Below Standard,2246,99,Below Standard,2188,96,1,2360,21,1,Below Standard,2355,27,Below Standard,2343,53,At/Near Standard,2384,44
523839654,M,3,1,2627,27,4,Above Standard,2631,57,Above Standard,2614,49,Above Standard,2775,149,Above Standard,2613,44,1,2587,21,4,Above Standard,2588,30,Above Standard,2567,40,Above Standard,2604,44
525326246,F,3,1,2404,23,2,At/Near Standard,2439,43,At/Near Standard,2392,40,At/Near Standard,2358,58,At/Near Standard,2416,52,1,2338,22,1,Below Standard,2321,27,Below Standard,2376,36,Below Standard,2341,56
528356638,M,3,1,2435,22,3,At/Near Standard,2466,42,Below Standard,2321,62,At/Near Standard,2404,56,Above Standard,2537,50,1,2436,18,3,At/Near Standard,2412,25,At/Near Standard,2412,41,Above Standard,2522,38
533975955,F,3,1,2410,25,2,At/Near Standard,2384,48,At/Near Standard,2449,40,At/Near Standard,2414,72,At/Near Standard,2362,69,1,2459,17,3,Above Standard,2497,24,At/Near Standard,2423,35,At/Near Standard,2399,55
551855385,F,3,1,2508,21,4,Above Standard,2544,43,At/Near Standard,2457,43,At/Near Standard,2522,68,Above Standard,2514,42,1,2502,18,4,Above Standard,2511,24,Above Standard,2497,40,At/Near Standard,2485,36
562562948,M,3,1,2443,22,3,At/Near Standard,2413,31,At/Near Standard,2466,43,At/Near Standard,2460,58,At/Near Standard,2480,56,1,2484,17,3,Above Standard,2494,25,At/Near Standard,2435,38,Above Standard,2505,28
563536785,M,3,1,2384,22,2,Below Standard,2363,35,Below Standard,2363,41,At/Near Standard,2423,54,At/Near Standard,2432,52,1,2460,16,3,Above Standard,2498,26,At/Near Standard,2438,29,At/Near Standard,2405,42
568587867,M,3,1,2442,20,3,At/Near Standard,2444,35,At/Near Standard,2394,37,Above Standard,2567,89,At/Near Standard,2470,49,1,2467,17,3,At/Near Standard,2447,24,At/Near Standard,2468,35,Above Standard,2504,34
577434581,F,3,1,2456,23,3,Above Standard,2545,49,At/Near Standard,2403,39,Above Standard,2536,57,At/Near Standard,2279,125,1,2383,19,2,Below Standard,2366,26,Below Standard,2382,34,At/Near Standard,2429,39
581382572,F,3,1,2384,24,2,At/Near Standard,2370,45,At/Near Standard,2397,42,At/Near Standard,2394,56,At/Near Standard,2372,62,1,2422,17,2,At/Near Standard,2443,23,At/Near Standard,2312,84,At/Near Standard,2450,33
582456275,M,3,1,2485,23,3,At/Near Standard,2438,36,At/Near Standard,2468,40,Above Standard,2545,71,Above Standard,2550,53,1,2538,18,4,Above Standard,2561,28,Above Standard,2578,43,At/Near Standard,2479,36
584797468,M,3,1,2367,24,2,Below Standard,2299,54,At/Near Standard,2390,40,At/Near Standard,2406,59,At/Near Standard,2393,60,1,2439,18,3,At/Near Standard,2453,25,At/Near Standard,2433,34,At/Near Standard,2407,47
587953976,M,3,1,2411,22,2,At/Near Standard,2450,36,At/Near Standard,2388,39,At/Near Standard,2416,70,At/Near Standard,2368,57,1,2455,18,3,At/Near Standard,2452,25,At/Near Standard,2455,38,At/Near Standard,2459,33
596457676,F,3,1,2383,21,2,At/Near Standard,2429,31,Below Standard,2349,41,Below Standard,2307,74,At/Near Standard,2359,64,1,2332,23,1,Below Standard,2328,28,Below Standard,2352,49,Below Standard,2321,63
667358618,M,3,1,2548,20,4,Above Standard,2616,50,Above Standard,2511,36,Above Standard,2574,64,Above Standard,2533,35,1,2460,17,3,At/Near Standard,2423,26,At/Near Standard,2471,32,Above Standard,2498,28
713356536,M,3,1,2367,23,2,Below Standard,2356,37,At/Near Standard,2445,47,Below Standard,2320,73,Below Standard,2301,66,1,2321,22,1,Below Standard,2333,27,Below Standard,2221,114,Below Standard,2344,46
714838542,F,3,1,2420,24,2,At/Near Standard,2412,44,At/Near Standard,2404,44,At/Near Standard,2440,53,At/Near Standard,2434,54,1,2447,17,3,At/Near Standard,2449,25,At/Near Standard,2417,35,At/Near Standard,2477,34
718534443,M,3,1,2505,24,4,Above Standard,2507,50,At/Near Standard,2459,35,Above Standard,2623,69,Above Standard,2516,56,1,2525,18,4,Above Standard,2514,25,Above Standard,2643,66,At/Near Standard,2476,36
729757732,M,3,1,2272,30,1,Below Standard,2322,51,Below Standard,2292,43,Below Standard,2092,182,Below Standard,2213,87,1,2250,30,1,Below Standard,2214,43,Below Standard,2220,123,At/Near Standard,2378,48
736256154,F,3,1,2318,25,1,Below Standard,2347,33,Below Standard,2313,45,Below Standard,2144,182,Below Standard,2293,62,1,2309,23,1,Below Standard,2303,29,Below Standard,2360,43,Below Standard,2220,96
746544327,F,3,1,2418,21,2,At/Near Standard,2380,40,At/Near Standard,2405,36,Above Standard,2622,97,At/Near Standard,2383,62,1,2426,19,2,At/Near Standard,2450,26,At/Near Standard,2416,36,At/Near Standard,2366,55
