EDUID,Gender,Enrolled Grade,ELA/Literacy OppNumber,ELA/Literacy Scale Score,Standard Error for ELA/Literacy Scale Score,ELA/Literacy Achievement Level,Reading Claim Achievement Category,Reading Claim Scale Score,Reading Claim Standard Error,Writing Claim Achievement Category,Writing Claim Scale Score,Writing Claim Standard Error,Listening Claim Achievement Category,Listening Claim Scale Score,Listening Claim Standard Error,Research/Inquiry Claim Achievement Category,Research/Inquiry Claim Scale Score,Research/Inquiry Claim Standard Error,Mathematics OppNumber,Mathematics Scale Score,Standard Error for Mathematics Scale Score,Mathematics Achievement Level,Concepts and Procedures Claim Achievement Category,Concepts and Procedures Claim Scale Score,Concepts and Procedures Claim Standard Error,Problem Solving and Modeling & Data Analysis Claim Achievement Category,Problem Solving and Modeling & Data Analysis Claim Scale Score,Problem Solving and Modeling & Data Analysis Claim Standard Error,Communicating Reasoning Claim Achievement Category,Communicating Reasoning Claim Scale Score,Communicating Reasoning Claim Standard Error
555132932,F,5,1,2430,26,1,Below Standard,2352,65,Below Standard,2427,41,At/Near Standard,2412,68,At/Near Standard,2531,52,1,2477,19,2,Below Standard,2466,29,At/Near Standard,2492,33,At/Near Standard,2478,43
485681756,F,5,1,2519,24,3,At/Near Standard,2493,41,At/Near Standard,2552,43,At/Near Standard,2556,80,At/Near Standard,2497,54,1,2456,23,2,Below Standard,2455,30,At/Near Standard,2469,40,At/Near Standard,2430,69
248651537,M,5,1,2357,25,1,Below Standard,2326,52,Below Standard,2295,49,At/Near Standard,2432,74,At/Near Standard,2482,51,1,2392,28,1,Below Standard,2389,35,Below Standard,2417,57,Below Standard,2364,79
663881415,F,5,1,2393,27,1,Below Standard,2161,176,Below Standard,2418,38,Below Standard,2269,125,At/Near Standard,2487,50,1,2423,25,1,Below Standard,2409,33,Below Standard,2451,44,Below Standard,2426,58
476528697,F,5,1,2492,23,2,At/Near Standard,2492,41,At/Near Standard,2512,41,At/Near Standard,2420,79,At/Near Standard,2492,45,1,2449,22,1,Below Standard,2422,34,Below Standard,2460,40,At/Near Standard,2480,40
286965861,M,5,1,2486,24,2,Below Standard,2423,48,At/Near Standard,2505,41,At/Near Standard,2516,70,At/Near Standard,2508,45,1,2489,19,2,Below Standard,2476,29,At/Near Standard,2546,31,Below Standard,2357,80
625725682,M,5,1,2438,26,1,Below Standard,2422,49,Below Standard,2385,43,At/Near Standard,2593,92,At/Near Standard,2496,49,1,2481,20,2,At/Near Standard,2498,27,At/Near Standard,2473,36,Below Standard,2437,54
244949775,M,5,1,2434,25,1,At/Near Standard,2470,45,Below Standard,2393,43,Below Standard,2280,135,At/Near Standard,2482,46,1,2524,19,2,At/Near Standard,2536,29,At/Near Standard,2509,35,At/Near Standard,2517,40
472558337,F,5,1,2518,25,3,Above Standard,2623,53,At/Near Standard,2536,46,At/Near Standard,2451,75,Below Standard,2374,77,1,2476,21,2,At/Near Standard,2499,27,At/Near Standard,2469,40,Below Standard,2423,53
228854854,M,5,1,2422,23,1,Below Standard,2425,43,Below Standard,2340,41,At/Near Standard,2497,69,At/Near Standard,2532,54,1,2431,23,1,Below Standard,2390,37,Below Standard,2443,40,At/Near Standard,2487,41
932897743,M,5,1,2608,25,4,Above Standard,2580,45,At/Near Standard,2554,38,Above Standard,2699,89,Above Standard,2717,66,1,2588,17,4,Above Standard,2579,25,Above Standard,2610,37,Above Standard,2588,29
596715248,F,5,1,2419,24,1,Below Standard,2301,76,At/Near Standard,2464,37,At/Near Standard,2507,83,Below Standard,2381,59,1,2404,27,1,Below Standard,2397,36,Below Standard,2393,65,Below Standard,2434,56
282115599,M,5,1,2629,27,4,Above Standard,2589,53,Above Standard,2719,65,At/Near Standard,2547,66,Above Standard,2633,53,1,2590,18,4,Above Standard,2602,25,At/Near Standard,2573,35,At/Near Standard,2582,37
499483757,F,5,1,2462,24,2,Below Standard,2432,44,At/Near Standard,2500,44,At/Near Standard,2450,68,At/Near Standard,2456,56,1,2495,19,2,Below Standard,2485,28,At/Near Standard,2533,34,At/Near Standard,2465,44
418751397,F,5,1,2416,24,1,Below Standard,2343,55,Below Standard,2430,37,At/Near Standard,2406,69,At/Near Standard,2499,57,1,2463,22,2,Below Standard,2480,31,Below Standard,2430,49,Below Standard,2463,41
263635686,M,5,1,2501,24,2,At/Near Standard,2496,47,Above Standard,2562,40,At/Near Standard,2376,86,At/Near Standard,2456,53,1,2570,18,3,Above Standard,2567,24,At/Near Standard,2575,33,At/Near Standard,2571,43
466229843,F,5,1,2572,23,3,At/Near Standard,2562,41,Above Standard,2610,44,At/Near Standard,2476,82,Above Standard,2575,46,1,2589,20,4,Above Standard,2599,27,Above Standard,2593,39,At/Near Standard,2553,48
685565957,F,5,1,2428,25,1,Below Standard,2409,49,Below Standard,2387,44,At/Near Standard,2597,87,At/Near Standard,2441,57,1,2428,24,1,Below Standard,2416,37,Below Standard,2410,44,At/Near Standard,2478,50
258479168,M,5,1,2402,24,1,Below Standard,2381,43,Below Standard,2402,41,At/Near Standard,2439,65,At/Near Standard,2417,61,1,2488,19,2,At/Near Standard,2507,26,Below Standard,2462,39,At/Near Standard,2475,46
462351563,F,5,1,2610,25,4,Above Standard,2601,49,Above Standard,2666,50,Above Standard,2619,65,At/Near Standard,2546,55,1,2600,18,4,Above Standard,2575,27,Above Standard,2642,38,Above Standard,2605,38
428674826,F,5,1,2489,25,2,At/Near Standard,2441,44,At/Near Standard,2556,47,At/Near Standard,2479,77,At/Near Standard,2461,57,1,2518,19,2,At/Near Standard,2548,26,At/Near Standard,2478,37,At/Near Standard,2496,41
281229587,M,5,1,2450,24,2,Below Standard,2362,52,At/Near Standard,2537,43,At/Near Standard,2448,68,At/Near Standard,2410,67,1,2507,19,2,At/Near Standard,2513,25,At/Near Standard,2497,36,At/Near Standard,2501,46
452383412,F,5,1,2447,24,2,Below Standard,2445,37,Below Standard,2403,46,At/Near Standard,2526,72,At/Near Standard,2479,63,1,2520,19,2,At/Near Standard,2543,26,At/Near Standard,2446,58,At/Near Standard,2519,37
337734774,F,5,1,2471,25,2,Below Standard,2420,48,At/Near Standard,2520,42,At/Near Standard,2417,67,At/Near Standard,2512,55,1,2464,22,2,At/Near Standard,2489,29,Below Standard,2462,44,Below Standard,2385,69
233562187,F,5,1,2501,26,2,At/Near Standard,2470,45,At/Near Standard,2526,45,At/Near Standard,2498,75,At/Near Standard,2507,53,1,2503,19,2,At/Near Standard,2530,24,Below Standard,2451,41,At/Near Standard,2484,54
737945762,F,5,1,2484,26,2,At/Near Standard,2532,46,At/Near Standard,2490,44,At/Near Standard,2543,81,Below Standard,2276,111,1,2501,20,2,At/Near Standard,2501,29,At/Near Standard,2500,33,At/Near Standard,2506,46
428357226,F,5,1,2570,25,3,Above Standard,2594,45,At/Near Standard,2557,42,At/Near Standard,2520,79,Above Standard,2577,49,1,2537,19,3,At/Near Standard,2550,25,At/Near Standard,2517,47,At/Near Standard,2521,40
272726745,M,5,1,2504,24,3,At/Near Standard,2519,40,At/Near Standard,2503,42,At/Near Standard,2549,79,At/Near Standard,2457,55,1,2571,20,3,Above Standard,2682,41,At/Near Standard,2486,39,At/Near Standard,2456,66
556673559,F,5,1,2472,26,2,Below Standard,2383,54,At/Near Standard,2525,42,At/Near Standard,2477,74,At/Near Standard,2508,67,1,2456,21,2,Below Standard,2461,32,At/Near Standard,2492,35,Below Standard,2369,64
579236832,F,5,1,2427,23,1,At/Near Standard,2464,37,Below Standard,2405,39,At/Near Standard,2462,79,Below Standard,2353,71,1,2464,21,2,Below Standard,2433,32,At/Near Standard,2510,36,At/Near Standard,2463,45
214923487,M,5,1,2653,25,4,Above Standard,2664,48,Above Standard,2682,53,Above Standard,2607,58,Above Standard,2645,45,1,2628,17,4,Above Standard,2632,25,Above Standard,2640,30,Above Standard,2601,36
613525798,M,5,1,2503,23,3,Above Standard,2620,44,Below Standard,2426,40,At/Near Standard,2443,92,At/Near Standard,2454,53,1,2480,20,2,Below Standard,2460,31,At/Near Standard,2524,35,Below Standard,2453,49
243674559,M,5,1,2519,24,3,At/Near Standard,2494,46,At/Near Standard,2539,42,At/Near Standard,2471,74,At/Near Standard,2540,46,1,2514,19,2,At/Near Standard,2494,26,At/Near Standard,2507,38,At/Near Standard,2579,47
446232241,F,5,1,2612,24,4,Above Standard,2582,46,Above Standard,2628,45,Above Standard,2665,62,Above Standard,2592,48,1,2563,19,3,Above Standard,2599,30,At/Near Standard,2559,38,At/Near Standard,2477,45
266476451,M,5,1,2682,30,4,Above Standard,2628,53,Above Standard,2631,53,Above Standard,2776,93,Above Standard,2759,67,1,2609,17,4,Above Standard,2612,25,Above Standard,2619,34,Above Standard,2594,34
243616388,M,5,1,2546,26,3,At/Near Standard,2544,47,Above Standard,2610,52,At/Near Standard,2455,88,At/Near Standard,2516,48,1,2563,19,3,At/Near Standard,2549,26,At/Near Standard,2549,33,Above Standard,2636,51
289444575,M,5,1,2493,24,2,At/Near Standard,2535,42,At/Near Standard,2482,41,At/Near Standard,2549,77,Below Standard,2398,62,1,2344,35,1,Below Standard,2330,45,Below Standard,2382,61,Below Standard,2337,91
277182786,F,5,1,2597,25,4,Above Standard,2564,41,Above Standard,2649,52,At/Near Standard,2406,85,Above Standard,2686,63,1,2531,18,3,At/Near Standard,2544,25,At/Near Standard,2537,39,At/Near Standard,2500,38
256418389,M,5,1,2408,26,1,Below Standard,2138,215,Below Standard,2425,39,Below Standard,2315,114,At/Near Standard,2561,47,1,2549,18,3,At/Near Standard,2555,26,At/Near Standard,2568,32,At/Near Standard,2510,40
247657828,M,5,1,2511,25,3,At/Near Standard,2530,44,At/Near Standard,2504,40,At/Near Standard,2609,101,At/Near Standard,2459,58,1,2490,20,2,Below Standard,2468,32,At/Near Standard,2538,35,At/Near Standard,2457,51
754466263,M,5,1,2523,23,3,At/Near Standard,2537,40,Below Standard,2435,43,Above Standard,2774,122,At/Near Standard,2542,48,1,2588,17,4,Above Standard,2623,28,At/Near Standard,2511,44,Above Standard,2599,36
294475115,M,5,1,2451,24,2,At/Near Standard,2481,39,Below Standard,2344,53,At/Near Standard,2608,90,At/Near Standard,2475,55,1,2506,19,2,At/Near Standard,2499,26,At/Near Standard,2512,38,At/Near Standard,2518,45
665756616,F,5,1,2505,24,3,At/Near Standard,2446,43,At/Near Standard,2497,41,Above Standard,2832,168,At/Near Standard,2530,51,1,2496,19,2,Below Standard,2467,29,At/Near Standard,2533,37,At/Near Standard,2508,36
262292381,M,5,1,2556,24,3,Above Standard,2602,46,At/Near Standard,2556,41,At/Near Standard,2467,76,At/Near Standard,2537,47,1,2548,17,3,At/Near Standard,2538,24,At/Near Standard,2567,35,At/Near Standard,2548,37
484545574,F,5,1,2557,25,3,Above Standard,2647,49,At/Near Standard,2433,48,At/Near Standard,2581,69,Above Standard,2591,50,1,2585,18,4,Above Standard,2637,35,At/Near Standard,2501,37,Above Standard,2595,37
237838476,M,5,1,2466,26,2,At/Near Standard,2468,47,At/Near Standard,2483,40,At/Near Standard,2386,100,At/Near Standard,2460,58,1,2496,19,2,At/Near Standard,2494,26,At/Near Standard,2478,35,At/Near Standard,2527,44
227377915,M,5,1,2462,23,2,At/Near Standard,2451,40,At/Near Standard,2474,39,At/Near Standard,2441,76,At/Near Standard,2471,54,1,2450,22,1,Below Standard,2464,31,Below Standard,2462,37,Below Standard,2389,62
275994282,M,5,1,2472,24,2,At/Near Standard,2457,43,At/Near Standard,2469,40,Below Standard,2352,92,At/Near Standard,2541,46,1,2470,21,2,Below Standard,2457,28,At/Near Standard,2517,38,Below Standard,2416,64
746373522,F,5,1,2399,28,1,Below Standard,2325,66,Below Standard,2409,42,Below Standard,2353,92,At/Near Standard,2473,48,1,2370,31,1,Below Standard,2373,41,Below Standard,2380,59,Below Standard,2346,75
452363769,F,5,1,2741,35,4,Above Standard,2664,53,Above Standard,2916,124,Above Standard,2679,67,Above Standard,2798,94,1,2655,20,4,Above Standard,2760,60,Above Standard,2589,41,Above Standard,2624,36
273729454,F,5,1,2317,33,1,Below Standard,2360,47,Below Standard,2231,76,Below Standard,2341,88,Below Standard,2370,76,1,2354,31,1,Below Standard,2367,38,Below Standard,2298,103,Below Standard,2381,65
223721626,M,5,1,2456,24,2,At/Near Standard,2487,45,Below Standard,2424,39,At/Near Standard,2482,76,At/Near Standard,2461,55,1,2451,20,1,Below Standard,2448,30,Below Standard,2455,38,Below Standard,2452,42
272328836,M,5,1,2545,25,3,At/Near Standard,2533,41,Above Standard,2683,74,At/Near Standard,2371,87,At/Near Standard,2519,53,1,2519,18,2,At/Near Standard,2503,28,At/Near Standard,2567,31,At/Near Standard,2480,40
231775267,F,5,1,2515,23,3,At/Near Standard,2521,38,At/Near Standard,2555,45,At/Near Standard,2592,90,At/Near Standard,2410,62,1,2500,20,2,Below Standard,2450,34,At/Near Standard,2565,33,At/Near Standard,2499,44
284847622,M,5,1,2454,23,2,Below Standard,2412,39,At/Near Standard,2561,48,Below Standard,2396,70,Below Standard,2394,69,1,2443,22,1,Below Standard,2457,30,Below Standard,2463,41,Below Standard,2380,62
251664716,M,5,1,2540,23,3,At/Near Standard,2556,42,At/Near Standard,2528,40,At/Near Standard,2564,69,At/Near Standard,2526,47,1,2601,18,4,Above Standard,2603,24,Above Standard,2601,35,Above Standard,2595,41
437394826,M,5,1,2504,25,3,At/Near Standard,2449,44,At/Near Standard,2542,46,At/Near Standard,2579,85,At/Near Standard,2495,49,1,2488,20,2,At/Near Standard,2536,27,Below Standard,2427,49,Below Standard,2431,56
287236878,M,5,1,2513,24,3,At/Near Standard,2496,45,At/Near Standard,2522,43,At/Near Standard,2492,77,At/Near Standard,2529,47,1,2499,19,2,Below Standard,2469,30,At/Near Standard,2496,35,At/Near Standard,2566,46
413478124,F,5,1,2653,26,4,Above Standard,2666,48,Above Standard,2599,46,Above Standard,2633,68,Above Standard,2719,60,1,2614,19,4,Above Standard,2587,24,Above Standard,2627,35,Above Standard,2687,55
446684757,F,5,1,2384,25,1,Below Standard,2125,215,Below Standard,2410,37,At/Near Standard,2451,65,Below Standard,2413,57,1,2385,28,1,Below Standard,2411,34,Below Standard,2344,83,Below Standard,2309,96
422265525,F,5,1,2644,26,4,Above Standard,2677,52,Above Standard,2598,42,Above Standard,2628,59,Above Standard,2696,63,1,2585,18,4,Above Standard,2604,29,At/Near Standard,2573,34,At/Near Standard,2570,36
436146474,F,5,1,2520,24,3,At/Near Standard,2549,45,Below Standard,2393,49,At/Near Standard,2554,66,Above Standard,2621,50,1,2528,18,3,At/Near Standard,2538,26,At/Near Standard,2528,37,At/Near Standard,2511,37
525534672,M,5,1,2335,29,1,Below Standard,2300,82,Below Standard,2338,39,Below Standard,2357,79,Below Standard,2346,84,1,2343,34,1,Below Standard,2354,41,Below Standard,2323,120,Below Standard,2346,71
638692378,F,5,1,2585,26,4,At/Near Standard,2562,45,Above Standard,2660,57,At/Near Standard,2558,69,At/Near Standard,2546,53,1,2545,17,3,At/Near Standard,2559,24,At/Near Standard,2522,34,At/Near Standard,2540,41
459591655,F,5,1,2595,25,4,Above Standard,2590,50,Above Standard,2646,47,At/Near Standard,2576,67,At/Near Standard,2546,49,1,2574,18,3,At/Near Standard,2549,25,Above Standard,2644,33,At/Near Standard,2496,66
138253628,M,5,1,2513,24,3,At/Near Standard,2485,39,At/Near Standard,2551,47,At/Near Standard,2450,92,At/Near Standard,2531,47,1,2434,24,1,Below Standard,2427,33,Below Standard,2422,47,At/Near Standard,2469,49
176566152,M,5,1,2579,23,3,Above Standard,2575,44,Above Standard,2567,36,At/Near Standard,2543,70,Above Standard,2630,54,1,2645,17,4,Above Standard,2624,24,Above Standard,2643,29,Above Standard,2761,74
139252658,M,5,1,2472,24,2,At/Near Standard,2484,43,At/Near Standard,2471,39,At/Near Standard,2504,77,At/Near Standard,2445,53,1,2617,17,4,Above Standard,2612,23,Above Standard,2651,37,Above Standard,2588,39
237946913,M,5,1,2415,25,1,Below Standard,2348,54,At/Near Standard,2447,40,Below Standard,2360,79,At/Near Standard,2470,53,1,2380,29,1,Below Standard,2383,38,Below Standard,2353,83,Below Standard,2389,54
487253727,F,5,1,2507,25,3,At/Near Standard,2492,40,At/Near Standard,2524,44,At/Near Standard,2400,99,At/Near Standard,2548,53,1,2533,17,3,At/Near Standard,2529,25,At/Near Standard,2563,34,At/Near Standard,2505,37
455889894,F,5,1,2469,24,2,At/Near Standard,2446,43,At/Near Standard,2457,38,At/Near Standard,2476,77,At/Near Standard,2518,49,1,2506,18,2,Below Standard,2485,26,At/Near Standard,2540,35,At/Near Standard,2514,39
262342755,F,5,1,2409,25,1,At/Near Standard,2442,44,Below Standard,2378,41,At/Near Standard,2471,68,Below Standard,2367,71,1,2466,23,2,At/Near Standard,2508,28,Below Standard,2417,51,Below Standard,2367,94
228326561,M,5,1,2372,25,1,Below Standard,2315,65,Below Standard,2386,39,At/Near Standard,2482,74,Below Standard,2341,65,1,2420,24,1,Below Standard,2449,32,Below Standard,2355,74,Below Standard,2393,57
653665433,M,5,1,2553,24,3,At/Near Standard,2530,40,Above Standard,2581,43,At/Near Standard,2595,74,At/Near Standard,2524,55,1,2581,19,4,At/Near Standard,2564,29,Above Standard,2604,35,At/Near Standard,2582,37
478444275,F,5,1,2585,24,4,Above Standard,2568,40,Above Standard,2638,52,At/Near Standard,2455,84,Above Standard,2619,53,1,2540,19,3,At/Near Standard,2549,25,At/Near Standard,2542,40,At/Near Standard,2514,44
757156224,F,5,1,2564,26,3,Above Standard,2607,52,At/Near Standard,2563,44,At/Near Standard,2479,89,At/Near Standard,2547,54,1,2485,22,2,Below Standard,2462,35,At/Near Standard,2524,37,At/Near Standard,2479,45
825497857,M,5,1,2558,23,3,Above Standard,2585,44,At/Near Standard,2524,40,At/Near Standard,2554,66,Above Standard,2573,45,1,2571,18,3,Above Standard,2583,26,Above Standard,2625,32,At/Near Standard,2355,120
167715671,M,5,1,2555,23,3,Above Standard,2617,44,At/Near Standard,2482,41,At/Near Standard,2604,91,At/Near Standard,2568,53,1,2479,21,2,Below Standard,2463,32,Below Standard,2424,58,At/Near Standard,2537,36
444375458,F,5,1,2601,27,4,Above Standard,2577,49,Above Standard,2691,62,At/Near Standard,2514,75,At/Near Standard,2571,50,1,2576,19,3,Above Standard,2588,28,Above Standard,2596,35,At/Near Standard,2523,44
496243164,F,5,1,2538,24,3,At/Near Standard,2496,41,At/Near Standard,2508,44,At/Near Standard,2456,91,Above Standard,2644,51,1,2481,20,2,At/Near Standard,2491,27,At/Near Standard,2472,38,At/Near Standard,2464,50
486739322,F,5,1,2499,25,2,Above Standard,2626,57,At/Near Standard,2515,44,At/Near Standard,2386,92,Below Standard,2305,107,1,2449,23,1,Below Standard,2448,34,Below Standard,2419,50,At/Near Standard,2484,46
289836656,M,5,1,2432,23,1,Below Standard,2314,62,At/Near Standard,2500,41,At/Near Standard,2390,76,At/Near Standard,2487,52,1,2418,25,1,Below Standard,2438,34,Below Standard,2366,64,Below Standard,2422,53
245836787,F,5,1,2467,22,2,Below Standard,2399,40,Above Standard,2589,46,At/Near Standard,2443,68,Below Standard,2407,57,1,2464,21,2,Below Standard,2473,29,At/Near Standard,2495,36,Below Standard,2336,92
277298512,F,5,1,2482,23,2,At/Near Standard,2564,48,At/Near Standard,2498,39,At/Near Standard,2422,70,Below Standard,2354,77,1,2394,28,1,Below Standard,2422,33,Below Standard,2383,65,Below Standard,2190,198
454556517,F,5,1,2556,26,3,At/Near Standard,2549,49,Above Standard,2600,50,At/Near Standard,2436,79,At/Near Standard,2560,45,1,2552,20,3,At/Near Standard,2551,27,At/Near Standard,2569,39,At/Near Standard,2535,41
345892823,F,5,1,2383,25,1,Below Standard,2297,67,Below Standard,2403,38,Below Standard,2353,81,At/Near Standard,2491,54,1,2435,23,1,Below Standard,2455,31,Below Standard,2444,45,Below Standard,2360,67
134543866,M,5,1,2612,25,4,Above Standard,2622,44,At/Near Standard,2560,43,Above Standard,2815,103,At/Near Standard,2571,51,1,2579,19,4,Above Standard,2610,27,At/Near Standard,2504,43,Above Standard,2605,50
491533323,F,5,1,2525,24,3,Above Standard,2603,45,At/Near Standard,2486,40,At/Near Standard,2403,99,At/Near Standard,2508,54,1,2542,17,3,Above Standard,2569,25,At/Near Standard,2523,33,At/Near Standard,2502,42
467358418,F,5,1,2503,23,3,At/Near Standard,2461,38,Above Standard,2614,53,At/Near Standard,2529,70,At/Near Standard,2412,65,1,2456,21,2,At/Near Standard,2507,28,Below Standard,2363,72,Below Standard,2375,77
443267753,F,5,1,2551,23,3,At/Near Standard,2552,40,Above Standard,2567,42,At/Near Standard,2487,79,At/Near Standard,2548,47,1,2555,18,3,Above Standard,2574,29,At/Near Standard,2532,37,At/Near Standard,2546,36
471827767,F,5,1,2664,27,4,Above Standard,2613,48,Above Standard,2730,62,Above Standard,2640,60,Above Standard,2685,61,1,2644,19,4,Above Standard,2653,25,Above Standard,2641,33,At/Near Standard,2605,58
157186248,M,5,1,2585,25,4,Above Standard,2604,51,Above Standard,2607,45,At/Near Standard,2598,68,At/Near Standard,2535,49,1,2584,17,4,Above Standard,2588,24,Above Standard,2596,34,At/Near Standard,2569,32
215152853,M,5,1,2601,25,4,Above Standard,2661,56,At/Near Standard,2555,40,Above Standard,2670,79,Above Standard,2590,43,1,2634,18,4,Above Standard,2651,26,Above Standard,2611,33,Above Standard,2621,42
558343266,F,5,1,2523,25,3,Above Standard,2601,49,At/Near Standard,2497,39,At/Near Standard,2542,77,At/Near Standard,2458,61,1,2529,18,3,At/Near Standard,2533,26,At/Near Standard,2532,34,At/Near Standard,2516,38
462514935,F,5,1,2364,26,1,Below Standard,2378,57,Below Standard,2372,36,Below Standard,2388,72,Below Standard,2281,95,1,2284,46,1,Below Standard,2313,48,Below Standard,2309,120,Below Standard,2243,139
263778248,M,5,1,2479,25,2,At/Near Standard,2485,47,At/Near Standard,2494,40,At/Near Standard,2469,75,At/Near Standard,2448,58,1,2448,23,1,Below Standard,2460,31,Below Standard,2375,63,At/Near Standard,2485,45
437579749,F,5,1,2366,27,1,Below Standard,2311,69,Below Standard,2320,48,Below Standard,2399,68,At/Near Standard,2475,54,1,2459,20,2,Below Standard,2474,28,Below Standard,2464,36,Below Standard,2409,55
101779732,F,5,1,2342,29,1,Below Standard,2276,94,Below Standard,2341,41,Below Standard,2396,70,Below Standard,2353,72,1,2388,28,1,Below Standard,2385,36,Below Standard,2359,77,Below Standard,2424,63
101779743,F,5,1,2341,28,1,Below Standard,2347,52,Below Standard,2362,37,Below Standard,2334,91,Below Standard,2224,143,1,2393,26,1,Below Standard,2406,33,Below Standard,2368,59,Below Standard,2384,63
558585365,F,5,1,2415,24,1,Below Standard,2441,40,Below Standard,2445,37,Below Standard,2333,99,Below Standard,2149,215,1,2417,26,1,Below Standard,2423,36,Below Standard,2402,57,Below Standard,2418,53
447376424,F,5,1,2339,30,1,Below Standard,2067,215,Below Standard,2399,37,Below Standard,2254,108,Below Standard,2281,110,1,2419,24,1,Below Standard,2466,30,Below Standard,2384,55,Below Standard,2320,72
226947196,F,5,1,2464,24,2,Below Standard,2391,46,At/Near Standard,2497,39,At/Near Standard,2410,91,At/Near Standard,2541,56,1,2473,19,2,At/Near Standard,2496,26,Below Standard,2455,35,Below Standard,2429,56
103405622,F,5,1,2572,25,3,At/Near Standard,2531,42,Above Standard,2648,54,At/Near Standard,2483,74,Above Standard,2579,49,1,2446,22,1,Below Standard,2440,32,At/Near Standard,2486,32,Below Standard,2333,89
965253764,F,5,1,2352,27,1,Below Standard,2187,142,Below Standard,2346,41,At/Near Standard,2482,75,Below Standard,2409,57,1,2418,24,1,Below Standard,2458,31,Below Standard,2374,60,Below Standard,2345,74
103270789,M,5,1,2441,23,1,At/Near Standard,2445,40,Below Standard,2404,38,At/Near Standard,2552,77,At/Near Standard,2454,56,1,2445,21,1,Below Standard,2441,30,Below Standard,2442,42,Below Standard,2454,44
427865325,F,5,1,2656,28,4,Above Standard,2656,48,Above Standard,2674,56,Above Standard,2672,72,Above Standard,2629,53,1,2656,20,4,Above Standard,2655,30,Above Standard,2665,35,Above Standard,2641,47
586837372,M,5,1,2451,24,2,At/Near Standard,2472,40,Below Standard,2433,39,At/Near Standard,2421,79,At/Near Standard,2466,54,1,2417,27,1,Below Standard,2403,38,Below Standard,2456,43,Below Standard,2389,65
394575679,F,5,,,,,,,,,,,,,,,,,1,2385,27,1,Below Standard,2420,34,Below Standard,2282,132,Below Standard,2349,69
126112465,F,5,,,,,,,,,,,,,,,,,1,2364,32,1,Below Standard,2359,42,At/Near Standard,2244,198,Below Standard,2396,52
