EDUID,Gender,Enrolled Grade,ELA/Literacy OppNumber,ELA/Literacy Scale Score,Standard Error for ELA/Literacy Scale Score,ELA/Literacy Achievement Level,Reading Claim Achievement Category,Reading Claim Scale Score,Reading Claim Standard Error,Writing Claim Achievement Category,Writing Claim Scale Score,Writing Claim Standard Error,Listening Claim Achievement Category,Listening Claim Scale Score,Listening Claim Standard Error,Research/Inquiry Claim Achievement Category,Research/Inquiry Claim Scale Score,Research/Inquiry Claim Standard Error,Mathematics OppNumber,Mathematics Scale Score,Standard Error for Mathematics Scale Score,Mathematics Achievement Level,Concepts and Procedures Claim Achievement Category,Concepts and Procedures Claim Scale Score,Concepts and Procedures Claim Standard Error,Problem Solving and Modeling & Data Analysis Claim Achievement Category,Problem Solving and Modeling & Data Analysis Claim Scale Score,Problem Solving and Modeling & Data Analysis Claim Standard Error,Communicating Reasoning Claim Achievement Category,Communicating Reasoning Claim Scale Score,Communicating Reasoning Claim Standard Error
356855521,F,3,1,2233,37,1,Below Standard,2144,115,Below Standard,2249,53,Below Standard,2222,104,Below Standard,2276,71,1,2398,19,2,At/Near Standard,2409,23,At/Near Standard,2412,40,Below Standard,2318,72
342679521,M,3,1,2484,22,3,Above Standard,2506,49,At/Near Standard,2441,33,Above Standard,2559,67,Above Standard,2519,50,1,2490,17,3,Above Standard,2518,29,Above Standard,2498,29,At/Near Standard,2436,37
846564775,F,3,1,2516,24,4,Above Standard,2506,47,Above Standard,2517,40,At/Near Standard,2502,59,Above Standard,2534,49,1,2455,17,3,At/Near Standard,2457,25,At/Near Standard,2477,32,At/Near Standard,2425,36
347883344,F,3,1,2418,22,2,At/Near Standard,2446,42,At/Near Standard,2408,36,At/Near Standard,2390,57,At/Near Standard,2416,59,1,2510,16,4,Above Standard,2515,27,Above Standard,2531,28,At/Near Standard,2463,36
412181682,M,3,1,2394,23,2,Below Standard,2323,49,At/Near Standard,2418,37,At/Near Standard,2391,55,At/Near Standard,2474,61,1,2446,17,3,At/Near Standard,2453,24,At/Near Standard,2460,29,At/Near Standard,2403,43
333653196,F,3,1,2372,25,2,Below Standard,2272,72,Below Standard,2359,45,At/Near Standard,2463,62,At/Near Standard,2393,52,1,2379,21,1,Below Standard,2333,28,At/Near Standard,2431,37,At/Near Standard,2418,40
384975184,M,3,1,2441,24,3,At/Near Standard,2445,44,Below Standard,2303,56,Above Standard,2556,74,Above Standard,2532,57,1,2499,17,3,Above Standard,2508,26,At/Near Standard,2445,33,Above Standard,2553,39
252965385,M,3,1,2478,24,3,Above Standard,2539,47,At/Near Standard,2453,44,At/Near Standard,2511,66,At/Near Standard,2402,64,1,2506,18,4,Above Standard,2529,27,At/Near Standard,2437,33,Above Standard,2533,34
375774288,F,3,1,2368,24,2,Below Standard,2325,49,At/Near Standard,2410,40,At/Near Standard,2375,51,At/Near Standard,2341,66,1,2428,18,2,At/Near Standard,2455,25,At/Near Standard,2384,41,At/Near Standard,2408,41
351683579,F,3,1,2495,22,4,Above Standard,2512,49,At/Near Standard,2448,36,Above Standard,2528,61,Above Standard,2525,38,1,2442,16,3,At/Near Standard,2424,24,At/Near Standard,2450,31,At/Near Standard,2466,32
332326562,M,3,1,2507,22,4,At/Near Standard,2455,44,Above Standard,2538,38,Above Standard,2540,64,At/Near Standard,2499,47,1,2507,16,4,Above Standard,2509,25,At/Near Standard,2466,33,Above Standard,2543,32
388355515,M,3,1,2431,25,2,At/Near Standard,2424,47,At/Near Standard,2421,41,At/Near Standard,2425,78,At/Near Standard,2451,48,1,2450,18,3,At/Near Standard,2444,25,At/Near Standard,2460,38,At/Near Standard,2454,39
226568623,F,3,1,2382,23,2,At/Near Standard,2373,42,Below Standard,2366,43,At/Near Standard,2475,61,Below Standard,2328,67,1,2429,15,2,At/Near Standard,2422,22,At/Near Standard,2442,28,At/Near Standard,2427,35
345548258,F,3,1,2567,28,4,Above Standard,2646,72,Above Standard,2589,47,At/Near Standard,2483,62,Above Standard,2531,62,1,2511,17,4,Above Standard,2542,29,At/Near Standard,2454,29,Above Standard,2546,39
368759787,M,3,1,2520,24,4,Above Standard,2565,56,Above Standard,2504,38,At/Near Standard,2558,88,At/Near Standard,2495,50,1,2495,16,3,Above Standard,2487,24,Above Standard,2530,35,At/Near Standard,2478,32
332872846,M,3,1,2525,22,4,Above Standard,2511,44,Above Standard,2606,54,At/Near Standard,2474,57,Above Standard,2503,41,1,2683,38,4,Above Standard,2688,52,Above Standard,2731,111,Above Standard,2626,55
316182275,M,3,1,2488,23,3,Above Standard,2540,50,At/Near Standard,2435,43,Above Standard,2550,58,At/Near Standard,2456,52,1,2504,17,4,Above Standard,2494,24,Above Standard,2531,35,Above Standard,2498,33
342278992,M,3,1,2352,24,1,Below Standard,2310,45,At/Near Standard,2410,41,At/Near Standard,2387,58,Below Standard,2274,77,1,2342,21,1,Below Standard,2355,26,Below Standard,2303,57,Below Standard,2336,56
387476537,F,3,1,2389,23,2,Below Standard,2271,61,At/Near Standard,2447,37,At/Near Standard,2425,54,At/Near Standard,2377,68,1,2385,19,2,Below Standard,2367,29,Below Standard,2372,35,At/Near Standard,2434,35
833317635,F,3,1,2408,23,2,At/Near Standard,2383,40,Below Standard,2322,46,At/Near Standard,2414,50,Above Standard,2557,42,1,2521,17,4,Above Standard,2534,26,Above Standard,2514,29,Above Standard,2507,37
383433852,M,3,1,2549,24,4,Above Standard,2554,47,Above Standard,2529,40,Above Standard,2607,84,Above Standard,2548,46,1,2547,19,4,Above Standard,2546,26,Above Standard,2583,52,Above Standard,2527,34
334838719,F,3,1,2357,25,1,Below Standard,2346,40,Below Standard,2325,49,At/Near Standard,2341,70,At/Near Standard,2456,59,1,2341,20,1,Below Standard,2318,26,At/Near Standard,2401,31,Below Standard,2235,95
125376324,M,3,1,2432,24,3,At/Near Standard,2432,41,At/Near Standard,2385,47,At/Near Standard,2494,59,At/Near Standard,2442,55,1,2445,18,3,At/Near Standard,2467,27,At/Near Standard,2451,29,At/Near Standard,2384,47
335469376,M,3,1,2540,22,4,Above Standard,2556,58,Above Standard,2498,33,Above Standard,2593,85,Above Standard,2574,41,1,2592,19,4,Above Standard,2619,30,Above Standard,2575,40,Above Standard,2557,34
316655649,M,3,1,2431,23,2,At/Near Standard,2429,45,At/Near Standard,2397,37,Above Standard,2623,92,At/Near Standard,2369,70,1,2484,18,3,At/Near Standard,2452,25,Above Standard,2579,63,Above Standard,2487,34
476326612,F,3,1,2400,24,2,Below Standard,2309,51,At/Near Standard,2458,40,At/Near Standard,2473,65,At/Near Standard,2365,60,1,2428,16,2,At/Near Standard,2435,23,At/Near Standard,2402,27,At/Near Standard,2462,40
447842683,F,3,1,2475,24,3,At/Near Standard,2481,45,At/Near Standard,2490,41,At/Near Standard,2509,58,At/Near Standard,2393,79,1,2462,16,3,Above Standard,2484,25,At/Near Standard,2409,30,Above Standard,2496,37
268872624,M,3,1,2485,23,3,Above Standard,2543,50,At/Near Standard,2412,38,Above Standard,2588,65,At/Near Standard,2496,56,1,2479,16,3,Above Standard,2479,24,At/Near Standard,2470,34,Above Standard,2485,31
733352648,F,3,1,2441,23,3,At/Near Standard,2428,40,Above Standard,2505,41,At/Near Standard,2343,62,At/Near Standard,2438,57,1,2470,18,3,Above Standard,2477,25,At/Near Standard,2451,39,At/Near Standard,2470,36
457354446,M,3,1,2552,24,4,Above Standard,2598,58,At/Near Standard,2486,42,Above Standard,2592,82,Above Standard,2567,36,1,2478,18,3,At/Near Standard,2472,25,At/Near Standard,2434,39,Above Standard,2532,38
348382169,M,3,1,2472,23,3,At/Near Standard,2458,42,At/Near Standard,2462,34,At/Near Standard,2459,68,Above Standard,2541,61,1,2526,17,4,Above Standard,2528,25,Above Standard,2563,41,Above Standard,2489,33
338634917,M,3,1,2462,22,3,At/Near Standard,2432,39,At/Near Standard,2406,39,Above Standard,2664,99,At/Near Standard,2497,46,1,2543,18,4,Above Standard,2547,26,Above Standard,2552,36,Above Standard,2524,36
319928362,F,3,1,2443,23,3,At/Near Standard,2456,43,At/Near Standard,2398,37,At/Near Standard,2477,65,At/Near Standard,2503,53,1,2389,18,2,Below Standard,2375,25,At/Near Standard,2405,32,At/Near Standard,2404,41
643158841,F,3,1,2371,24,2,Below Standard,2358,41,At/Near Standard,2378,39,At/Near Standard,2414,62,At/Near Standard,2346,62,1,2375,19,1,Below Standard,2386,25,Below Standard,2364,41,Below Standard,2347,55
968628877,F,3,1,2421,21,2,At/Near Standard,2479,42,At/Near Standard,2379,41,At/Near Standard,2474,56,Below Standard,2258,112,1,2391,18,2,Below Standard,2366,23,At/Near Standard,2402,35,At/Near Standard,2446,35
376452147,M,3,1,2415,22,2,At/Near Standard,2445,36,Below Standard,2322,58,At/Near Standard,2467,66,At/Near Standard,2439,53,1,2377,19,1,At/Near Standard,2402,26,Below Standard,2373,33,At/Near Standard,2165,198
347352648,M,3,1,2484,24,3,At/Near Standard,2460,42,At/Near Standard,2464,41,At/Near Standard,2488,66,Above Standard,2549,61,1,2552,17,4,Above Standard,2541,25,Above Standard,2568,35,Above Standard,2556,35
328546182,F,3,1,2525,24,4,Above Standard,2562,50,Above Standard,2500,38,Above Standard,2588,67,At/Near Standard,2482,57,1,2545,19,4,Above Standard,2537,27,Above Standard,2579,44,Above Standard,2522,41
334683535,M,3,1,2448,22,3,Above Standard,2501,44,At/Near Standard,2459,36,At/Near Standard,2446,58,At/Near Standard,2237,138,1,2453,17,3,At/Near Standard,2455,25,At/Near Standard,2418,30,Above Standard,2508,40
496888622,M,3,1,2318,29,1,Below Standard,2310,53,Below Standard,2358,45,Below Standard,2211,113,Below Standard,2323,66,1,2370,18,1,Below Standard,2377,26,Below Standard,2345,36,At/Near Standard,2391,43
375741745,M,3,1,2476,22,3,At/Near Standard,2438,42,Above Standard,2522,34,At/Near Standard,2442,54,At/Near Standard,2450,57,1,2513,18,4,Above Standard,2526,26,Above Standard,2490,31,Above Standard,2518,43
379886268,M,3,1,2521,24,4,Above Standard,2558,53,Above Standard,2496,38,Above Standard,2640,89,At/Near Standard,2474,54,1,2558,18,4,Above Standard,2614,33,Above Standard,2511,27,Above Standard,2545,38
361675374,F,3,1,2396,23,2,At/Near Standard,2429,36,Below Standard,2359,43,At/Near Standard,2413,72,At/Near Standard,2373,59,1,2378,19,1,Below Standard,2384,25,At/Near Standard,2422,38,Below Standard,2233,123
352474479,F,3,1,2502,24,4,Above Standard,2529,48,Above Standard,2498,40,At/Near Standard,2506,58,At/Near Standard,2471,52,1,2484,16,3,At/Near Standard,2471,25,At/Near Standard,2476,32,Above Standard,2508,29
327337546,F,3,1,2464,24,3,Above Standard,2524,53,At/Near Standard,2447,38,At/Near Standard,2431,71,At/Near Standard,2450,50,1,2417,16,2,Below Standard,2387,24,At/Near Standard,2432,26,At/Near Standard,2453,34
327677134,M,3,1,2381,25,2,Below Standard,2348,48,At/Near Standard,2393,42,At/Near Standard,2408,55,At/Near Standard,2379,62,1,2415,17,2,At/Near Standard,2419,23,At/Near Standard,2410,37,At/Near Standard,2410,39
467782368,M,3,1,2327,26,1,Below Standard,2280,57,Below Standard,2336,44,At/Near Standard,2376,56,Below Standard,2328,56,1,2397,17,2,At/Near Standard,2407,24,Below Standard,2379,32,At/Near Standard,2395,40
536589228,M,3,1,2357,24,1,At/Near Standard,2378,42,Below Standard,2324,42,At/Near Standard,2412,54,Below Standard,2328,63,1,2417,17,2,At/Near Standard,2407,23,At/Near Standard,2404,28,At/Near Standard,2475,40
551697828,F,3,1,2439,21,3,At/Near Standard,2457,39,At/Near Standard,2409,33,At/Near Standard,2527,77,At/Near Standard,2431,55,1,2481,17,3,Above Standard,2504,26,At/Near Standard,2470,32,At/Near Standard,2449,38
388964476,F,3,1,2405,22,2,At/Near Standard,2416,35,Below Standard,2359,43,Above Standard,2573,83,Below Standard,2239,104,1,2442,16,3,At/Near Standard,2431,24,At/Near Standard,2429,29,At/Near Standard,2482,32
317672226,F,3,1,2434,21,3,At/Near Standard,2421,33,At/Near Standard,2424,36,At/Near Standard,2399,68,Above Standard,2522,55,1,2507,17,4,Above Standard,2499,25,Above Standard,2519,32,Above Standard,2507,33
414257426,M,3,1,2446,22,3,At/Near Standard,2401,37,At/Near Standard,2472,40,At/Near Standard,2437,52,At/Near Standard,2497,47,1,2490,16,3,Above Standard,2495,26,At/Near Standard,2477,28,Above Standard,2499,31
368571717,F,3,1,2473,22,3,Above Standard,2571,54,At/Near Standard,2424,34,At/Near Standard,2450,60,At/Near Standard,2490,48,1,2401,18,2,Below Standard,2400,23,Below Standard,2366,40,At/Near Standard,2449,38
863944848,M,3,1,2451,20,3,Above Standard,2548,51,At/Near Standard,2392,37,At/Near Standard,2441,53,At/Near Standard,2443,50,1,2385,18,2,Below Standard,2379,25,Below Standard,2375,31,At/Near Standard,2419,40
364536242,M,3,1,2403,24,2,At/Near Standard,2369,48,At/Near Standard,2420,38,At/Near Standard,2433,57,At/Near Standard,2389,54,1,2475,17,3,At/Near Standard,2466,24,At/Near Standard,2464,30,Above Standard,2519,42
334647672,M,3,1,2458,21,3,At/Near Standard,2484,39,At/Near Standard,2470,37,At/Near Standard,2511,66,At/Near Standard,2259,152,1,2477,17,3,At/Near Standard,2471,26,Above Standard,2480,29,At/Near Standard,2485,34
316924944,F,3,1,2514,22,4,Above Standard,2569,52,At/Near Standard,2486,42,At/Near Standard,2505,63,Above Standard,2507,38,1,2539,18,4,Above Standard,2574,26,Above Standard,2493,30,Above Standard,2531,39
562843366,M,3,1,2310,27,1,Below Standard,2292,53,Below Standard,2345,41,Below Standard,2219,116,Below Standard,2296,61,1,2473,17,3,Above Standard,2476,24,Above Standard,2488,28,At/Near Standard,2420,50
766977431,M,3,1,2409,23,2,At/Near Standard,2429,41,At/Near Standard,2391,36,At/Near Standard,2510,65,Below Standard,2232,113,1,2378,19,1,Below Standard,2390,25,Below Standard,2366,40,Below Standard,2349,55
422777645,F,3,1,2342,23,1,Below Standard,2354,37,Below Standard,2351,39,Below Standard,2262,82,At/Near Standard,2356,58,1,2336,26,1,Below Standard,2368,29,Below Standard,2235,108,Below Standard,2309,74
348658564,F,3,1,2355,24,1,Below Standard,2284,60,Below Standard,2313,49,At/Near Standard,2393,52,At/Near Standard,2443,57,1,2339,22,1,Below Standard,2331,28,At/Near Standard,2395,44,Below Standard,2280,78
334541764,M,3,1,2517,24,4,Above Standard,2530,53,Above Standard,2556,44,At/Near Standard,2425,64,Above Standard,2505,44,1,2519,16,4,Above Standard,2528,27,Above Standard,2518,26,Above Standard,2508,33
652883569,F,3,1,2370,23,2,Below Standard,2328,46,Below Standard,2361,39,Below Standard,2351,54,At/Near Standard,2502,60,1,2410,18,2,At/Near Standard,2401,24,At/Near Standard,2473,35,At/Near Standard,2200,177
456997172,M,3,1,2443,24,3,At/Near Standard,2433,39,At/Near Standard,2409,43,At/Near Standard,2479,61,At/Near Standard,2494,56,1,2498,17,3,Above Standard,2487,25,At/Near Standard,2477,28,Above Standard,2586,57
118133437,F,3,1,2387,24,2,At/Near Standard,2405,44,At/Near Standard,2396,40,Below Standard,2320,59,At/Near Standard,2420,59,1,2489,17,3,At/Near Standard,2458,25,Above Standard,2565,40,At/Near Standard,2459,36
155666791,M,3,1,2415,21,2,At/Near Standard,2383,36,At/Near Standard,2435,36,At/Near Standard,2428,50,At/Near Standard,2427,58,1,2423,17,2,At/Near Standard,2422,26,At/Near Standard,2412,28,At/Near Standard,2445,36
142117587,M,3,1,2435,22,3,At/Near Standard,2482,43,At/Near Standard,2386,44,At/Near Standard,2357,54,At/Near Standard,2498,52,1,2366,19,1,Below Standard,2374,24,Below Standard,2365,36,Below Standard,2329,61
934577626,M,3,1,2468,23,3,At/Near Standard,2434,35,Above Standard,2511,46,At/Near Standard,2453,62,At/Near Standard,2493,56,1,2564,19,4,Above Standard,2569,28,Above Standard,2580,39,Above Standard,2545,33
914194122,F,3,1,2348,25,1,Below Standard,2334,49,Below Standard,2316,44,At/Near Standard,2442,55,Below Standard,2306,70,1,2360,19,1,Below Standard,2374,26,Below Standard,2330,41,At/Near Standard,2366,53
916167573,F,3,1,2394,24,2,Below Standard,2291,63,Below Standard,2360,43,At/Near Standard,2451,59,Above Standard,2515,48,1,2365,19,1,Below Standard,2366,26,Below Standard,2355,35,At/Near Standard,2385,48
934837284,F,3,1,2422,24,2,At/Near Standard,2417,47,At/Near Standard,2446,40,At/Near Standard,2400,69,At/Near Standard,2396,57,1,2436,17,3,At/Near Standard,2402,28,Above Standard,2500,28,At/Near Standard,2381,44
396628787,M,3,1,2416,23,2,Below Standard,2350,46,At/Near Standard,2416,36,Above Standard,2546,70,At/Near Standard,2406,63,1,2437,17,3,At/Near Standard,2404,24,Above Standard,2483,30,At/Near Standard,2440,34
931734367,M,3,1,Invalidated,Invalidated,Invalidated,Invalidated,Invalidated,Invalidated,Invalidated,Invalidated,Invalidated,Invalidated,Invalidated,Invalidated,Invalidated,Invalidated,Invalidated,1,2218,34,1,Below Standard,2071,112,Below Standard,2297,55,At/Near Standard,2365,51
986328342,M,3,1,2594,25,4,Above Standard,2555,54,Above Standard,2580,39,Above Standard,2754,146,Above Standard,2607,43,1,2619,25,4,Above Standard,2610,38,Above Standard,2616,42,Above Standard,2642,60
993797262,M,3,1,2450,22,3,At/Near Standard,2442,42,At/Near Standard,2446,33,At/Near Standard,2435,66,At/Near Standard,2484,50,1,2485,17,3,Above Standard,2503,25,At/Near Standard,2453,40,At/Near Standard,2478,33
434863784,M,3,1,2381,23,2,Below Standard,2336,45,At/Near Standard,2399,36,At/Near Standard,2380,58,At/Near Standard,2422,60,1,2461,18,3,At/Near Standard,2422,22,Above Standard,2549,48,At/Near Standard,2481,36
978788462,F,3,1,2518,23,4,Above Standard,2521,42,Above Standard,2493,37,Above Standard,2591,72,Above Standard,2518,49,1,2567,22,4,Above Standard,2546,29,Above Standard,2540,36,Above Standard,2762,151
978248857,F,3,1,2435,24,3,At/Near Standard,2446,41,At/Near Standard,2404,47,At/Near Standard,2438,54,At/Near Standard,2460,60,1,2461,17,3,At/Near Standard,2447,25,At/Near Standard,2481,34,At/Near Standard,2466,33
965232257,F,3,1,2178,50,1,Below Standard,2287,67,Below Standard,2049,155,Below Standard,2138,164,Below Standard,2233,82,1,2436,17,3,At/Near Standard,2444,24,At/Near Standard,2383,41,At/Near Standard,2460,32
931276373,F,3,1,2313,26,1,Below Standard,2347,42,Below Standard,2365,40,Below Standard,2180,147,Below Standard,2170,125,1,2409,18,2,Below Standard,2396,24,Below Standard,2351,40,Above Standard,2499,38
444288967,F,3,1,2425,22,2,At/Near Standard,2434,35,At/Near Standard,2402,43,At/Near Standard,2458,59,At/Near Standard,2411,49,1,2445,18,3,At/Near Standard,2429,25,At/Near Standard,2453,38,At/Near Standard,2468,33
323526449,M,3,1,2518,24,4,Above Standard,2614,74,At/Near Standard,2474,36,Above Standard,2553,65,Above Standard,2509,49,1,2469,16,3,At/Near Standard,2456,23,At/Near Standard,2460,28,Above Standard,2523,43
442484863,M,3,1,2467,25,3,At/Near Standard,2392,43,At/Near Standard,2484,41,At/Near Standard,2496,67,Above Standard,2530,45,1,2468,16,3,At/Near Standard,2431,25,Above Standard,2485,29,Above Standard,2526,37
