EDUID,Gender,Enrolled Grade,ELA/Literacy OppNumber,ELA/Literacy Scale Score,Standard Error for ELA/Literacy Scale Score,ELA/Literacy Achievement Level,ELA/Literacy Reported Lexile® Measure,Reading Claim Achievement Category,Reading Claim Scale Score,Reading Claim Standard Error,Writing Claim Achievement Category,Writing Claim Scale Score,Writing Claim Standard Error,Listening Claim Achievement Category,Listening Claim Scale Score,Listening Claim Standard Error,Research/Inquiry Claim Achievement Category,Research/Inquiry Claim Scale Score,Research/Inquiry Claim Standard Error,Mathematics OppNumber,Mathematics Scale Score,Standard Error for Mathematics Scale Score,Mathematics Achievement Level,Mathematics Reported Quantile® Measure,Concepts and Procedures Claim Achievement Category,Concepts and Procedures Claim Scale Score,Concepts and Procedures Claim Standard Error,Problem Solving and Modeling & Data Analysis Claim Achievement Category,Problem Solving and Modeling & Data Analysis Claim Scale Score,Problem Solving and Modeling & Data Analysis Claim Standard Error,Communicating Reasoning Claim Achievement Category,Communicating Reasoning Claim Scale Score,Communicating Reasoning Claim Standard Error
103085568,M,8,1,2520,26,2,1070L,At/Near Standard,2527,44,Below Standard,2483,44,At/Near Standard,2567,69,At/Near Standard,2539,57,1,2502,31,1,925Q,Below Standard,2513,41,At/Near Standard,2540,57,Below Standard,2425,75
103404482,M,8,1,2551,28,2,1135L,At/Near Standard,2604,49,At/Near Standard,2510,47,At/Near Standard,2452,94,At/Near Standard,2595,57,1,2514,30,2,950Q,Below Standard,2503,44,Below Standard,2493,57,At/Near Standard,2562,63
723452971,M,8,1,2484,26,1,995L,Below Standard,2453,52,Below Standard,2485,40,At/Near Standard,2543,71,At/Near Standard,2483,60,1,2445,40,1,800Q,Below Standard,2463,50,At/Near Standard,2442,113,Below Standard,2403,83
895538136,M,8,1,2619,25,3,1280L,At/Near Standard,2631,46,At/Near Standard,2600,47,At/Near Standard,2608,67,At/Near Standard,2631,46,1,2605,24,3,1150Q,At/Near Standard,2619,35,At/Near Standard,2592,48,At/Near Standard,2593,50
727836368,F,8,1,2618,29,3,1280L,At/Near Standard,2637,53,At/Near Standard,2602,50,At/Near Standard,2666,79,At/Near Standard,2579,70,1,2522,30,2,970Q,At/Near Standard,2546,41,Below Standard,2416,112,At/Near Standard,2526,61
642247761,F,8,1,2531,26,2,1095L,Below Standard,2495,45,At/Near Standard,2518,47,At/Near Standard,2611,64,At/Near Standard,2546,62,1,2535,30,2,995Q,At/Near Standard,2550,39,At/Near Standard,2577,50,Below Standard,2318,143
121849755,M,8,1,2535,25,2,1105L,At/Near Standard,2505,47,At/Near Standard,2526,45,At/Near Standard,2654,78,At/Near Standard,2514,54,1,2587,30,3,1110Q,At/Near Standard,2563,42,At/Near Standard,2657,56,At/Near Standard,2543,71
103270925,F,8,1,2576,27,3,1190L,At/Near Standard,2542,51,At/Near Standard,2541,47,At/Near Standard,2645,76,At/Near Standard,2627,56,1,2507,32,2,935Q,Below Standard,2496,44,At/Near Standard,2573,49,Below Standard,2424,85
886886591,M,8,1,2562,26,2,1160L,At/Near Standard,2617,44,At/Near Standard,2539,49,At/Near Standard,2528,71,At/Near Standard,2521,65,1,2532,31,2,990Q,At/Near Standard,2541,40,At/Near Standard,2584,57,Below Standard,2412,92
478887333,M,8,1,2547,26,2,1130L,At/Near Standard,2579,40,At/Near Standard,2547,44,Below Standard,2416,87,At/Near Standard,2541,68,1,2574,28,2,1080Q,At/Near Standard,2551,39,At/Near Standard,2637,49,At/Near Standard,2540,59
637222273,F,8,1,2428,28,1,875L,Below Standard,2478,44,Below Standard,2376,53,Below Standard,2430,71,Below Standard,2417,71,1,2376,37,1,650Q,Below Standard,2352,52,Below Standard,2365,88,Below Standard,2435,67
838366322,M,8,1,2623,26,3,1290L,Above Standard,2662,45,At/Near Standard,2614,45,At/Near Standard,2601,73,At/Near Standard,2590,57,1,2518,34,2,960Q,Below Standard,2503,43,Below Standard,2359,149,At/Near Standard,2624,66
103086889,M,8,1,2597,23,3,1235L,Above Standard,2642,44,At/Near Standard,2561,44,At/Near Standard,2616,73,At/Near Standard,2580,45,1,2589,26,3,1115Q,At/Near Standard,2584,36,At/Near Standard,2622,52,At/Near Standard,2568,55
737847754,F,8,1,2577,26,3,1190L,At/Near Standard,2546,47,At/Near Standard,2568,43,At/Near Standard,2531,66,Above Standard,2669,55,1,2548,30,2,1025Q,Below Standard,2509,44,At/Near Standard,2603,51,At/Near Standard,2560,61
772868956,F,8,1,2603,27,3,1250L,At/Near Standard,2603,45,At/Near Standard,2614,51,At/Near Standard,2548,61,At/Near Standard,2635,59,1,2677,21,4,1305Q,Above Standard,2666,34,Above Standard,2672,38,Above Standard,2696,39
103183758,F,8,1,2565,24,2,1165L,At/Near Standard,2568,42,At/Near Standard,2565,45,At/Near Standard,2600,64,At/Near Standard,2535,56,1,2628,22,3,1200Q,Above Standard,2655,37,At/Near Standard,2607,37,At/Near Standard,2623,45
103185664,M,8,1,2646,28,3,1340L,Above Standard,2668,51,At/Near Standard,2552,52,At/Near Standard,2657,73,Above Standard,2705,55,1,2624,25,3,1190Q,Above Standard,2647,40,At/Near Standard,2645,45,At/Near Standard,2550,57
864238284,M,8,1,2686,27,4,1425L,Above Standard,2777,65,Above Standard,2696,54,At/Near Standard,2622,70,Above Standard,2641,43,1,2681,20,4,1315Q,Above Standard,2677,31,Above Standard,2674,36,Above Standard,2698,42
427326434,M,8,1,2628,26,3,1300L,At/Near Standard,2620,47,At/Near Standard,2534,48,Above Standard,2730,89,Above Standard,2725,69,1,2541,30,2,1010Q,Below Standard,2526,39,At/Near Standard,2591,50,At/Near Standard,2485,92
836654938,M,8,1,2493,25,2,1015L,At/Near Standard,2549,41,Below Standard,2387,54,Below Standard,2436,66,At/Near Standard,2619,68,1,2444,32,1,800Q,Below Standard,2458,39,Below Standard,2437,70,Below Standard,2392,94
837668777,M,8,1,2508,26,2,1045L,Below Standard,2424,55,At/Near Standard,2543,49,At/Near Standard,2485,69,At/Near Standard,2583,55,1,2493,33,1,905Q,At/Near Standard,2537,42,At/Near Standard,2328,176,Below Standard,2463,76
752588143,F,8,1,2579,26,3,1195L,At/Near Standard,2592,44,At/Near Standard,2518,50,At/Near Standard,2550,63,At/Near Standard,2645,54,1,2533,29,2,990Q,Below Standard,2492,43,At/Near Standard,2579,47,At/Near Standard,2554,55
842223259,M,8,1,2579,25,3,1195L,Above Standard,2640,47,At/Near Standard,2590,47,At/Near Standard,2471,71,At/Near Standard,2554,56,1,2598,25,3,1135Q,At/Near Standard,2574,37,At/Near Standard,2635,48,At/Near Standard,2604,45
836447284,M,8,1,2525,25,2,1080L,At/Near Standard,2540,46,At/Near Standard,2522,40,At/Near Standard,2488,67,At/Near Standard,2536,56,1,2554,29,2,1035Q,At/Near Standard,2537,41,At/Near Standard,2561,58,At/Near Standard,2581,57
813338494,M,8,1,2684,26,4,1420L,Above Standard,2648,44,Above Standard,2714,48,Above Standard,2794,95,Above Standard,2652,54,1,2587,27,3,1110Q,At/Near Standard,2546,41,At/Near Standard,2630,40,At/Near Standard,2599,67
864895746,M,8,1,2586,25,3,1210L,At/Near Standard,2626,46,At/Near Standard,2558,48,At/Near Standard,2608,69,At/Near Standard,2553,56,1,2560,29,2,1050Q,At/Near Standard,2557,39,At/Near Standard,2597,48,At/Near Standard,2490,78
833245843,M,8,1,2501,26,2,1030L,At/Near Standard,2538,45,Below Standard,2459,45,At/Near Standard,2496,65,At/Near Standard,2523,56,1,2495,32,1,910Q,Below Standard,2508,41,At/Near Standard,2473,81,Below Standard,2477,69
888863138,M,8,1,2583,26,3,1205L,At/Near Standard,2552,46,At/Near Standard,2570,47,At/Near Standard,2576,68,At/Near Standard,2654,59,1,2556,29,2,1040Q,At/Near Standard,2537,41,At/Near Standard,2629,44,Below Standard,2462,73
321413924,M,8,1,2469,29,1,960L,At/Near Standard,2520,41,Below Standard,2404,58,At/Near Standard,2455,78,At/Near Standard,2446,85,1,2463,38,1,840Q,Below Standard,2486,49,At/Near Standard,2301,198,At/Near Standard,2483,70
103085367,M,8,1,2490,27,2,1005L,At/Near Standard,2498,52,Below Standard,2459,54,At/Near Standard,2572,67,Below Standard,2439,75,1,2501,35,1,920Q,Below Standard,2423,51,At/Near Standard,2590,49,At/Near Standard,2554,68
396256685,M,8,1,2564,25,2,1165L,At/Near Standard,2570,42,At/Near Standard,2617,45,At/Near Standard,2556,73,Below Standard,2389,117,1,2583,24,2,1100Q,At/Near Standard,2553,37,At/Near Standard,2631,37,At/Near Standard,2548,65
363528357,M,8,1,2752,32,4,1565L,Above Standard,2852,91,Above Standard,2743,54,Above Standard,2752,96,Above Standard,2701,56,1,2761,21,4,1450Q,Above Standard,2736,31,Above Standard,2766,36,Above Standard,2798,45
396582232,M,8,1,2507,26,2,1045L,Below Standard,2425,64,Below Standard,2473,44,At/Near Standard,2681,88,At/Near Standard,2550,67,1,2351,43,1,595Q,Below Standard,2385,49,Below Standard,2277,162,Below Standard,2308,109
718228323,F,8,1,2445,27,1,910L,Below Standard,2433,52,Below Standard,2447,45,Below Standard,2443,61,Below Standard,2459,59,1,2489,36,1,895Q,At/Near Standard,2528,45,At/Near Standard,2302,194,At/Near Standard,2491,75
335483822,M,8,1,2483,27,1,990L,Below Standard,2478,51,At/Near Standard,2521,42,At/Near Standard,2505,78,Below Standard,2288,138,1,2523,31,2,970Q,At/Near Standard,2533,40,At/Near Standard,2495,76,At/Near Standard,2520,73
322841352,M,8,1,2634,25,3,1315L,At/Near Standard,2596,45,Above Standard,2655,45,At/Near Standard,2624,61,Above Standard,2659,50,1,2675,20,4,1300Q,Above Standard,2671,34,Above Standard,2726,40,At/Near Standard,2629,40
282884733,M,8,1,2594,24,3,1230L,At/Near Standard,2615,44,At/Near Standard,2595,39,At/Near Standard,2534,65,At/Near Standard,2601,56,1,2599,24,3,1135Q,At/Near Standard,2611,35,At/Near Standard,2615,39,At/Near Standard,2534,63
721534774,F,8,1,2457,28,1,935L,Below Standard,2467,52,Below Standard,2343,74,At/Near Standard,2487,69,At/Near Standard,2538,55,1,2434,38,1,775Q,Below Standard,2506,45,Below Standard,2243,198,Below Standard,2321,117
796526974,F,8,1,2498,26,2,1025L,At/Near Standard,2540,42,Below Standard,2499,44,At/Near Standard,2493,70,Below Standard,2391,79,1,2450,33,1,810Q,Below Standard,2436,43,Below Standard,2442,71,At/Near Standard,2511,77
856445977,M,8,1,2399,29,1,815L,Below Standard,2422,53,Below Standard,2380,52,Below Standard,2449,57,Below Standard,2294,110,1,2402,49,1,705Q,Below Standard,2429,59,Below Standard,2417,105,Below Standard,2305,130
777145269,F,8,1,2569,25,3,1175L,At/Near Standard,2630,50,At/Near Standard,2574,44,At/Near Standard,2491,75,At/Near Standard,2524,58,1,2494,32,1,905Q,Below Standard,2491,44,At/Near Standard,2534,50,Below Standard,2397,105
745745275,F,8,1,2546,26,2,1125L,At/Near Standard,2601,47,At/Near Standard,2514,45,At/Near Standard,2540,65,At/Near Standard,2522,59,1,2451,37,1,815Q,Below Standard,2450,44,At/Near Standard,2301,198,At/Near Standard,2514,69
369452682,M,8,1,2575,25,3,1190L,At/Near Standard,2536,46,At/Near Standard,2563,45,At/Near Standard,2566,70,Above Standard,2641,48,1,2555,29,2,1040Q,Below Standard,2504,44,At/Near Standard,2581,48,At/Near Standard,2622,58
368787374,M,8,1,2502,26,2,1030L,Below Standard,2453,46,At/Near Standard,2557,47,Below Standard,2397,96,At/Near Standard,2569,63,1,2538,29,2,1005Q,Below Standard,2509,42,At/Near Standard,2556,58,At/Near Standard,2577,55
768486454,F,8,1,2633,25,3,1310L,At/Near Standard,2611,43,At/Near Standard,2627,48,At/Near Standard,2642,67,Above Standard,2661,50,1,2607,25,3,1155Q,At/Near Standard,2604,33,At/Near Standard,2625,46,At/Near Standard,2585,70
332449732,F,8,1,2605,25,3,1250L,At/Near Standard,2613,46,At/Near Standard,2625,49,At/Near Standard,2557,57,At/Near Standard,2613,48,1,2492,36,1,905Q,Below Standard,2451,49,At/Near Standard,2551,71,At/Near Standard,2543,64
266538256,F,8,1,2592,25,3,1225L,At/Near Standard,2571,45,Below Standard,2489,50,Above Standard,2831,98,At/Near Standard,2636,48,1,2574,26,2,1080Q,At/Near Standard,2604,34,At/Near Standard,2531,62,At/Near Standard,2531,69
783682216,F,8,1,2449,27,1,920L,Below Standard,2417,59,At/Near Standard,2527,45,Below Standard,2412,76,Below Standard,2340,88,1,2385,35,1,670Q,Below Standard,2325,54,Below Standard,2474,60,Below Standard,2433,84
342173588,M,8,1,2587,24,3,1215L,At/Near Standard,2579,47,At/Near Standard,2555,39,At/Near Standard,2638,71,At/Near Standard,2622,51,1,2437,36,1,785Q,Below Standard,2377,55,At/Near Standard,2530,57,Below Standard,2444,69
389361842,M,8,1,2531,27,2,1095L,At/Near Standard,2527,54,At/Near Standard,2535,41,At/Near Standard,2544,69,At/Near Standard,2515,67,1,2539,31,2,1005Q,At/Near Standard,2522,46,At/Near Standard,2585,50,At/Near Standard,2509,69
494765854,M,8,1,2685,27,4,1420L,Above Standard,2699,49,Above Standard,2662,52,Above Standard,2711,66,Above Standard,2673,55,1,2613,25,3,1165Q,Above Standard,2642,37,At/Near Standard,2613,40,At/Near Standard,2516,71
733836256,F,8,1,2705,29,4,1465L,Above Standard,2721,52,Above Standard,2669,53,At/Near Standard,2650,82,Above Standard,2753,61,1,2635,22,3,1215Q,At/Near Standard,2628,34,At/Near Standard,2634,35,At/Near Standard,2652,53
765873262,F,8,1,2488,25,2,1000L,Below Standard,2433,59,At/Near Standard,2516,38,At/Near Standard,2510,73,Below Standard,2470,57,1,2492,32,1,905Q,Below Standard,2515,41,At/Near Standard,2462,105,Below Standard,2444,70
779675263,F,8,1,2634,29,3,1315L,Above Standard,2676,48,At/Near Standard,2559,64,At/Near Standard,2618,73,At/Near Standard,2640,56,1,2550,29,2,1030Q,Below Standard,2524,39,At/Near Standard,2408,162,At/Near Standard,2657,50
468882485,M,8,1,2498,27,2,1025L,Below Standard,2479,49,At/Near Standard,2494,61,At/Near Standard,2501,56,At/Near Standard,2525,59,1,2574,28,2,1080Q,At/Near Standard,2560,40,At/Near Standard,2578,55,At/Near Standard,2593,50
775847348,F,8,1,2539,25,2,1110L,At/Near Standard,2519,41,At/Near Standard,2555,45,At/Near Standard,2522,70,At/Near Standard,2567,58,1,2607,25,3,1155Q,At/Near Standard,2586,41,At/Near Standard,2627,39,At/Near Standard,2606,50
103152374,F,8,1,2596,25,3,1235L,At/Near Standard,2627,45,At/Near Standard,2589,43,At/Near Standard,2453,88,At/Near Standard,2624,49,1,2531,32,2,990Q,Below Standard,2501,47,At/Near Standard,2536,66,At/Near Standard,2583,57
452572417,M,8,1,2600,26,3,1240L,At/Near Standard,2548,45,At/Near Standard,2558,47,Above Standard,2700,85,Above Standard,2696,63,1,2570,26,2,1070Q,At/Near Standard,2563,37,At/Near Standard,2532,64,At/Near Standard,2612,45
465474418,M,8,1,2521,26,2,1075L,At/Near Standard,2529,49,Below Standard,2497,40,At/Near Standard,2478,65,At/Near Standard,2595,55,1,2525,30,2,975Q,At/Near Standard,2567,40,At/Near Standard,2473,78,Below Standard,2455,71
785245383,F,8,1,2631,26,3,1305L,At/Near Standard,2613,45,At/Near Standard,2598,47,At/Near Standard,2618,66,Above Standard,2701,54,1,2557,29,2,1045Q,At/Near Standard,2562,37,At/Near Standard,2532,74,At/Near Standard,2560,59
465643668,M,8,1,2577,25,3,1190L,At/Near Standard,2526,47,At/Near Standard,2552,47,At/Near Standard,2503,96,Above Standard,2647,44,1,2554,29,2,1035Q,At/Near Standard,2566,38,At/Near Standard,2501,69,At/Near Standard,2585,67
427743276,M,8,1,2448,29,1,915L,Below Standard,2182,188,Below Standard,2477,41,Below Standard,2424,78,At/Near Standard,2589,64,1,2452,34,1,815Q,Below Standard,2446,45,Below Standard,2327,122,At/Near Standard,2549,64
246364987,F,8,1,2532,26,2,1095L,At/Near Standard,2548,48,At/Near Standard,2556,42,At/Near Standard,2556,69,Below Standard,2396,108,1,2495,30,1,910Q,At/Near Standard,2538,44,Below Standard,2438,79,Below Standard,2458,63
382347846,M,8,1,2349,36,1,705L,Below Standard,2405,55,Below Standard,2321,55,Below Standard,2221,182,Below Standard,2407,90,1,2456,31,1,825Q,Below Standard,2450,41,At/Near Standard,2533,64,Below Standard,2373,88
311752678,M,8,1,2541,24,2,1115L,At/Near Standard,2538,46,Below Standard,2493,40,At/Near Standard,2573,66,At/Near Standard,2590,43,1,2559,28,2,1050Q,At/Near Standard,2557,40,At/Near Standard,2561,53,At/Near Standard,2559,57
103271630,M,8,1,2496,27,2,1020L,At/Near Standard,2582,48,Below Standard,2416,50,At/Near Standard,2533,57,At/Near Standard,2431,94,1,2577,29,2,1085Q,At/Near Standard,2530,41,At/Near Standard,2600,47,At/Near Standard,2733,112
747395523,M,8,1,2630,27,3,1305L,At/Near Standard,2579,48,Above Standard,2711,56,At/Near Standard,2587,65,At/Near Standard,2630,51,1,2620,27,3,1180Q,At/Near Standard,2552,41,Above Standard,2663,44,Above Standard,2692,57
353226652,M,8,1,2467,29,1,960L,Below Standard,2445,57,Below Standard,2475,48,At/Near Standard,2518,60,Below Standard,2397,93,1,2491,34,1,900Q,Below Standard,2523,41,At/Near Standard,2458,104,Below Standard,2351,112
362413615,M,8,1,2506,27,2,1040L,At/Near Standard,2511,47,At/Near Standard,2509,48,At/Near Standard,2573,67,Below Standard,2405,93,1,2500,34,1,920Q,Below Standard,2498,42,At/Near Standard,2555,59,Below Standard,2422,92
476799492,M,8,1,2530,26,2,1090L,Below Standard,2443,66,At/Near Standard,2559,43,At/Near Standard,2576,73,At/Near Standard,2536,61,1,2468,32,1,850Q,Below Standard,2376,62,At/Near Standard,2558,53,At/Near Standard,2490,72
492683393,M,8,1,2390,33,1,795L,Below Standard,2429,60,Below Standard,2409,47,Below Standard,2352,93,Below Standard,2223,149,1,2471,32,1,855Q,Below Standard,2475,43,Below Standard,2487,62,Below Standard,2432,81
739756496,F,8,1,2693,27,4,1440L,Above Standard,2677,48,Above Standard,2752,53,At/Near Standard,2671,82,Above Standard,2651,52,1,2630,22,3,1205Q,At/Near Standard,2616,36,Above Standard,2662,32,At/Near Standard,2566,65
426626741,M,8,1,2417,29,1,850L,Below Standard,2373,72,Below Standard,2443,40,At/Near Standard,2451,78,Below Standard,2363,82,1,2525,31,2,975Q,At/Near Standard,2563,38,At/Near Standard,2476,81,Below Standard,2446,84
712726736,M,8,1,2391,32,1,795L,Below Standard,2410,64,Below Standard,2373,47,Below Standard,2321,99,At/Near Standard,2491,84,1,2304,52,1,495Q,Below Standard,2196,100,Below Standard,2385,79,Below Standard,2399,93
747324796,F,8,1,2528,27,2,1090L,Below Standard,2462,50,At/Near Standard,2567,49,Below Standard,2452,70,At/Near Standard,2645,62,1,2459,31,1,830Q,Below Standard,2467,40,At/Near Standard,2503,72,Below Standard,2397,74
881382573,F,8,1,2558,25,2,1150L,At/Near Standard,2495,58,At/Near Standard,2578,43,At/Near Standard,2606,71,At/Near Standard,2563,53,1,2468,33,1,850Q,Below Standard,2427,44,At/Near Standard,2487,69,At/Near Standard,2546,60
458215454,M,8,1,2643,27,3,1335L,At/Near Standard,2588,46,Above Standard,2655,54,At/Near Standard,2687,82,Above Standard,2683,52,1,2654,20,4,1255Q,Above Standard,2665,32,Above Standard,2676,29,At/Near Standard,2499,85
834257697,F,8,1,2588,24,3,1215L,At/Near Standard,2603,44,At/Near Standard,2590,47,At/Near Standard,2657,81,At/Near Standard,2543,49,1,2522,29,2,970Q,Below Standard,2469,47,At/Near Standard,2515,61,At/Near Standard,2597,48
103270127,M,8,1,2524,26,2,1080L,At/Near Standard,2543,52,Below Standard,2451,44,At/Near Standard,2538,62,At/Near Standard,2655,60,1,2496,32,1,910Q,At/Near Standard,2538,46,Below Standard,2404,99,At/Near Standard,2491,64
832648548,F,8,1,2432,29,1,885L,Below Standard,2441,52,Below Standard,2357,55,At/Near Standard,2467,75,At/Near Standard,2531,66,1,2515,32,2,955Q,At/Near Standard,2556,44,Below Standard,2337,152,At/Near Standard,2569,70
452556747,M,8,1,2639,25,3,1325L,At/Near Standard,2622,43,Above Standard,2655,47,At/Near Standard,2597,91,Above Standard,2655,49,1,2636,23,3,1215Q,At/Near Standard,2620,31,Above Standard,2651,39,At/Near Standard,2658,62
436447147,M,8,1,2445,30,1,910L,Below Standard,2448,51,Below Standard,2402,62,At/Near Standard,2556,65,Below Standard,2352,96,1,2476,31,1,870Q,At/Near Standard,2530,40,Below Standard,2460,71,Below Standard,2201,166
763741187,F,8,1,2483,27,1,990L,Below Standard,2472,53,Below Standard,2451,46,At/Near Standard,2559,58,At/Near Standard,2480,65,1,2380,35,1,660Q,Below Standard,2340,51,Below Standard,2477,59,Below Standard,2350,91
103323267,F,8,1,2648,27,3,1345L,Above Standard,2655,46,At/Near Standard,2641,51,At/Near Standard,2579,70,Above Standard,2691,58,1,2623,21,3,1185Q,Above Standard,2663,31,At/Near Standard,2591,40,At/Near Standard,2568,60
791286361,F,8,1,2631,27,3,1305L,Above Standard,2642,47,At/Near Standard,2622,47,Above Standard,2786,101,At/Near Standard,2568,63,1,2703,21,4,1360Q,Above Standard,2694,33,Above Standard,2705,39,Above Standard,2712,39
385151332,M,8,1,2682,27,4,1415L,Above Standard,2644,44,Above Standard,2648,49,Above Standard,2729,94,Above Standard,2768,65,1,2681,19,4,1315Q,Above Standard,2755,39,Above Standard,2649,33,Above Standard,2642,35
424426227,M,8,1,2541,26,2,1115L,Below Standard,2450,66,At/Near Standard,2566,38,At/Near Standard,2567,76,At/Near Standard,2569,65,1,2585,26,2,1100Q,At/Near Standard,2541,42,Above Standard,2673,36,At/Near Standard,2446,108
748412714,F,8,1,2583,26,3,1205L,Above Standard,2653,44,Below Standard,2481,47,At/Near Standard,2569,71,At/Near Standard,2631,55,1,2634,23,3,1210Q,At/Near Standard,2548,41,Above Standard,2710,37,Above Standard,2662,48
457356252,M,8,1,2635,25,3,1315L,At/Near Standard,2593,45,At/Near Standard,2619,42,Above Standard,2767,98,Above Standard,2663,50,1,2744,20,4,1450Q,Above Standard,2746,35,Above Standard,2733,35,Above Standard,2753,36
725317762,F,8,1,2676,28,4,1405L,Above Standard,2674,48,Above Standard,2643,47,At/Near Standard,2681,81,Above Standard,2724,61,1,2593,23,3,1120Q,At/Near Standard,2580,39,At/Near Standard,2638,35,At/Near Standard,2529,63
103271550,F,8,1,2505,27,2,1040L,At/Near Standard,2512,42,Below Standard,2462,50,At/Near Standard,2547,59,At/Near Standard,2521,82,1,2327,43,1,545Q,Below Standard,2365,46,Below Standard,2312,131,Below Standard,2157,181
429513964,M,8,1,2653,26,3,1355L,At/Near Standard,2629,47,Above Standard,2716,51,At/Near Standard,2618,69,At/Near Standard,2634,48,1,2671,22,4,1290Q,Above Standard,2649,34,Above Standard,2698,35,Above Standard,2660,50
495263678,M,8,1,2429,32,1,875L,Below Standard,2464,60,Below Standard,2486,44,Below Standard,2271,125,Below Standard,2364,85,1,2382,41,1,665Q,Below Standard,2404,48,Below Standard,2344,120,Below Standard,2364,107
796578339,F,8,1,2712,28,4,1480L,Above Standard,2693,53,Above Standard,2705,55,Above Standard,2783,106,Above Standard,2713,46,1,2604,24,3,1145Q,At/Near Standard,2604,35,At/Near Standard,2626,37,At/Near Standard,2525,86
759379635,F,8,1,2577,26,3,1190L,At/Near Standard,2586,43,At/Near Standard,2552,48,At/Near Standard,2578,65,At/Near Standard,2594,53,1,2529,31,2,985Q,At/Near Standard,2574,42,At/Near Standard,2486,73,Below Standard,2464,70
473722228,M,8,1,2575,23,3,1190L,At/Near Standard,2608,41,At/Near Standard,2520,40,Above Standard,2989,215,At/Near Standard,2506,63,1,2608,25,3,1155Q,At/Near Standard,2601,36,At/Near Standard,2641,41,At/Near Standard,2563,64
723953298,F,8,1,2600,23,3,1240L,Above Standard,2656,48,At/Near Standard,2586,44,At/Near Standard,2502,72,At/Near Standard,2602,42,1,2460,31,1,835Q,Below Standard,2396,51,Below Standard,2498,56,At/Near Standard,2549,70
422141311,M,8,1,2669,27,4,1390L,Above Standard,2720,62,Above Standard,2703,53,Above Standard,2729,79,At/Near Standard,2577,59,1,2793,22,4,1450Q,Above Standard,2766,34,Above Standard,2828,39,Above Standard,2784,58
