EDUID,Gender,Enrolled Grade,ELA/Literacy OppNumber,ELA/Literacy Scale Score,Standard Error for ELA/Literacy Scale Score,ELA/Literacy Achievement Level,Reading Claim Achievement Category,Reading Claim Scale Score,Reading Claim Standard Error,Writing Claim Achievement Category,Writing Claim Scale Score,Writing Claim Standard Error,Listening Claim Achievement Category,Listening Claim Scale Score,Listening Claim Standard Error,Research/Inquiry Claim Achievement Category,Research/Inquiry Claim Scale Score,Research/Inquiry Claim Standard Error,Mathematics OppNumber,Mathematics Scale Score,Standard Error for Mathematics Scale Score,Mathematics Achievement Level,Concepts and Procedures Claim Achievement Category,Concepts and Procedures Claim Scale Score,Concepts and Procedures Claim Standard Error,Problem Solving and Modeling & Data Analysis Claim Achievement Category,Problem Solving and Modeling & Data Analysis Claim Scale Score,Problem Solving and Modeling & Data Analysis Claim Standard Error,Communicating Reasoning Claim Achievement Category,Communicating Reasoning Claim Scale Score,Communicating Reasoning Claim Standard Error
855256252,M,5,1,2464,22,2,Below Standard,2437,43,At/Near Standard,2492,41,At/Near Standard,2513,66,At/Near Standard,2437,47,1,2561,18,3,At/Near Standard,2509,24,Above Standard,2605,31,Above Standard,2627,41
855616647,F,5,1,2618,27,4,Above Standard,2619,56,Above Standard,2745,79,At/Near Standard,2541,69,Above Standard,2587,45,1,2570,17,3,At/Near Standard,2537,25,Above Standard,2586,27,Above Standard,2616,39
815788639,F,5,1,2561,24,3,At/Near Standard,2569,46,Above Standard,2588,48,At/Near Standard,2472,67,Above Standard,2569,44,1,2475,21,2,Below Standard,2463,30,At/Near Standard,2479,39,At/Near Standard,2496,41
324755372,M,5,1,2471,25,2,At/Near Standard,2511,41,Below Standard,2371,65,At/Near Standard,2496,73,At/Near Standard,2482,47,1,2565,17,3,At/Near Standard,2557,23,At/Near Standard,2575,32,At/Near Standard,2573,41
837342628,F,5,1,2586,27,4,At/Near Standard,2515,52,Above Standard,2671,59,At/Near Standard,2549,76,Above Standard,2592,49,1,2579,18,4,Above Standard,2598,28,Above Standard,2584,30,At/Near Standard,2527,40
816956715,F,5,1,2493,25,2,At/Near Standard,2473,42,At/Near Standard,2520,46,At/Near Standard,2509,67,At/Near Standard,2479,57,1,2469,21,2,Below Standard,2486,26,Below Standard,2419,67,Below Standard,2451,50
887343267,F,5,1,2583,22,4,Above Standard,2685,63,Above Standard,2567,43,At/Near Standard,2542,62,At/Near Standard,2558,40,1,2554,19,3,At/Near Standard,2529,25,At/Near Standard,2548,36,Above Standard,2667,58
858884231,F,5,1,2513,25,3,At/Near Standard,2563,47,At/Near Standard,2505,44,At/Near Standard,2513,84,At/Near Standard,2465,52,1,2486,22,2,Below Standard,2451,32,At/Near Standard,2510,40,At/Near Standard,2532,40
831639869,M,5,1,2348,30,1,Below Standard,2399,52,Below Standard,2356,45,At/Near Standard,2423,67,Below Standard,2152,143,1,2434,23,1,Below Standard,2467,35,Below Standard,2432,43,Below Standard,2369,57
854493272,M,5,1,2588,26,4,Above Standard,2589,49,Above Standard,2571,43,At/Near Standard,2612,84,Above Standard,2599,47,1,2513,22,2,Below Standard,2470,31,At/Near Standard,2540,43,At/Near Standard,2572,42
844652653,M,5,1,2505,24,3,At/Near Standard,2557,48,Below Standard,2388,51,At/Near Standard,2572,66,At/Near Standard,2523,39,1,2473,23,2,Below Standard,2402,36,At/Near Standard,2538,36,At/Near Standard,2530,43
891425658,M,5,1,2655,28,4,Above Standard,2607,51,Above Standard,2739,58,At/Near Standard,2583,62,Above Standard,2665,57,1,2647,19,4,Above Standard,2700,35,At/Near Standard,2559,47,Above Standard,2636,38
138496477,M,5,1,2551,24,3,Above Standard,2571,44,At/Near Standard,2511,44,At/Near Standard,2533,66,Above Standard,2588,51,1,2526,20,2,At/Near Standard,2541,27,At/Near Standard,2495,41,At/Near Standard,2529,49
356965258,F,5,1,2489,23,2,At/Near Standard,2506,43,At/Near Standard,2446,41,At/Near Standard,2410,71,At/Near Standard,2563,48,1,2570,17,3,Above Standard,2571,24,At/Near Standard,2529,38,Above Standard,2623,39
879852856,M,5,1,2475,26,2,At/Near Standard,2523,46,At/Near Standard,2444,45,At/Near Standard,2486,65,At/Near Standard,2441,65,1,2500,19,2,At/Near Standard,2513,26,At/Near Standard,2465,49,At/Near Standard,2500,41
865843256,F,5,1,2610,25,4,Above Standard,2575,42,Above Standard,2634,48,Above Standard,2747,77,At/Near Standard,2549,53,1,2511,19,2,At/Near Standard,2495,29,At/Near Standard,2524,33,At/Near Standard,2524,41
975628324,F,5,1,2504,22,3,At/Near Standard,2481,39,At/Near Standard,2490,43,At/Near Standard,2548,61,At/Near Standard,2524,42,1,2482,20,2,At/Near Standard,2491,27,At/Near Standard,2474,42,At/Near Standard,2466,48
842375843,F,5,1,2627,24,4,Above Standard,2580,41,Above Standard,2709,60,At/Near Standard,2507,80,Above Standard,2652,44,1,2597,17,4,Above Standard,2594,26,Above Standard,2577,29,Above Standard,2636,37
817349734,F,5,1,2560,25,3,Above Standard,2662,61,At/Near Standard,2446,53,At/Near Standard,2544,80,Above Standard,2583,41,1,2511,20,2,At/Near Standard,2494,28,At/Near Standard,2506,39,At/Near Standard,2564,45
643465345,M,5,1,2445,25,2,Below Standard,2410,51,At/Near Standard,2451,42,At/Near Standard,2507,65,At/Near Standard,2434,49,1,2389,29,1,Below Standard,2409,35,Below Standard,2359,83,Below Standard,2384,69
699436365,F,5,1,2521,26,3,At/Near Standard,2526,46,At/Near Standard,2551,45,At/Near Standard,2523,72,At/Near Standard,2472,54,1,2560,17,3,Above Standard,2574,24,At/Near Standard,2563,33,At/Near Standard,2517,43
481196958,M,5,1,2354,27,1,Below Standard,2406,43,Below Standard,2352,47,Below Standard,2304,81,Below Standard,2303,63,1,2300,37,1,Below Standard,2291,44,Below Standard,2343,107,Below Standard,2341,67
476748631,F,5,1,2521,25,3,At/Near Standard,2517,45,At/Near Standard,2545,48,At/Near Standard,2561,59,At/Near Standard,2475,54,1,2475,23,2,At/Near Standard,2481,34,Below Standard,2448,52,At/Near Standard,2487,44
462428483,M,5,1,2458,24,2,At/Near Standard,2501,39,Below Standard,2420,46,Below Standard,2374,73,At/Near Standard,2482,47,1,2463,23,2,Below Standard,2451,31,Below Standard,2353,104,At/Near Standard,2541,40
346945768,M,5,1,2341,29,1,Below Standard,2364,66,Below Standard,2252,71,At/Near Standard,2458,81,Below Standard,2341,52,1,2394,27,1,Below Standard,2415,31,Below Standard,2269,154,Below Standard,2378,73
443483752,F,5,1,2499,24,2,At/Near Standard,2534,44,At/Near Standard,2520,42,At/Near Standard,2494,74,At/Near Standard,2421,64,1,2478,23,2,Below Standard,2472,35,At/Near Standard,2491,39,At/Near Standard,2468,53
439321318,M,5,1,2579,23,3,Above Standard,2593,49,At/Near Standard,2537,48,At/Near Standard,2571,58,Above Standard,2600,38,1,2605,21,4,Above Standard,2601,29,Above Standard,2602,35,Above Standard,2625,56
458634953,F,5,1,2584,25,4,At/Near Standard,2566,46,Above Standard,2564,41,Above Standard,2662,84,Above Standard,2601,49,1,2588,19,4,Above Standard,2585,25,Above Standard,2587,36,Above Standard,2599,43
445466634,M,5,1,2677,27,4,Above Standard,2780,85,Above Standard,2606,44,Above Standard,2667,62,Above Standard,2714,56,1,2607,18,4,Above Standard,2577,23,Above Standard,2680,41,Above Standard,2607,46
796362422,F,5,1,2443,25,2,At/Near Standard,2441,48,At/Near Standard,2475,44,Below Standard,2381,72,At/Near Standard,2436,51,1,2426,24,1,Below Standard,2436,33,Below Standard,2391,54,Below Standard,2439,55
223336233,F,5,1,2544,25,3,At/Near Standard,2572,48,At/Near Standard,2549,44,At/Near Standard,2537,70,At/Near Standard,2505,55,1,2441,23,1,Below Standard,2451,30,Below Standard,2438,43,Below Standard,2412,63
463285368,F,5,1,2432,24,1,Below Standard,2413,43,At/Near Standard,2463,41,At/Near Standard,2522,75,Below Standard,2342,74,1,2391,29,1,Below Standard,2402,36,Below Standard,2348,103,Below Standard,2406,59
352724777,M,5,1,2438,25,1,At/Near Standard,2484,41,At/Near Standard,2441,45,Below Standard,2349,82,Below Standard,2411,51,1,2437,27,1,Below Standard,2379,40,At/Near Standard,2387,94,At/Near Standard,2555,43
856783668,M,5,1,2408,26,1,Below Standard,2368,65,Below Standard,2394,44,Below Standard,2368,76,At/Near Standard,2469,50,1,2445,24,1,Below Standard,2479,29,Below Standard,2314,112,At/Near Standard,2431,67
459823661,M,5,1,2618,25,4,Above Standard,2669,72,Above Standard,2614,43,Above Standard,2626,62,Above Standard,2598,42,1,2583,17,4,Above Standard,2566,24,Above Standard,2581,28,Above Standard,2633,39
436693266,F,5,1,2573,25,3,At/Near Standard,2477,45,At/Near Standard,2538,49,Above Standard,2698,88,Above Standard,2632,45,1,2556,18,3,Above Standard,2597,29,At/Near Standard,2509,36,At/Near Standard,2516,42
432658589,F,5,1,2585,25,4,Above Standard,2588,44,At/Near Standard,2555,45,Above Standard,2633,74,Above Standard,2594,47,1,2562,19,3,At/Near Standard,2570,34,Above Standard,2576,28,At/Near Standard,2516,43
486382585,M,5,1,2575,25,3,Above Standard,2579,48,Above Standard,2633,48,At/Near Standard,2536,75,At/Near Standard,2505,59,1,2611,16,4,Above Standard,2618,24,Above Standard,2604,33,Above Standard,2604,31
473245447,M,5,1,2608,26,4,Above Standard,2576,43,Above Standard,2609,46,Above Standard,2695,90,Above Standard,2612,49,1,2595,19,4,At/Near Standard,2562,24,Above Standard,2656,41,Above Standard,2645,54
385748833,F,5,1,2446,24,2,At/Near Standard,2468,43,At/Near Standard,2470,43,At/Near Standard,2458,68,Below Standard,2386,51,1,2344,33,1,Below Standard,2332,41,Below Standard,2385,66,Below Standard,2346,70
468788139,F,5,1,2532,24,3,At/Near Standard,2521,47,At/Near Standard,2547,41,At/Near Standard,2587,73,At/Near Standard,2497,52,1,2425,26,1,Below Standard,2458,33,At/Near Standard,2328,140,Below Standard,2363,74
464485931,M,5,1,2457,25,2,At/Near Standard,2505,45,Below Standard,2413,42,At/Near Standard,2600,83,Below Standard,2393,72,1,2454,23,1,Below Standard,2459,32,At/Near Standard,2476,42,Below Standard,2405,63
587265778,M,5,1,2346,28,1,Below Standard,2363,51,Below Standard,2348,48,At/Near Standard,2413,69,Below Standard,2257,83,1,2286,38,1,Below Standard,2279,46,Below Standard,2283,142,Below Standard,2328,70
218423856,M,5,1,2584,24,4,Above Standard,2584,47,At/Near Standard,2561,42,At/Near Standard,2558,62,Above Standard,2626,46,1,2460,24,2,Below Standard,2467,31,At/Near Standard,2426,72,At/Near Standard,2462,46
276352881,M,5,1,2462,25,2,Below Standard,2420,51,At/Near Standard,2478,47,At/Near Standard,2464,66,At/Near Standard,2485,48,1,2459,22,2,Below Standard,2485,26,Below Standard,2338,122,Below Standard,2442,53
299662448,F,5,1,2416,25,1,At/Near Standard,2473,42,Below Standard,2386,51,At/Near Standard,2437,64,Below Standard,2335,73,1,2386,29,1,Below Standard,2382,38,Below Standard,2348,94,Below Standard,2431,51
285315121,F,5,1,2685,31,4,Above Standard,2650,63,Above Standard,2711,59,Above Standard,2678,70,Above Standard,2688,56,1,2612,18,4,Above Standard,2608,26,Above Standard,2579,33,Above Standard,2666,40
247453449,M,5,1,2565,25,3,At/Near Standard,2521,44,Above Standard,2567,44,Above Standard,2824,166,At/Near Standard,2523,48,1,2569,18,3,Above Standard,2571,27,At/Near Standard,2574,36,At/Near Standard,2562,32
256866273,M,5,1,2561,25,3,Above Standard,2581,50,Above Standard,2594,46,At/Near Standard,2510,73,At/Near Standard,2535,47,1,2557,20,3,At/Near Standard,2560,28,At/Near Standard,2531,37,At/Near Standard,2606,56
247894726,M,5,1,2633,27,4,Above Standard,2644,55,Above Standard,2646,49,At/Near Standard,2534,66,Above Standard,2672,55,1,2633,16,4,Above Standard,2632,24,Above Standard,2611,35,Above Standard,2653,31
634425254,M,5,1,2468,24,2,At/Near Standard,2454,44,Below Standard,2364,53,At/Near Standard,2582,73,At/Near Standard,2522,42,1,2516,19,2,At/Near Standard,2522,30,At/Near Standard,2508,35,At/Near Standard,2515,38
239478877,M,5,1,2593,24,4,Above Standard,2650,57,At/Near Standard,2552,40,Above Standard,2684,78,At/Near Standard,2562,45,1,2582,17,4,At/Near Standard,2557,24,Above Standard,2610,29,Above Standard,2595,40
245268593,F,5,1,2423,26,1,At/Near Standard,2505,48,Below Standard,2411,48,Below Standard,2207,157,At/Near Standard,2434,47,1,2474,18,2,At/Near Standard,2494,26,At/Near Standard,2485,33,Below Standard,2408,49
264433626,F,5,1,2596,26,4,Above Standard,2624,51,At/Near Standard,2542,45,At/Near Standard,2526,82,Above Standard,2655,51,1,2556,17,3,At/Near Standard,2550,24,Above Standard,2599,29,At/Near Standard,2477,51
259966487,M,5,1,2506,23,3,At/Near Standard,2510,43,At/Near Standard,2516,43,At/Near Standard,2517,66,At/Near Standard,2489,43,1,2513,18,2,At/Near Standard,2508,26,At/Near Standard,2521,33,At/Near Standard,2513,43
245628178,F,5,1,2636,25,4,Above Standard,2581,48,Above Standard,2630,46,Above Standard,2708,68,Above Standard,2648,47,1,2538,18,3,At/Near Standard,2496,27,At/Near Standard,2565,29,At/Near Standard,2572,35
236867697,F,5,1,2325,28,1,Below Standard,2260,85,Below Standard,2297,49,Below Standard,2369,75,Below Standard,2387,54,1,2379,29,1,Below Standard,2406,34,Below Standard,2327,108,Below Standard,2308,100
222611378,F,5,1,2608,25,4,Above Standard,2574,42,Above Standard,2579,41,Above Standard,2732,101,Above Standard,2652,52,1,2566,18,3,At/Near Standard,2556,25,Above Standard,2581,30,At/Near Standard,2562,41
217343961,F,5,1,2430,24,1,Below Standard,2377,43,At/Near Standard,2534,44,Below Standard,2357,73,Below Standard,2411,54,1,2394,27,1,Below Standard,2408,31,At/Near Standard,2400,89,Below Standard,2309,96
634214369,M,5,1,2541,23,3,At/Near Standard,2543,41,Above Standard,2577,49,At/Near Standard,2496,74,At/Near Standard,2529,39,1,2530,18,3,At/Near Standard,2488,28,Above Standard,2592,31,At/Near Standard,2533,45
236427274,F,5,1,2589,24,4,Above Standard,2585,45,Above Standard,2610,44,At/Near Standard,2586,82,Above Standard,2571,45,1,2597,17,4,Above Standard,2625,29,Above Standard,2587,28,At/Near Standard,2568,36
283886642,M,5,1,2454,23,2,Below Standard,2377,47,At/Near Standard,2516,40,At/Near Standard,2588,88,Below Standard,2399,62,1,2537,19,3,Above Standard,2576,26,At/Near Standard,2514,35,At/Near Standard,2449,64
286168246,F,5,1,2404,26,1,Below Standard,2419,50,Below Standard,2427,43,Below Standard,2378,71,Below Standard,2364,60,1,2416,27,1,Below Standard,2422,38,At/Near Standard,2474,40,Below Standard,2283,98
264547614,M,5,1,2451,26,2,At/Near Standard,2481,43,At/Near Standard,2469,46,At/Near Standard,2466,62,Below Standard,2314,104,1,2346,32,1,Below Standard,2329,43,Below Standard,2341,98,Below Standard,2403,53
269566911,F,5,1,2454,24,2,At/Near Standard,2473,43,At/Near Standard,2513,44,Below Standard,2388,70,Below Standard,2381,59,1,2463,23,2,Below Standard,2438,34,At/Near Standard,2473,42,At/Near Standard,2496,41
252524635,M,5,1,2390,28,1,Below Standard,2330,65,At/Near Standard,2431,47,At/Near Standard,2452,62,Below Standard,2347,66,1,2442,24,1,Below Standard,2438,35,At/Near Standard,2470,43,Below Standard,2402,61
256669268,M,5,1,2581,23,3,Above Standard,2605,43,Above Standard,2590,40,At/Near Standard,2600,72,At/Near Standard,2526,57,1,2615,17,4,Above Standard,2606,24,Above Standard,2672,45,Above Standard,2597,32
118774448,M,5,1,2486,24,2,Below Standard,2303,82,At/Near Standard,2522,43,Above Standard,2680,112,At/Near Standard,2542,48,1,2459,23,2,Below Standard,2477,29,Below Standard,2462,43,Below Standard,2363,80
154844241,M,5,1,2513,24,3,At/Near Standard,2504,44,At/Near Standard,2508,45,At/Near Standard,2573,71,At/Near Standard,2499,47,1,2546,19,3,At/Near Standard,2513,30,Above Standard,2585,31,At/Near Standard,2541,39
237284149,M,5,1,2538,22,3,At/Near Standard,2524,44,Above Standard,2623,47,At/Near Standard,2561,68,At/Near Standard,2462,47,1,2584,17,4,Above Standard,2598,24,Above Standard,2590,34,At/Near Standard,2544,39
223846732,M,5,1,2436,25,1,Below Standard,2171,186,At/Near Standard,2517,40,At/Near Standard,2477,80,Below Standard,2375,57,1,2427,25,1,Below Standard,2465,35,Below Standard,2380,73,Below Standard,2371,61
288755223,F,5,1,2580,24,3,Above Standard,2596,48,At/Near Standard,2545,48,Above Standard,2608,61,Above Standard,2582,41,1,2502,20,2,At/Near Standard,2527,25,At/Near Standard,2458,53,At/Near Standard,2450,58
274587784,F,5,1,2507,24,3,At/Near Standard,2526,43,At/Near Standard,2516,40,At/Near Standard,2495,66,At/Near Standard,2474,53,1,2479,22,2,At/Near Standard,2498,31,Below Standard,2392,73,At/Near Standard,2510,45
963428114,M,5,1,2377,25,1,Below Standard,2333,64,Below Standard,2364,40,Below Standard,2375,71,At/Near Standard,2456,62,1,2368,29,1,Below Standard,2347,38,At/Near Standard,2475,42,Below Standard,2229,140
293653827,F,5,1,2646,27,4,Above Standard,2646,52,Above Standard,2645,45,Above Standard,2686,68,Above Standard,2609,65,1,2600,16,4,Above Standard,2625,27,Above Standard,2589,27,At/Near Standard,2568,40
281297489,F,5,1,2668,27,4,Above Standard,2717,64,Above Standard,2681,49,At/Near Standard,2576,68,Above Standard,2672,52,1,2589,16,4,Above Standard,2588,25,At/Near Standard,2552,32,Above Standard,2625,29
276549266,M,5,1,2477,24,2,At/Near Standard,2480,41,At/Near Standard,2539,46,At/Near Standard,2401,67,At/Near Standard,2431,53,1,2416,26,1,Below Standard,2388,39,Below Standard,2469,37,Below Standard,2377,67
288385588,F,5,1,2505,24,3,At/Near Standard,2481,44,Above Standard,2581,47,At/Near Standard,2411,85,At/Near Standard,2485,51,1,2513,19,2,At/Near Standard,2547,27,At/Near Standard,2451,52,At/Near Standard,2485,46
274847361,M,5,1,2501,24,2,Above Standard,2586,43,Below Standard,2403,44,At/Near Standard,2596,76,At/Near Standard,2507,50,1,2535,20,3,At/Near Standard,2520,28,At/Near Standard,2570,37,At/Near Standard,2520,57
265286888,M,5,1,2491,24,2,At/Near Standard,2448,49,At/Near Standard,2451,37,At/Near Standard,2569,77,At/Near Standard,2569,50,1,2550,18,3,At/Near Standard,2558,24,At/Near Standard,2540,37,At/Near Standard,2538,43
256563252,M,5,1,2534,24,3,At/Near Standard,2539,44,At/Near Standard,2524,41,At/Near Standard,2520,63,At/Near Standard,2552,52,1,2512,19,2,At/Near Standard,2502,26,At/Near Standard,2565,35,At/Near Standard,2451,57
275744824,M,5,1,2324,33,1,Below Standard,2326,67,Below Standard,2358,54,Below Standard,2262,90,Below Standard,2316,65,1,2338,34,1,Below Standard,2352,39,Below Standard,2356,89,Below Standard,2306,96
272587586,F,5,1,2471,24,2,Below Standard,2402,57,At/Near Standard,2510,41,At/Near Standard,2500,65,At/Near Standard,2454,55,1,2483,22,2,At/Near Standard,2495,30,Below Standard,2396,71,At/Near Standard,2507,40
266231367,F,5,1,2532,26,3,At/Near Standard,2557,48,At/Near Standard,2494,47,Above Standard,2612,71,At/Near Standard,2504,58,1,2459,23,2,Below Standard,2449,32,At/Near Standard,2498,42,Below Standard,2429,59
861468183,F,5,1,2555,23,3,At/Near Standard,2543,42,Above Standard,2576,42,At/Near Standard,2584,71,At/Near Standard,2535,40,1,2536,18,3,At/Near Standard,2531,25,At/Near Standard,2526,33,At/Near Standard,2567,40
276543929,F,5,1,2469,24,2,At/Near Standard,2486,40,At/Near Standard,2453,45,Below Standard,2393,69,At/Near Standard,2506,48,1,2476,21,2,Below Standard,2432,32,At/Near Standard,2542,33,At/Near Standard,2463,53
248288785,M,5,1,2528,23,3,At/Near Standard,2509,47,Above Standard,2584,46,At/Near Standard,2421,71,At/Near Standard,2535,38,1,2476,19,2,Below Standard,2445,30,At/Near Standard,2495,32,At/Near Standard,2516,41
745146755,M,5,1,2508,25,3,At/Near Standard,2477,47,At/Near Standard,2489,48,At/Near Standard,2552,78,At/Near Standard,2541,46,1,2434,25,1,Below Standard,2407,33,At/Near Standard,2500,41,Below Standard,2392,79
484952673,F,5,1,2513,24,3,At/Near Standard,2523,39,At/Near Standard,2520,41,At/Near Standard,2570,72,At/Near Standard,2441,66,1,2493,20,2,Below Standard,2460,31,At/Near Standard,2553,33,At/Near Standard,2482,47
227571345,F,5,1,2628,25,4,Above Standard,2606,54,Above Standard,2699,59,At/Near Standard,2536,64,Above Standard,2635,41,1,2658,21,4,Above Standard,2647,30,Above Standard,2723,58,Above Standard,2614,44
132187767,F,5,1,2622,24,4,Above Standard,2715,63,Above Standard,2679,51,At/Near Standard,2470,81,Above Standard,2591,42,1,2603,20,4,At/Near Standard,2569,28,Above Standard,2598,32,Above Standard,2727,60
223237886,M,5,1,2583,24,4,At/Near Standard,2535,43,At/Near Standard,2534,45,Above Standard,2684,78,Above Standard,2647,51,1,2595,16,4,Above Standard,2604,25,Above Standard,2588,27,Above Standard,2589,40
719922576,M,5,1,2567,25,3,At/Near Standard,2548,44,At/Near Standard,2547,42,Above Standard,2609,71,Above Standard,2605,58,1,2675,21,4,Above Standard,2740,43,Above Standard,2632,31,Above Standard,2649,41
294625297,F,5,1,2617,27,4,Above Standard,2683,65,At/Near Standard,2571,47,At/Near Standard,2558,66,Above Standard,2647,52,1,2545,18,3,At/Near Standard,2537,27,At/Near Standard,2553,32,At/Near Standard,2551,34
279516417,F,5,1,2527,24,3,At/Near Standard,2514,46,At/Near Standard,2504,39,At/Near Standard,2566,71,At/Near Standard,2552,46,1,2476,22,2,At/Near Standard,2485,31,At/Near Standard,2504,40,Below Standard,2385,77
731647235,M,5,1,2518,24,3,At/Near Standard,2519,39,At/Near Standard,2568,51,At/Near Standard,2510,64,At/Near Standard,2468,51,1,2558,17,3,Above Standard,2573,26,At/Near Standard,2560,31,At/Near Standard,2526,37
635668237,F,5,1,2408,25,1,Below Standard,2413,46,At/Near Standard,2445,40,Below Standard,2113,164,At/Near Standard,2448,59,1,2467,21,2,Below Standard,2480,28,Below Standard,2400,69,At/Near Standard,2486,45
