EDUID,Gender,Enrolled Grade,ELA/Literacy OppNumber,ELA/Literacy Scale Score,Standard Error for ELA/Literacy Scale Score,ELA/Literacy Achievement Level,ELA/Literacy Reported Lexile® Measure,Reading Claim Achievement Category,Reading Claim Scale Score,Reading Claim Standard Error,Writing Claim Achievement Category,Writing Claim Scale Score,Writing Claim Standard Error,Listening Claim Achievement Category,Listening Claim Scale Score,Listening Claim Standard Error,Research/Inquiry Claim Achievement Category,Research/Inquiry Claim Scale Score,Research/Inquiry Claim Standard Error,Mathematics OppNumber,Mathematics Scale Score,Standard Error for Mathematics Scale Score,Mathematics Achievement Level,Mathematics Reported Quantile® Measure,Concepts and Procedures Claim Achievement Category,Concepts and Procedures Claim Scale Score,Concepts and Procedures Claim Standard Error,Problem Solving and Modeling & Data Analysis Claim Achievement Category,Problem Solving and Modeling & Data Analysis Claim Scale Score,Problem Solving and Modeling & Data Analysis Claim Standard Error,Communicating Reasoning Claim Achievement Category,Communicating Reasoning Claim Scale Score,Communicating Reasoning Claim Standard Error
912645768,M,4,1,2461,27,2,765L,At/Near Standard,2507,48,At/Near Standard,2466,54,At/Near Standard,2323,110,At/Near Standard,2451,58,1,2510,17,3,795Q,At/Near Standard,2521,27,At/Near Standard,2512,32,At/Near Standard,2496,31
997388449,M,4,1,2430,26,2,695L,At/Near Standard,2470,40,Below Standard,2321,85,At/Near Standard,2471,67,At/Near Standard,2395,62,1,2462,17,2,645Q,At/Near Standard,2453,23,At/Near Standard,2489,47,At/Near Standard,2469,33
947255878,F,4,1,2528,27,3,910L,Above Standard,2544,43,At/Near Standard,2511,58,Above Standard,2639,77,At/Near Standard,2390,92,1,2467,17,2,660Q,Below Standard,2443,24,At/Near Standard,2471,34,At/Near Standard,2519,36
924946378,M,4,1,2411,28,1,655L,Below Standard,2387,49,Below Standard,2386,54,At/Near Standard,2540,73,Below Standard,2370,66,1,2439,18,2,570Q,At/Near Standard,2469,27,At/Near Standard,2432,36,Below Standard,2380,45
584737413,F,4,1,2451,28,2,740L,At/Near Standard,2453,46,At/Near Standard,2433,46,At/Near Standard,2402,91,At/Near Standard,2501,64,1,2440,18,2,575Q,Below Standard,2393,30,At/Near Standard,2447,36,At/Near Standard,2505,34
988521842,M,4,1,2399,25,1,630L,Below Standard,2409,38,At/Near Standard,2426,50,At/Near Standard,2452,74,Below Standard,2322,55,1,2516,17,3,815Q,At/Near Standard,2503,26,Above Standard,2558,30,At/Near Standard,2484,34
994327746,F,4,1,2453,27,2,745L,At/Near Standard,2491,41,Below Standard,2370,62,At/Near Standard,2534,68,At/Near Standard,2379,67,1,2407,18,1,470Q,Below Standard,2426,24,Below Standard,2399,32,Below Standard,2249,124
961139937,F,4,1,2378,28,1,585L,Below Standard,2373,51,At/Near Standard,2391,61,Below Standard,2338,72,At/Near Standard,2398,53,1,2491,17,3,735Q,At/Near Standard,2490,24,At/Near Standard,2475,37,At/Near Standard,2508,37
988385975,M,4,1,2494,25,3,835L,At/Near Standard,2515,45,At/Near Standard,2452,49,At/Near Standard,2500,68,At/Near Standard,2512,49,1,2478,17,2,695Q,At/Near Standard,2479,24,At/Near Standard,2527,38,At/Near Standard,2435,38
817382855,M,4,1,2561,28,4,980L,Above Standard,2536,40,At/Near Standard,2536,60,Above Standard,2743,104,At/Near Standard,2544,60,1,2597,19,4,1070Q,Above Standard,2608,29,Above Standard,2555,39,Above Standard,2612,36
127184346,M,4,1,2573,27,4,1005L,At/Near Standard,2511,50,Above Standard,2655,74,Above Standard,2579,68,Above Standard,2576,53,1,2513,17,3,805Q,At/Near Standard,2509,23,At/Near Standard,2486,36,Above Standard,2545,35
647632356,M,4,1,2384,30,1,595L,Below Standard,2380,47,Below Standard,2190,166,At/Near Standard,2507,77,At/Near Standard,2390,65,1,2349,23,1,285Q,Below Standard,2323,34,Below Standard,2417,41,Below Standard,2318,65
554462743,M,4,1,2327,28,1,470L,Below Standard,2329,52,Below Standard,2296,52,Below Standard,2331,88,Below Standard,2359,53,1,2349,25,1,285Q,Below Standard,2372,31,Below Standard,2296,65,Below Standard,2330,66
748461524,M,4,1,2518,26,3,885L,Above Standard,2554,42,At/Near Standard,2450,49,At/Near Standard,2536,62,At/Near Standard,2526,62,1,2459,18,2,635Q,At/Near Standard,2462,23,At/Near Standard,2465,33,At/Near Standard,2438,45
758864366,F,4,1,2578,28,4,1015L,Above Standard,2600,46,At/Near Standard,2511,52,Above Standard,2703,92,At/Near Standard,2541,67,1,2571,17,4,990Q,Above Standard,2557,25,Above Standard,2572,35,Above Standard,2595,34
782725576,M,4,1,2464,26,2,770L,At/Near Standard,2443,41,At/Near Standard,2444,59,At/Near Standard,2623,111,At/Near Standard,2453,57,1,2521,16,3,830Q,At/Near Standard,2512,22,At/Near Standard,2520,36,Above Standard,2534,28
779547187,F,4,1,2422,27,2,680L,At/Near Standard,2452,43,At/Near Standard,2413,51,At/Near Standard,2377,67,At/Near Standard,2411,63,1,2464,18,2,650Q,At/Near Standard,2456,24,At/Near Standard,2487,37,At/Near Standard,2458,43
735375554,M,4,1,2563,26,4,985L,At/Near Standard,2530,39,Above Standard,2564,55,At/Near Standard,2593,83,Above Standard,2612,58,1,2543,18,3,900Q,Above Standard,2556,25,At/Near Standard,2472,44,Above Standard,2572,33
711338338,F,4,1,2489,28,3,825L,At/Near Standard,2464,50,At/Near Standard,2516,54,At/Near Standard,2561,73,At/Near Standard,2437,62,1,2503,16,3,775Q,Above Standard,2522,25,At/Near Standard,2467,33,At/Near Standard,2502,30
796862812,M,4,1,2448,28,2,735L,At/Near Standard,2514,44,Below Standard,2342,73,At/Near Standard,2405,79,At/Near Standard,2458,58,1,2472,19,2,675Q,At/Near Standard,2462,24,At/Near Standard,2503,33,At/Near Standard,2454,50
725136135,M,4,1,2329,28,1,475L,Below Standard,2090,200,Below Standard,2374,48,Below Standard,2306,85,Below Standard,2376,49,1,2428,20,2,535Q,Below Standard,2429,27,At/Near Standard,2436,40,Below Standard,2417,42
323622234,F,4,1,2364,28,1,550L,Below Standard,2293,76,Below Standard,2373,54,At/Near Standard,2448,70,Below Standard,2366,52,1,2392,19,1,425Q,Below Standard,2405,25,Below Standard,2394,38,Below Standard,2339,57
785215645,F,4,1,2517,28,3,885L,At/Near Standard,2520,46,Above Standard,2573,57,At/Near Standard,2498,76,At/Near Standard,2452,72,1,2514,16,3,810Q,At/Near Standard,2507,25,At/Near Standard,2484,33,Above Standard,2545,28
748568478,M,4,1,2462,26,2,765L,At/Near Standard,2490,41,At/Near Standard,2462,56,At/Near Standard,2469,64,At/Near Standard,2388,67,1,2487,17,3,725Q,At/Near Standard,2514,25,At/Near Standard,2483,34,At/Near Standard,2441,36
772186945,F,4,1,2517,24,3,885L,Above Standard,2539,36,At/Near Standard,2520,50,At/Near Standard,2535,70,At/Near Standard,2446,66,1,2515,17,3,810Q,At/Near Standard,2500,26,At/Near Standard,2483,35,Above Standard,2562,31
786894749,F,4,1,2505,25,3,860L,At/Near Standard,2508,37,At/Near Standard,2494,49,At/Near Standard,2455,75,At/Near Standard,2553,66,1,2504,18,3,775Q,Above Standard,2537,26,At/Near Standard,2472,39,At/Near Standard,2465,37
118637852,M,4,1,2277,31,1,365L,Below Standard,2254,69,Below Standard,2278,57,Below Standard,2227,96,Below Standard,2318,54,1,2338,24,1,250Q,Below Standard,2341,29,Below Standard,2327,54,Below Standard,2336,73
793891217,M,4,1,2520,26,3,890L,At/Near Standard,2519,45,At/Near Standard,2535,49,At/Near Standard,2597,87,At/Near Standard,2456,64,1,2463,18,2,650Q,Below Standard,2431,26,Above Standard,2542,34,At/Near Standard,2432,42
755514798,F,4,1,2600,28,4,1065L,Above Standard,2704,65,Above Standard,2564,53,At/Near Standard,2551,74,At/Near Standard,2548,58,1,2529,17,3,855Q,At/Near Standard,2513,22,Above Standard,2541,37,Above Standard,2558,39
758422694,M,4,1,2470,27,2,780L,At/Near Standard,2458,53,At/Near Standard,2473,47,At/Near Standard,2477,59,At/Near Standard,2475,61,1,2502,17,3,770Q,At/Near Standard,2491,24,At/Near Standard,2487,34,Above Standard,2543,36
778724446,F,4,1,2419,29,2,670L,At/Near Standard,2382,64,At/Near Standard,2455,47,Below Standard,2356,67,At/Near Standard,2458,61,1,2441,19,2,580Q,At/Near Standard,2465,23,At/Near Standard,2422,47,Below Standard,2364,57
758884956,M,4,1,2468,28,2,780L,At/Near Standard,2488,41,At/Near Standard,2403,62,At/Near Standard,2542,75,At/Near Standard,2446,59,1,2510,17,3,795Q,At/Near Standard,2506,25,Above Standard,2556,43,At/Near Standard,2485,32
735775366,M,4,1,2551,27,4,960L,At/Near Standard,2528,39,Above Standard,2576,62,At/Near Standard,2576,74,Above Standard,2562,57,1,2574,16,4,1000Q,Above Standard,2609,26,Above Standard,2538,31,Above Standard,2559,33
315878293,M,4,1,2313,30,1,440L,Below Standard,2287,58,Below Standard,2211,91,At/Near Standard,2452,67,Below Standard,2313,56,1,2442,20,2,580Q,At/Near Standard,2489,27,Below Standard,2375,60,Below Standard,2387,50
534458454,M,4,1,2558,24,4,975L,Above Standard,2568,44,Above Standard,2551,49,At/Near Standard,2512,62,Above Standard,2579,44,1,2557,18,4,945Q,Above Standard,2595,28,At/Near Standard,2531,36,At/Near Standard,2511,41
722527847,F,4,1,2471,27,2,785L,At/Near Standard,2453,45,At/Near Standard,2527,57,At/Near Standard,2397,62,At/Near Standard,2509,67,1,2479,18,2,700Q,At/Near Standard,2460,24,At/Near Standard,2500,34,At/Near Standard,2502,42
966985426,F,4,1,2508,27,3,865L,At/Near Standard,2525,44,At/Near Standard,2568,64,At/Near Standard,2489,68,At/Near Standard,2440,61,1,2460,17,2,640Q,At/Near Standard,2474,24,Below Standard,2399,40,At/Near Standard,2483,31
863558842,F,4,1,2322,29,1,460L,Below Standard,2364,46,Below Standard,2247,72,At/Near Standard,2378,92,Below Standard,2311,58,1,2360,22,1,320Q,Below Standard,2378,27,Below Standard,2332,53,Below Standard,2320,63
478314568,M,4,1,2556,26,4,970L,Above Standard,2567,45,At/Near Standard,2492,51,At/Near Standard,2555,73,Above Standard,2603,50,1,2589,19,4,1045Q,Above Standard,2587,26,Above Standard,2604,38,Above Standard,2576,38
334146788,M,4,1,2472,30,2,785L,At/Near Standard,2508,49,At/Near Standard,2531,80,At/Near Standard,2446,63,At/Near Standard,2399,70,1,2478,19,2,695Q,At/Near Standard,2497,27,At/Near Standard,2479,37,At/Near Standard,2434,47
777249338,M,4,1,2543,26,4,940L,Above Standard,2538,39,At/Near Standard,2510,64,At/Near Standard,2556,73,Above Standard,2565,50,1,2481,18,2,705Q,Above Standard,2534,24,Below Standard,2407,49,Below Standard,2335,92
231645642,M,4,1,2607,28,4,1080L,Above Standard,2614,43,Above Standard,2579,59,At/Near Standard,2546,67,Above Standard,2663,59,1,2616,19,4,1075Q,Above Standard,2638,31,Above Standard,2639,48,Above Standard,2582,30
787442277,F,4,1,2437,28,2,710L,At/Near Standard,2439,42,At/Near Standard,2477,65,At/Near Standard,2383,78,At/Near Standard,2435,59,1,2536,18,3,880Q,Above Standard,2564,26,At/Near Standard,2534,34,At/Near Standard,2481,41
727785863,F,4,1,2484,28,3,815L,At/Near Standard,2537,50,At/Near Standard,2384,61,At/Near Standard,2452,67,At/Near Standard,2559,63,1,2517,17,3,820Q,Above Standard,2540,24,At/Near Standard,2508,35,At/Near Standard,2489,31
737218625,M,4,1,2323,30,1,465L,Below Standard,2366,44,Below Standard,2323,56,Below Standard,2215,131,Below Standard,2288,66,1,2327,25,1,215Q,Below Standard,2318,34,Below Standard,2321,48,Below Standard,2363,52
682876612,M,4,1,2384,29,1,595L,At/Near Standard,2430,45,Below Standard,2257,102,At/Near Standard,2331,96,At/Near Standard,2409,54,1,2349,24,1,285Q,Below Standard,2382,28,Below Standard,2296,66,Below Standard,2225,108
443784788,M,4,1,2495,27,3,835L,At/Near Standard,2461,55,At/Near Standard,2502,49,At/Near Standard,2548,64,At/Near Standard,2485,54,1,2524,18,3,840Q,Above Standard,2548,26,At/Near Standard,2544,41,At/Near Standard,2457,40
845429462,F,4,1,2519,26,3,890L,Above Standard,2550,41,At/Near Standard,2511,53,At/Near Standard,2487,75,At/Near Standard,2497,51,1,2485,19,3,715Q,At/Near Standard,2476,26,At/Near Standard,2505,35,At/Near Standard,2478,48
798976332,M,4,1,2335,28,1,490L,Below Standard,2339,50,Below Standard,2298,57,At/Near Standard,2381,80,Below Standard,2344,49,1,2290,32,1,100Q,Below Standard,2273,41,Below Standard,2225,127,Below Standard,2379,52
779353674,M,4,1,2323,28,1,465L,Below Standard,2352,43,Below Standard,2318,58,Below Standard,2278,75,Below Standard,2312,57,1,2416,18,2,500Q,Below Standard,2445,25,Below Standard,2337,56,Below Standard,2401,40
751432384,M,4,1,2383,26,1,595L,Below Standard,2355,56,At/Near Standard,2428,44,At/Near Standard,2383,64,Below Standard,2342,58,1,2374,23,1,365Q,Below Standard,2402,27,Below Standard,2347,43,Below Standard,2271,114
746735446,F,4,1,2620,28,4,1110L,Above Standard,2626,48,At/Near Standard,2530,56,At/Near Standard,2547,56,Above Standard,2856,149,1,2547,17,3,915Q,Above Standard,2521,24,Above Standard,2543,32,Above Standard,2592,30
723547647,M,4,1,2492,23,3,830L,At/Near Standard,2459,40,At/Near Standard,2485,44,At/Near Standard,2533,64,At/Near Standard,2532,49,1,2529,17,3,855Q,Above Standard,2528,25,At/Near Standard,2505,31,Above Standard,2564,35
392593438,F,4,1,2346,26,1,515L,Below Standard,2283,56,At/Near Standard,2411,45,Below Standard,2346,72,Below Standard,2343,52,1,2433,19,2,555Q,Below Standard,2441,24,Below Standard,2392,53,At/Near Standard,2440,39
726355433,F,4,1,2566,27,4,990L,At/Near Standard,2502,41,Above Standard,2628,86,Above Standard,2625,71,Above Standard,2618,64,1,2497,18,3,755Q,At/Near Standard,2488,28,At/Near Standard,2475,35,At/Near Standard,2533,34
865757334,M,4,1,2468,26,2,780L,At/Near Standard,2521,41,Below Standard,2310,83,Above Standard,2625,80,At/Near Standard,2423,64,1,2497,17,3,755Q,At/Near Standard,2518,24,At/Near Standard,2462,40,At/Near Standard,2484,35
888738349,F,4,1,2519,25,3,890L,At/Near Standard,2458,45,At/Near Standard,2544,55,Above Standard,2622,86,At/Near Standard,2557,61,1,2522,16,3,835Q,At/Near Standard,2511,24,At/Near Standard,2525,33,Above Standard,2536,30
454247178,F,4,1,2458,26,2,755L,At/Near Standard,2412,51,At/Near Standard,2452,49,At/Near Standard,2443,75,At/Near Standard,2527,57,1,2471,18,2,675Q,At/Near Standard,2463,26,At/Near Standard,2511,35,At/Near Standard,2435,40
859743873,F,4,1,2515,30,3,880L,At/Near Standard,2506,50,At/Near Standard,2496,59,At/Near Standard,2511,82,At/Near Standard,2546,57,1,2601,18,4,1075Q,Above Standard,2597,29,Above Standard,2586,31,Above Standard,2628,36
294532772,M,4,1,2639,30,4,1150L,Above Standard,2617,48,Above Standard,2574,59,Above Standard,2852,171,Above Standard,2644,54,1,2522,16,3,835Q,Above Standard,2528,25,Above Standard,2535,31,At/Near Standard,2504,29
567633367,F,4,1,2304,34,1,420L,Below Standard,2357,48,Below Standard,2245,88,Below Standard,2347,79,Below Standard,2231,84,1,2314,28,1,175Q,Below Standard,2290,40,Below Standard,2343,51,Below Standard,2351,61
711371834,M,4,1,2390,26,1,610L,Below Standard,2358,49,At/Near Standard,2493,50,Below Standard,2301,70,Below Standard,2365,52,1,2459,18,2,635Q,At/Near Standard,2485,24,Below Standard,2421,41,At/Near Standard,2441,39
799524667,M,4,1,2444,26,2,725L,At/Near Standard,2446,42,At/Near Standard,2476,53,At/Near Standard,2488,57,Below Standard,2340,73,1,2547,19,3,915Q,Above Standard,2596,34,Above Standard,2552,37,At/Near Standard,2461,45
725887466,M,4,1,2516,31,3,880L,At/Near Standard,2536,50,At/Near Standard,2455,58,At/Near Standard,2536,70,At/Near Standard,2545,74,1,2508,18,3,790Q,At/Near Standard,2510,26,At/Near Standard,2506,36,At/Near Standard,2508,39
735544844,F,4,1,2507,25,3,865L,At/Near Standard,2499,41,At/Near Standard,2531,49,At/Near Standard,2520,67,At/Near Standard,2482,55,1,2499,19,3,760Q,At/Near Standard,2502,26,At/Near Standard,2489,38,At/Near Standard,2503,37
782123511,M,4,1,2562,28,4,980L,Above Standard,2563,48,Above Standard,2568,58,At/Near Standard,2490,63,Above Standard,2629,62,1,2609,19,4,1075Q,Above Standard,2625,24,Above Standard,2550,38,Above Standard,2638,48
786267835,M,4,1,2368,27,1,560L,Below Standard,2391,45,Below Standard,2319,79,Below Standard,2369,61,Below Standard,2360,55,1,2427,18,2,535Q,Below Standard,2432,25,Below Standard,2431,34,Below Standard,2412,36
776888826,F,4,1,2548,26,4,950L,Above Standard,2544,40,At/Near Standard,2513,50,At/Near Standard,2563,75,Above Standard,2591,59,1,2558,18,4,950Q,Above Standard,2564,23,At/Near Standard,2492,41,Above Standard,2617,50
767946649,F,4,1,2530,25,3,910L,Above Standard,2560,39,At/Near Standard,2496,51,At/Near Standard,2569,70,At/Near Standard,2486,57,1,2585,17,4,1035Q,Above Standard,2568,24,Above Standard,2645,44,Above Standard,2569,30
353283617,F,4,1,2496,25,3,840L,At/Near Standard,2483,44,Above Standard,2602,75,At/Near Standard,2533,65,At/Near Standard,2438,48,1,2508,17,3,790Q,At/Near Standard,2489,25,At/Near Standard,2530,34,At/Near Standard,2519,32
734418313,F,4,1,2531,26,3,915L,Above Standard,2552,42,At/Near Standard,2505,56,Above Standard,2587,62,At/Near Standard,2472,60,1,2487,17,3,725Q,At/Near Standard,2508,23,At/Near Standard,2497,33,At/Near Standard,2375,76
738153984,M,4,1,2524,26,3,900L,At/Near Standard,2506,42,Above Standard,2592,61,At/Near Standard,2530,74,At/Near Standard,2479,56,1,2519,17,3,825Q,At/Near Standard,2514,27,At/Near Standard,2509,32,Above Standard,2536,31
768828523,F,4,1,2484,23,3,815L,At/Near Standard,2494,37,Below Standard,2363,55,Above Standard,2597,70,At/Near Standard,2525,51,1,2546,16,3,910Q,At/Near Standard,2521,26,Above Standard,2593,31,Above Standard,2533,31
883555158,M,4,1,2596,28,4,1055L,Above Standard,2588,44,Above Standard,2595,60,At/Near Standard,2519,68,Above Standard,2676,68,1,2611,20,4,1075Q,Above Standard,2599,26,Above Standard,2632,47,Above Standard,2625,45
757662838,F,4,1,2412,30,1,655L,Below Standard,2248,111,Below Standard,2196,133,Above Standard,2813,176,At/Near Standard,2401,62,1,2463,19,2,650Q,At/Near Standard,2485,24,At/Near Standard,2447,39,At/Near Standard,2409,53
755553284,F,4,1,2552,28,4,960L,At/Near Standard,2479,46,Above Standard,2585,65,Above Standard,2576,66,Above Standard,2631,64,1,2580,19,4,1020Q,Above Standard,2574,27,Above Standard,2598,39,Above Standard,2572,36
483729742,M,4,1,2339,28,1,500L,Below Standard,2286,59,Below Standard,2323,61,At/Near Standard,2372,69,At/Near Standard,2393,55,1,2473,17,2,680Q,At/Near Standard,2484,24,At/Near Standard,2450,38,At/Near Standard,2472,34
396957134,M,4,1,2419,28,2,670L,Below Standard,2383,45,At/Near Standard,2415,59,At/Near Standard,2553,95,At/Near Standard,2425,57,1,2442,19,2,580Q,Below Standard,2403,27,At/Near Standard,2484,33,At/Near Standard,2461,35
789827556,M,4,1,2539,26,4,930L,Above Standard,2568,44,At/Near Standard,2512,51,At/Near Standard,2443,77,Above Standard,2563,49,1,2493,18,3,745Q,Below Standard,2438,29,At/Near Standard,2503,41,Above Standard,2579,42
356359483,F,4,1,2456,29,2,750L,At/Near Standard,2454,57,At/Near Standard,2466,46,At/Near Standard,2494,71,At/Near Standard,2383,83,1,2465,17,2,655Q,At/Near Standard,2499,23,Below Standard,2362,68,At/Near Standard,2434,41
666654112,F,4,1,2408,26,1,650L,Below Standard,2377,44,At/Near Standard,2401,48,At/Near Standard,2371,91,At/Near Standard,2520,77,1,2431,19,2,545Q,Below Standard,2421,24,At/Near Standard,2432,43,At/Near Standard,2464,42
653396783,M,4,1,2316,31,1,450L,Below Standard,2297,61,Below Standard,2344,56,Below Standard,2290,88,Below Standard,2321,54,1,2382,22,1,390Q,Below Standard,2367,31,Below Standard,2308,78,At/Near Standard,2439,35
336932149,M,4,1,2522,26,3,895L,At/Near Standard,2526,47,At/Near Standard,2462,56,At/Near Standard,2513,56,Above Standard,2589,59,1,2519,18,3,825Q,Above Standard,2542,23,At/Near Standard,2535,38,At/Near Standard,2410,66
443452387,M,4,1,2450,25,2,740L,At/Near Standard,2422,45,At/Near Standard,2502,47,At/Near Standard,2432,67,At/Near Standard,2430,55,1,2466,19,2,655Q,At/Near Standard,2452,27,At/Near Standard,2468,37,At/Near Standard,2488,34
763423667,M,4,1,2498,26,3,845L,At/Near Standard,2522,36,At/Near Standard,2452,65,At/Near Standard,2505,68,At/Near Standard,2471,61,1,2511,16,3,800Q,Above Standard,2521,22,At/Near Standard,2519,33,At/Near Standard,2471,38
777385765,F,4,1,2363,25,1,550L,Below Standard,2303,51,At/Near Standard,2424,52,At/Near Standard,2422,77,Below Standard,2341,51,1,2474,18,2,680Q,At/Near Standard,2484,24,At/Near Standard,2461,38,At/Near Standard,2458,42
745847649,F,4,1,2398,25,1,625L,Below Standard,2381,41,Below Standard,2387,52,At/Near Standard,2367,79,At/Near Standard,2453,54,1,2420,18,2,510Q,Below Standard,2420,24,At/Near Standard,2441,39,Below Standard,2399,38
477923955,F,4,1,2507,26,3,865L,At/Near Standard,2487,45,At/Near Standard,2412,55,At/Near Standard,2525,68,Above Standard,2632,65,1,2522,16,3,835Q,Above Standard,2535,26,Above Standard,2539,30,At/Near Standard,2482,36
