EDUID,Gender,Enrolled Grade,ELA/Literacy OppNumber,ELA/Literacy Scale Score,Standard Error for ELA/Literacy Scale Score,ELA/Literacy Achievement Level,ELA/Literacy Reported Lexile® Measure,Reading Claim Achievement Category,Reading Claim Scale Score,Reading Claim Standard Error,Writing Claim Achievement Category,Writing Claim Scale Score,Writing Claim Standard Error,Listening Claim Achievement Category,Listening Claim Scale Score,Listening Claim Standard Error,Research/Inquiry Claim Achievement Category,Research/Inquiry Claim Scale Score,Research/Inquiry Claim Standard Error,Mathematics OppNumber,Mathematics Scale Score,Standard Error for Mathematics Scale Score,Mathematics Achievement Level,Mathematics Reported Quantile® Measure,Concepts and Procedures Claim Achievement Category,Concepts and Procedures Claim Scale Score,Concepts and Procedures Claim Standard Error,Problem Solving and Modeling & Data Analysis Claim Achievement Category,Problem Solving and Modeling & Data Analysis Claim Scale Score,Problem Solving and Modeling & Data Analysis Claim Standard Error,Communicating Reasoning Claim Achievement Category,Communicating Reasoning Claim Scale Score,Communicating Reasoning Claim Standard Error
243962383,M,4,1,2313,28,1,440L,Below Standard,2318,54,Below Standard,2314,40,At/Near Standard,2367,79,Below Standard,2249,86,1,2385,20,1,400Q,Below Standard,2405,25,Below Standard,2351,48,Below Standard,2342,61
342685482,F,4,1,2240,40,1,285L,Below Standard,2243,92,Below Standard,2210,67,Below Standard,2340,80,Below Standard,2191,110,1,2350,25,1,290Q,Below Standard,2324,38,Below Standard,2360,48,Below Standard,2400,50
373862684,F,4,1,2411,27,1,655L,Below Standard,2205,133,At/Near Standard,2455,42,At/Near Standard,2400,74,At/Near Standard,2451,62,1,2375,23,1,370Q,Below Standard,2399,27,Below Standard,2266,108,Below Standard,2374,50
382334554,M,4,1,2401,28,1,630L,At/Near Standard,2423,45,Below Standard,2376,49,At/Near Standard,2456,79,Below Standard,2365,71,1,2454,17,2,620Q,At/Near Standard,2480,24,Below Standard,2419,40,Below Standard,2411,47
527165652,M,4,1,2502,26,3,850L,Above Standard,2539,42,At/Near Standard,2429,55,At/Near Standard,2542,70,At/Near Standard,2498,55,1,2468,19,2,665Q,At/Near Standard,2464,28,At/Near Standard,2462,35,At/Near Standard,2481,35
578441241,M,4,1,2551,27,4,960L,Above Standard,2568,47,At/Near Standard,2400,76,Above Standard,2655,86,Above Standard,2601,55,1,2565,18,4,970Q,Above Standard,2541,24,Above Standard,2546,35,Above Standard,2639,46
734888359,M,4,1,2315,34,1,445L,Below Standard,2327,70,Below Standard,2202,84,At/Near Standard,2433,73,Below Standard,2327,65,1,2429,20,2,540Q,Below Standard,2427,26,Below Standard,2405,49,At/Near Standard,2454,41
868671685,M,4,1,2348,28,1,515L,Below Standard,2395,48,Below Standard,2357,48,Below Standard,2294,93,Below Standard,2293,64,1,2367,21,1,345Q,Below Standard,2402,26,Below Standard,2355,43,Below Standard,2174,143
532176445,M,4,1,2430,23,2,695L,Below Standard,2380,45,Below Standard,2417,36,At/Near Standard,2531,81,At/Near Standard,2489,53,1,2450,19,2,605Q,At/Near Standard,2478,25,Below Standard,2321,75,At/Near Standard,2474,39
682843816,F,4,1,2307,29,1,430L,Below Standard,2093,203,Below Standard,2335,39,At/Near Standard,2432,75,Below Standard,2230,86,1,2375,20,1,370Q,Below Standard,2387,27,Below Standard,2389,34,Below Standard,2253,95
418229617,F,4,1,2358,27,1,540L,Below Standard,2372,46,At/Near Standard,2436,44,Below Standard,2319,84,Below Standard,2118,161,1,2342,24,1,265Q,Below Standard,2297,37,At/Near Standard,2443,40,Below Standard,2302,75
284743366,F,4,1,2458,27,2,755L,At/Near Standard,2419,55,At/Near Standard,2473,46,At/Near Standard,2398,75,At/Near Standard,2520,60,1,2527,18,3,850Q,Above Standard,2556,28,At/Near Standard,2507,35,At/Near Standard,2501,37
312266672,M,4,1,2331,30,1,480L,Below Standard,2374,45,Below Standard,2267,63,At/Near Standard,2424,80,Below Standard,2270,92,1,2441,21,2,580Q,At/Near Standard,2483,25,Below Standard,2331,71,Below Standard,2392,61
321288131,M,4,1,2346,29,1,515L,At/Near Standard,2406,49,Below Standard,2261,68,At/Near Standard,2434,76,Below Standard,2311,68,1,2459,21,2,635Q,At/Near Standard,2481,27,At/Near Standard,2467,45,Below Standard,2379,61
324828685,F,4,1,2418,25,2,670L,Below Standard,2394,42,At/Near Standard,2468,42,At/Near Standard,2469,77,Below Standard,2271,105,1,2440,18,2,575Q,Below Standard,2433,25,At/Near Standard,2461,45,At/Near Standard,2440,35
332658259,M,4,1,2304,30,1,420L,Below Standard,2343,51,Below Standard,2281,52,At/Near Standard,2371,84,Below Standard,2245,82,1,2427,17,2,535Q,Below Standard,2448,24,Below Standard,2382,42,Below Standard,2422,36
335336566,F,4,1,2391,27,1,610L,Below Standard,2395,44,At/Near Standard,2430,49,At/Near Standard,2369,85,Below Standard,2339,63,1,2433,21,2,555Q,At/Near Standard,2474,26,Below Standard,2395,54,Below Standard,2171,185
377599537,M,4,1,2370,26,1,565L,Below Standard,2351,48,At/Near Standard,2415,41,At/Near Standard,2492,81,Below Standard,2190,119,1,2419,19,2,510Q,Below Standard,2433,24,At/Near Standard,2436,36,Below Standard,2245,106
382623123,F,4,1,2444,24,2,725L,At/Near Standard,2472,43,At/Near Standard,2426,42,At/Near Standard,2460,67,At/Near Standard,2418,56,1,2434,17,2,555Q,Below Standard,2436,24,At/Near Standard,2457,30,Below Standard,2384,45
386812662,M,4,1,2315,29,1,445L,Below Standard,2348,45,Below Standard,2294,53,At/Near Standard,2390,81,Below Standard,2248,77,1,2363,23,1,330Q,Below Standard,2354,32,Below Standard,2235,120,At/Near Standard,2439,40
481187873,F,4,1,2427,26,2,690L,Below Standard,2388,51,Below Standard,2401,43,At/Near Standard,2717,164,At/Near Standard,2425,69,1,2432,18,2,550Q,Below Standard,2405,29,At/Near Standard,2454,33,At/Near Standard,2448,33
497876156,M,4,1,2457,25,2,755L,At/Near Standard,2498,48,At/Near Standard,2441,42,Below Standard,2323,68,At/Near Standard,2504,49,1,2375,23,1,370Q,Below Standard,2386,30,Below Standard,2340,63,Below Standard,2374,53
525745754,M,4,1,2330,29,1,480L,Below Standard,2223,90,Below Standard,2283,59,At/Near Standard,2487,81,At/Near Standard,2407,61,1,2364,21,1,335Q,Below Standard,2365,28,Below Standard,2297,57,Below Standard,2415,38
554564473,F,4,1,2442,29,2,720L,At/Near Standard,2502,48,At/Near Standard,2418,55,At/Near Standard,2494,72,At/Near Standard,2174,211,1,2463,17,2,650Q,At/Near Standard,2451,24,At/Near Standard,2482,34,At/Near Standard,2468,36
555799862,F,4,1,2361,27,1,545L,Below Standard,2332,67,Below Standard,2309,49,At/Near Standard,2426,75,At/Near Standard,2428,52,1,2328,25,1,220Q,Below Standard,2359,30,Below Standard,2305,55,Below Standard,2131,181
567862886,F,4,1,2552,24,4,960L,Above Standard,2602,46,Above Standard,2565,43,At/Near Standard,2510,70,At/Near Standard,2493,52,1,2493,17,3,745Q,At/Near Standard,2486,23,At/Near Standard,2466,38,At/Near Standard,2530,35
594618847,F,4,1,2510,27,3,870L,Above Standard,2583,52,At/Near Standard,2473,50,At/Near Standard,2387,86,At/Near Standard,2533,51,1,2498,17,3,760Q,At/Near Standard,2480,24,At/Near Standard,2518,33,At/Near Standard,2516,34
598914989,M,4,1,2367,28,1,560L,Below Standard,2338,49,Below Standard,2358,49,At/Near Standard,2442,79,At/Near Standard,2387,58,1,2470,18,2,670Q,At/Near Standard,2512,25,Below Standard,2406,41,At/Near Standard,2432,45
599898344,F,4,1,2489,22,3,825L,At/Near Standard,2520,36,At/Near Standard,2477,40,At/Near Standard,2468,73,At/Near Standard,2455,55,1,2399,19,1,445Q,Below Standard,2407,25,At/Near Standard,2443,36,Below Standard,2173,158
665853223,M,4,1,2381,29,1,590L,Below Standard,2378,49,Below Standard,2339,66,At/Near Standard,2500,73,Below Standard,2335,74,1,2438,17,2,570Q,At/Near Standard,2454,23,Below Standard,2388,39,At/Near Standard,2444,35
676182857,F,4,1,2380,26,1,585L,At/Near Standard,2426,44,Below Standard,2404,39,Below Standard,2201,126,Below Standard,2276,93,1,2381,22,1,390Q,Below Standard,2388,27,Below Standard,2367,49,Below Standard,2376,54
676758234,F,4,1,2413,26,1,660L,At/Near Standard,2427,51,At/Near Standard,2445,38,Below Standard,2310,82,Below Standard,2379,60,1,2446,17,2,595Q,At/Near Standard,2470,24,Below Standard,2340,69,At/Near Standard,2454,28
726264468,F,4,1,2510,28,3,870L,At/Near Standard,2525,60,At/Near Standard,2472,44,Above Standard,2605,81,At/Near Standard,2512,62,1,2473,17,2,680Q,At/Near Standard,2486,25,At/Near Standard,2480,32,At/Near Standard,2432,40
728473528,F,4,1,2465,26,2,770L,Below Standard,2373,62,At/Near Standard,2529,48,At/Near Standard,2624,105,At/Near Standard,2407,63,1,2510,17,3,795Q,At/Near Standard,2514,23,At/Near Standard,2494,38,At/Near Standard,2515,32
733757239,F,4,1,2462,25,2,765L,At/Near Standard,2521,47,At/Near Standard,2469,40,At/Near Standard,2403,73,At/Near Standard,2387,63,1,2433,18,2,555Q,Below Standard,2430,23,At/Near Standard,2449,38,At/Near Standard,2421,47
739845774,F,4,1,2524,23,3,900L,At/Near Standard,2515,40,At/Near Standard,2531,43,At/Near Standard,2574,70,At/Near Standard,2504,50,1,2532,16,3,865Q,Above Standard,2530,21,Above Standard,2561,38,At/Near Standard,2514,33
755475886,M,4,1,2374,28,1,575L,Below Standard,2376,51,Below Standard,2374,48,At/Near Standard,2442,75,Below Standard,2319,67,1,2287,32,1,90Q,Below Standard,2284,39,Below Standard,2263,94,Below Standard,2337,57
777576338,M,4,1,2214,45,1,225L,Below Standard,2368,50,Below Standard,2032,168,Below Standard,2181,130,Below Standard,2166,132,1,2256,38,1,EM10Q,Below Standard,2296,40,Below Standard,2203,115,Below Standard,2164,170
783977462,M,4,1,2395,27,1,620L,Below Standard,2342,58,Below Standard,2414,39,At/Near Standard,2446,69,Below Standard,2369,67,1,2363,22,1,330Q,Below Standard,2369,28,Below Standard,2313,69,Below Standard,2386,46
334325717,M,4,1,2461,28,2,765L,At/Near Standard,2516,49,At/Near Standard,2415,51,At/Near Standard,2476,83,At/Near Standard,2444,64,1,2481,17,2,705Q,At/Near Standard,2469,22,At/Near Standard,2525,35,At/Near Standard,2453,43
366628876,F,4,1,2466,27,2,775L,At/Near Standard,2458,49,At/Near Standard,2512,45,At/Near Standard,2429,79,At/Near Standard,2408,68,1,2374,21,1,365Q,Below Standard,2375,28,Below Standard,2379,41,Below Standard,2358,55
723432384,M,4,1,2304,29,1,420L,Below Standard,2337,57,Below Standard,2307,38,Below Standard,2330,87,Below Standard,2214,95,1,2317,31,1,185Q,Below Standard,2306,41,Below Standard,2213,127,At/Near Standard,2415,51
787295459,M,4,1,2445,26,2,730L,At/Near Standard,2507,49,At/Near Standard,2424,40,At/Near Standard,2374,84,At/Near Standard,2438,60,1,2499,17,3,760Q,At/Near Standard,2492,25,Above Standard,2539,33,At/Near Standard,2461,42
881325813,M,4,1,2434,27,2,705L,At/Near Standard,2429,50,At/Near Standard,2478,45,Below Standard,2180,181,At/Near Standard,2447,51,1,2449,19,2,605Q,At/Near Standard,2466,25,At/Near Standard,2424,43,At/Near Standard,2434,42
439128173,M,4,1,2428,24,2,690L,At/Near Standard,2441,49,Below Standard,2402,35,Below Standard,2345,78,At/Near Standard,2523,50,1,2420,19,2,510Q,Below Standard,2389,26,At/Near Standard,2443,40,At/Near Standard,2483,41
321447658,M,4,1,2485,25,3,815L,At/Near Standard,2544,48,At/Near Standard,2438,46,At/Near Standard,2516,71,At/Near Standard,2477,54,1,2485,18,3,715Q,At/Near Standard,2499,25,At/Near Standard,2468,36,At/Near Standard,2475,35
333557635,F,4,1,2343,31,1,505L,Below Standard,2352,63,Below Standard,2293,58,At/Near Standard,2379,76,At/Near Standard,2384,63,1,2314,27,1,175Q,Below Standard,2331,32,Below Standard,2278,73,Below Standard,2265,93
335735794,M,4,1,2425,28,2,685L,At/Near Standard,2456,49,At/Near Standard,2409,48,At/Near Standard,2426,72,At/Near Standard,2402,66,1,2462,18,2,645Q,At/Near Standard,2470,23,At/Near Standard,2494,36,Below Standard,2360,65
339473982,F,4,1,2492,26,3,830L,At/Near Standard,2482,50,Above Standard,2581,57,At/Near Standard,2457,72,At/Near Standard,2445,49,1,2465,17,2,655Q,At/Near Standard,2491,28,At/Near Standard,2470,31,Below Standard,2418,38
342696318,F,4,1,2593,28,4,1050L,Above Standard,2615,52,Above Standard,2613,56,Above Standard,2595,70,At/Near Standard,2530,71,1,2561,18,4,960Q,Above Standard,2592,30,Above Standard,2549,34,At/Near Standard,2529,36
344876236,M,4,1,2383,26,1,595L,At/Near Standard,2429,44,Below Standard,2375,44,At/Near Standard,2414,73,Below Standard,2235,108,1,2452,20,2,615Q,At/Near Standard,2472,25,At/Near Standard,2437,40,Below Standard,2360,81
366721787,M,4,1,2363,27,1,550L,Below Standard,2376,45,Below Standard,2390,44,At/Near Standard,2387,73,Below Standard,2264,79,1,2410,17,1,480Q,Below Standard,2434,24,Below Standard,2372,40,Below Standard,2390,41
366957348,M,4,1,2596,26,4,1055L,Above Standard,2680,59,At/Near Standard,2523,47,Above Standard,2634,72,Above Standard,2573,55,1,2579,18,4,1015Q,Above Standard,2589,25,Above Standard,2557,39,Above Standard,2580,35
394337576,F,4,1,2318,28,1,450L,Below Standard,2259,98,Below Standard,2318,40,At/Near Standard,2400,74,Below Standard,2303,65,1,2323,26,1,205Q,Below Standard,2308,34,Below Standard,2234,125,Below Standard,2390,41
565745283,F,4,1,2381,27,1,590L,Below Standard,2404,44,Below Standard,2390,53,At/Near Standard,2442,77,Below Standard,2310,59,1,2403,19,1,460Q,Below Standard,2408,25,Below Standard,2405,38,Below Standard,2386,49
714478927,M,4,1,2460,27,2,760L,At/Near Standard,2498,48,At/Near Standard,2480,46,At/Near Standard,2474,70,At/Near Standard,2216,207,1,2557,17,4,945Q,Above Standard,2571,26,Above Standard,2542,35,Above Standard,2547,33
722796941,F,4,1,2421,26,2,675L,Below Standard,2396,47,At/Near Standard,2410,43,At/Near Standard,2497,81,At/Near Standard,2435,58,1,2418,20,2,505Q,Below Standard,2437,25,Below Standard,2422,37,Below Standard,2212,128
722917845,M,4,1,2476,24,3,795L,At/Near Standard,2443,43,At/Near Standard,2474,37,At/Near Standard,2568,95,At/Near Standard,2498,60,1,2519,17,3,825Q,At/Near Standard,2499,26,At/Near Standard,2506,34,Above Standard,2559,34
749445387,F,4,1,2642,30,4,1155L,Above Standard,2784,93,Above Standard,2579,49,At/Near Standard,2536,77,Above Standard,2672,57,1,2547,16,3,915Q,Above Standard,2533,23,Above Standard,2590,41,Above Standard,2545,29
756166725,F,4,1,2449,25,2,735L,At/Near Standard,2475,41,At/Near Standard,2495,43,At/Near Standard,2352,86,Below Standard,2335,79,1,2457,19,2,630Q,At/Near Standard,2468,27,At/Near Standard,2478,39,Below Standard,2384,58
794878383,F,4,1,2472,25,2,785L,Above Standard,2576,45,At/Near Standard,2448,46,At/Near Standard,2298,117,At/Near Standard,2432,55,1,2480,17,2,700Q,At/Near Standard,2471,25,At/Near Standard,2525,36,At/Near Standard,2446,42
864173298,F,4,1,2465,25,2,770L,At/Near Standard,2450,42,At/Near Standard,2491,42,At/Near Standard,2507,72,At/Near Standard,2412,64,1,2463,18,2,650Q,At/Near Standard,2479,23,Below Standard,2402,45,At/Near Standard,2471,40
363343345,F,4,1,2547,25,4,950L,Above Standard,2564,47,At/Near Standard,2505,43,Above Standard,2585,65,Above Standard,2559,48,1,2510,16,3,795Q,At/Near Standard,2496,22,At/Near Standard,2536,39,At/Near Standard,2517,29
555433451,M,4,1,2455,25,2,750L,Below Standard,2367,51,At/Near Standard,2483,41,At/Near Standard,2534,83,At/Near Standard,2484,55,1,2416,19,2,500Q,Below Standard,2445,26,Below Standard,2353,54,Below Standard,2381,48
218146683,M,4,1,2542,27,4,940L,Above Standard,2627,54,At/Near Standard,2489,50,Above Standard,2593,73,At/Near Standard,2408,108,1,2503,17,3,775Q,Above Standard,2550,25,At/Near Standard,2447,44,At/Near Standard,2429,48
232378257,F,4,1,2489,26,3,825L,At/Near Standard,2545,50,At/Near Standard,2512,47,At/Near Standard,2371,97,At/Near Standard,2444,56,1,2545,17,3,905Q,Above Standard,2541,24,Above Standard,2572,34,At/Near Standard,2527,32
234466322,F,4,1,2406,29,1,645L,At/Near Standard,2466,43,Below Standard,2393,47,At/Near Standard,2336,104,At/Near Standard,2291,121,1,2421,19,2,515Q,Below Standard,2425,26,Below Standard,2404,38,At/Near Standard,2433,39
257524633,F,4,1,2465,26,2,770L,At/Near Standard,2465,44,At/Near Standard,2463,49,At/Near Standard,2547,75,At/Near Standard,2426,57,1,2494,16,3,745Q,At/Near Standard,2509,22,At/Near Standard,2463,37,At/Near Standard,2494,30
266667747,F,4,1,2357,26,1,535L,Below Standard,2320,57,Below Standard,2369,38,At/Near Standard,2531,87,Below Standard,2211,105,1,2339,24,1,255Q,Below Standard,2346,30,Below Standard,2335,55,Below Standard,2311,70
273924873,M,4,1,2402,28,1,635L,At/Near Standard,2427,49,Below Standard,2340,59,At/Near Standard,2525,79,Below Standard,2378,54,1,2498,17,3,760Q,At/Near Standard,2503,24,At/Near Standard,2497,34,At/Near Standard,2487,36
278376382,M,4,1,2545,24,4,945L,At/Near Standard,2524,44,At/Near Standard,2511,44,Above Standard,2614,79,Above Standard,2570,41,1,2508,18,3,790Q,At/Near Standard,2507,25,At/Near Standard,2485,38,At/Near Standard,2529,34
284735462,M,4,1,2539,23,4,930L,Above Standard,2536,42,At/Near Standard,2498,39,Above Standard,2600,71,Above Standard,2573,47,1,2517,20,3,820Q,At/Near Standard,2510,29,Above Standard,2566,43,At/Near Standard,2486,37
295432356,M,4,1,2416,25,2,665L,At/Near Standard,2426,45,At/Near Standard,2438,38,At/Near Standard,2387,82,Below Standard,2365,62,1,2493,17,3,745Q,At/Near Standard,2514,23,At/Near Standard,2461,34,At/Near Standard,2479,36
313831527,M,4,1,2562,25,4,980L,Above Standard,2638,50,At/Near Standard,2493,46,At/Near Standard,2535,73,Above Standard,2572,51,1,2495,16,3,750Q,At/Near Standard,2466,26,Above Standard,2545,35,At/Near Standard,2503,29
321869347,M,4,1,2569,25,4,995L,Above Standard,2574,39,Above Standard,2556,47,Above Standard,2724,100,At/Near Standard,2488,66,1,2553,16,4,935Q,Above Standard,2551,22,Above Standard,2546,33,Above Standard,2563,31
323238473,M,4,1,2597,27,4,1060L,Above Standard,2619,51,Above Standard,2624,55,Above Standard,2700,91,At/Near Standard,2468,74,1,2570,17,4,985Q,Above Standard,2557,24,Above Standard,2685,54,At/Near Standard,2500,43
324227286,F,4,1,2473,25,3,790L,At/Near Standard,2521,44,At/Near Standard,2445,42,At/Near Standard,2427,72,At/Near Standard,2471,56,1,2380,20,1,385Q,Below Standard,2391,25,Below Standard,2402,35,Below Standard,2290,89
333551345,F,4,1,2552,25,4,960L,Above Standard,2636,56,At/Near Standard,2516,44,At/Near Standard,2570,67,At/Near Standard,2500,57,1,2497,17,3,755Q,At/Near Standard,2478,27,At/Near Standard,2526,30,At/Near Standard,2491,35
336347163,F,4,1,2561,25,4,980L,Above Standard,2557,43,Above Standard,2547,44,At/Near Standard,2552,72,Above Standard,2587,51,1,2509,17,3,795Q,At/Near Standard,2491,24,At/Near Standard,2528,33,At/Near Standard,2525,32
347365432,M,4,1,2479,24,3,800L,At/Near Standard,2446,46,At/Near Standard,2480,39,At/Near Standard,2483,75,At/Near Standard,2514,47,1,2437,18,2,565Q,Below Standard,2436,24,Below Standard,2419,39,At/Near Standard,2456,39
348282223,M,4,1,2493,23,3,830L,At/Near Standard,2490,37,At/Near Standard,2479,44,At/Near Standard,2419,74,At/Near Standard,2537,44,1,2604,18,4,1075Q,Above Standard,2641,30,Above Standard,2546,40,Above Standard,2593,30
355852729,M,4,1,2260,36,1,325L,Below Standard,2304,59,Below Standard,2297,50,Below Standard,2039,215,Below Standard,2184,101,1,2332,25,1,235Q,Below Standard,2329,30,Below Standard,2334,57,Below Standard,2346,62
363456236,M,4,1,2604,26,4,1075L,Above Standard,2609,49,Above Standard,2633,50,Above Standard,2586,73,Above Standard,2578,49,1,2603,18,4,1075Q,Above Standard,2600,28,Above Standard,2658,49,Above Standard,2574,31
364713237,F,4,1,2540,23,4,935L,Above Standard,2577,40,Above Standard,2549,42,At/Near Standard,2495,73,At/Near Standard,2488,54,1,2560,16,4,955Q,Above Standard,2541,22,Above Standard,2562,31,Above Standard,2607,38
364818337,M,4,1,2499,24,3,845L,At/Near Standard,2504,40,At/Near Standard,2495,42,At/Near Standard,2575,72,At/Near Standard,2443,65,1,2527,17,3,850Q,Above Standard,2557,27,At/Near Standard,2506,39,At/Near Standard,2499,32
366979277,F,4,1,2524,23,3,900L,At/Near Standard,2498,37,At/Near Standard,2522,41,At/Near Standard,2508,73,Above Standard,2585,56,1,2526,15,3,845Q,Above Standard,2534,22,At/Near Standard,2510,31,Above Standard,2528,28
369165394,F,4,1,2468,24,2,780L,At/Near Standard,2505,37,At/Near Standard,2511,47,Below Standard,2287,99,At/Near Standard,2401,62,1,2506,18,3,785Q,Above Standard,2539,27,At/Near Standard,2493,33,At/Near Standard,2453,49
437478213,M,4,1,2583,24,4,1025L,Above Standard,2726,85,At/Near Standard,2521,44,Above Standard,2593,62,Above Standard,2566,44,1,2599,19,4,1075Q,Above Standard,2599,24,Above Standard,2574,37,Above Standard,2638,53
467643348,M,4,1,2323,28,1,465L,Below Standard,2292,59,Below Standard,2345,44,Below Standard,2332,78,Below Standard,2312,66,1,2382,21,1,390Q,Below Standard,2388,25,Below Standard,2254,97,At/Near Standard,2427,41
523839654,M,4,1,2607,27,4,1080L,Above Standard,2641,54,Above Standard,2545,46,Above Standard,2644,76,Above Standard,2628,54,1,2546,18,3,910Q,Above Standard,2523,25,Above Standard,2559,34,Above Standard,2567,33
525326246,F,4,1,2445,23,2,730L,At/Near Standard,2482,36,Below Standard,2355,53,At/Near Standard,2426,69,At/Near Standard,2497,51,1,2406,20,1,465Q,Below Standard,2404,27,Below Standard,2406,44,Below Standard,2412,39
528356638,M,4,1,2505,25,3,860L,At/Near Standard,2476,42,At/Near Standard,2511,48,At/Near Standard,2591,102,At/Near Standard,2512,47,1,2450,19,2,605Q,At/Near Standard,2454,24,Below Standard,2391,57,At/Near Standard,2482,39
533975955,F,4,1,2505,25,3,860L,At/Near Standard,2527,46,At/Near Standard,2501,44,At/Near Standard,2469,71,At/Near Standard,2503,53,1,2516,16,3,815Q,Above Standard,2529,25,Above Standard,2534,29,At/Near Standard,2473,35
551855385,F,4,1,2542,25,4,940L,Above Standard,2578,50,At/Near Standard,2491,41,At/Near Standard,2511,75,Above Standard,2586,45,1,2554,15,4,935Q,Above Standard,2534,23,Above Standard,2556,34,Above Standard,2576,25
563536785,M,4,1,2437,25,2,710L,At/Near Standard,2504,47,At/Near Standard,2447,38,At/Near Standard,2381,76,Below Standard,2314,73,1,2460,18,2,640Q,At/Near Standard,2471,25,At/Near Standard,2452,36,At/Near Standard,2440,44
568587867,M,4,1,2532,23,3,915L,Above Standard,2580,47,At/Near Standard,2439,47,At/Near Standard,2544,75,Above Standard,2574,42,1,2546,17,3,910Q,Above Standard,2561,24,At/Near Standard,2470,46,Above Standard,2574,32
577434581,F,4,1,2531,25,3,915L,Above Standard,2590,47,At/Near Standard,2521,46,Above Standard,2594,69,At/Near Standard,2413,74,1,2445,19,2,590Q,At/Near Standard,2459,26,At/Near Standard,2441,37,Below Standard,2416,42
582456275,M,4,1,2500,25,3,845L,At/Near Standard,2535,46,At/Near Standard,2465,42,At/Near Standard,2528,70,At/Near Standard,2497,57,1,2534,17,3,870Q,Above Standard,2547,23,At/Near Standard,2493,35,Above Standard,2546,35
584797468,M,4,1,2452,24,2,745L,At/Near Standard,2467,44,At/Near Standard,2444,38,At/Near Standard,2414,73,At/Near Standard,2469,59,1,2426,17,2,530Q,Below Standard,2432,22,At/Near Standard,2464,37,Below Standard,2356,48
587953976,M,4,1,2413,27,1,660L,At/Near Standard,2450,48,At/Near Standard,2406,48,At/Near Standard,2534,74,Below Standard,2208,156,1,2478,19,2,695Q,At/Near Standard,2511,24,At/Near Standard,2413,52,At/Near Standard,2386,70
